Position,Track Name,Artist,Streams,Week,Month,Year,Artist Followers,Artist Genre,Artist Popularity,Track Popularity,Track Duration (ms),Album Name,Album Total Tracks,Album Released Date,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
13,SUPREME - Lego (feat. tha Supreme & Sfera Ebbasta),Marracash,1264294,1,February,2020,1282911.0,italian hip hop,74.0,62.0,223045.0,Persona,17.0,2020-03-27,0.0686,0.656,0.661,0.0,9.0,0.125,-5.888,1.0,0.0602,140.956,4.0,0.509
14,CRUDELIA - I nervi,Marracash,1249807,1,February,2020,1282911.0,italian hip hop,74.0,65.0,230922.0,Persona,17.0,2020-03-27,0.149,0.547,0.554,0.0,7.0,0.344,-7.563,1.0,0.102,82.178,3.0,0.0702
15,Falling,Trevor Daniel,1219592,1,February,2020,567449.0,alternative r&b,79.0,83.0,159381.0,Falling,1.0,2018-10-05,0.123,0.785,0.431,0.0,10.0,0.0887,-8.756,0.0,0.0364,127.085,4.0,0.236
16,Scarabeo,Shiva,1201917,1,February,2020,533319.0,italian hip hop,67.0,44.0,177177.0,Routine EP,7.0,2020-01-31,0.466,0.737,0.658,0.0,11.0,0.109,-5.358,0.0,0.111,86.6,3.0,0.644
17,Stu core tapparten,Rocco Hunt,1189041,1,February,2020,961813.0,italian hip hop,72.0,56.0,149909.0,Libertà,17.0,2019-08-30,0.361,0.536,0.551,0.0,8.0,0.0952,-6.831,0.0,0.421,158.987,4.0,0.471
18,Blinding Lights,The Weeknd,1133913,1,February,2020,29076261.0,canadian contemporary r&b,98.0,95.0,200040.0,After Hours,14.0,2020-03-20,0.00146,0.514,0.73,9.54e-05,1.0,0.0897,-5.934,1.0,0.0598,171.005,4.0,0.334
19,Tutto Questo Sei Tu,Ultimo,1086774,1,February,2020,2251859.0,italian adult pop,71.0,62.0,245053.0,Tutto Questo Sei Tu,1.0,2019-12-13,0.444,0.45,0.514,0.0,2.0,0.112,-5.571,1.0,0.0277,161.973,3.0,0.421
20,Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,1062407,1,February,2020,2522291.0,basshall,81.0,60.0,188400.0,Pookie (feat. Capo Plaza) [Remix],1.0,2019-08-30,0.0584,0.84,0.62,0.0,1.0,0.0988,-6.91,1.0,0.129,98.076,4.0,0.511
21,Diario di Noel,Shiva,1045905,1,February,2020,533319.0,italian hip hop,67.0,45.0,186249.0,Routine EP,7.0,2020-01-31,0.293,0.695,0.81,0.0,10.0,0.188,-4.916,0.0,0.304,79.377,4.0,0.464
22,Allora ciao,Shade,1029243,1,February,2020,943129.0,italian adult pop,61.0,60.0,166254.0,Allora ciao,1.0,2020-01-10,0.11,0.6,0.649,0.0,5.0,0.116,-7.443,1.0,0.09,155.875,4.0,0.747
23,Godzilla (feat. Juice WRLD),Eminem,1024541,1,February,2020,41821935.0,detroit hip hop,94.0,84.0,210800.0,Music To Be Murdered By,20.0,2020-01-17,0.145,0.808,0.745,0.0,10.0,0.292,-5.26,0.0,0.342,165.995,4.0,0.829
24,Figlio della Calle,Shiva,1021425,1,February,2020,533319.0,italian hip hop,67.0,40.0,185207.0,Routine EP,7.0,2020-01-31,0.322,0.781,0.669,0.0,4.0,0.113,-7.196,0.0,0.223,90.048,4.0,0.745
25,RITMO (Bad Boys For Life),Black Eyed Peas,1010673,1,February,2020,5356655.0,dance pop,87.0,79.0,221714.0,RITMO (Bad Boys For Life),1.0,2019-10-12,0.0334,0.721,0.716,0.00084,10.0,0.237,-7.037,0.0,0.0657,104.994,4.0,0.667
26,Boss,Paky,989368,1,February,2020,136640.0,italian hip hop,64.0,54.0,144987.0,Boss,1.0,2020-01-22,0.36,0.924,0.429,0.0,8.0,0.106,-8.042,1.0,0.481,126.039,4.0,0.439
27,ROXANNE,Arizona Zervas,972091,1,February,2020,574284.0,pop rap,77.0,84.0,163636.0,ROXANNE,1.0,2019-10-10,0.0522,0.621,0.601,0.0,6.0,0.46,-5.616,0.0,0.148,116.735,5.0,0.457
28,Dont Start Now,Dua Lipa,950768,1,February,2020,22872548.0,dance pop,95.0,83.0,183290.0,Don't Start Now,1.0,2019-10-31,0.0125,0.794,0.793,0.0,11.0,0.0952,-4.521,0.0,0.0842,123.941,4.0,0.677
29,Soldi in Nero - feat. Sfera Ebbasta,Shiva,926531,1,February,2020,533319.0,italian hip hop,67.0,57.0,183797.0,Soldi in Nero (feat. Sfera Ebbasta),1.0,2019-11-28,0.149,0.748,0.662,0.0,6.0,0.17,-4.832,0.0,0.285,157.918,4.0,0.346
30,Chiasso,Random,857155,1,February,2020,254797.0,italian pop,62.0,60.0,182228.0,Chiasso,1.0,2019-05-27,0.246,0.721,0.451,0.0,6.0,0.101,-13.285,0.0,0.192,91.999,4.0,0.46
31,Me ne frego,Achille Lauro,849757,1,February,2020,622908.0,italian hip hop,68.0,58.0,221437.0,1969 - Achille Idol Rebirth,16.0,2020-09-25,0.00614,0.559,0.911,0.0,4.0,0.159,-4.821,1.0,0.109,136.941,4.0,0.455
32,Tusa,KAROL G,832306,1,February,2020,14968438.0,latin,90.0,85.0,200960.0,Tusa,1.0,2019-11-07,0.295,0.803,0.715,0.000134,2.0,0.0574,-3.28,1.0,0.298,101.085,4.0,0.574
33,Una volta ancora (feat. Ana Mena),Fred De Palma,832105,1,February,2020,721824.0,italian adult pop,68.0,66.0,174291.0,Uebe,12.0,2019-09-13,0.0848,0.771,0.638,0.0,8.0,0.104,-5.342,1.0,0.0622,124.039,4.0,0.591
34,Non Avere Paura,Tommaso Paradiso,826423,1,February,2020,151965.0,italian adult pop,61.0,62.0,247478.0,Non Avere Paura,1.0,2019-09-25,0.428,0.568,0.678,0.0,0.0,0.107,-6.185,1.0,0.0366,104.992,4.0,0.241
35,Memories,Maroon 5,817666,1,February,2020,29446381.0,pop,90.0,86.0,189486.0,Memories,1.0,2019-09-20,0.837,0.764,0.32,0.0,11.0,0.0822,-7.209,1.0,0.0546,91.019,4.0,0.575
36,Che Poi,Carl Brave,811355,1,February,2020,565829.0,italian adult pop,69.0,1.0,188181.0,Love San Valentino 2021,17.0,2021-02-10,0.189,0.764,0.774,0.0,6.0,0.107,-5.301,1.0,0.0594,110.089,4.0,0.614
37,Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,803164,1,February,2020,616868.0,italian hip hop,74.0,59.0,164301.0,Re Mida (Aurum),30.0,2019-10-03,0.0889,0.795,0.634,0.0,5.0,0.0874,-8.771,0.0,0.142,97.512,4.0,0.39
38,Il tuo profumo,Fred De Palma,795050,1,February,2020,721824.0,italian adult pop,68.0,58.0,160855.0,Uebe,12.0,2019-09-13,0.0034,0.782,0.657,0.0,5.0,0.111,-7.592,1.0,0.0501,106.014,4.0,0.303
39,La Mia Hit (feat. Max Pezzali),J-AX,788220,1,February,2020,1722149.0,italian adult pop,67.0,50.0,212640.0,ReAle,20.0,2020-01-24,0.0623,0.689,0.852,0.0,8.0,0.26,-6.11,1.0,0.074,100.077,4.0,0.702
40,Before You Go,Lewis Capaldi,778258,1,February,2020,6984857.0,pop,87.0,84.0,215106.0,Divinely Uninspired To A Hellish Extent (Extended Edition),15.0,2019-11-22,0.604,0.459,0.575,0.0,3.0,0.0885,-4.858,1.0,0.0573,111.881,4.0,0.183
41,The Box,Roddy Ricch,778104,1,February,2020,5516506.0,melodic rap,89.0,87.0,196652.0,Please Excuse Me For Being Antisocial,16.0,2019-12-06,0.104,0.896,0.586,0.0,10.0,0.79,-6.687,0.0,0.0559,116.971,4.0,0.642
42,Bossoli,Shiva,772183,1,February,2020,533319.0,italian hip hop,67.0,56.0,178758.0,Bossoli,1.0,2019-09-05,0.436,0.825,0.655,0.0,5.0,0.138,-8.475,0.0,0.255,145.045,3.0,0.8
43,Cin Cin,Alfa,762245,1,February,2020,368836.0,italian adult pop,65.0,62.0,180094.0,Before Wanderlust,11.0,2019-12-13,0.261,0.701,0.634,0.0,1.0,0.131,-4.16,1.0,0.0344,121.047,4.0,0.371
44,Holly & Benji (feat. Capo Plaza & Shiva),AVA,760994,1,February,2020,34459.0,italian hip hop,62.0,53.0,220127.0,Holly & Benji (feat. Capo Plaza & Shiva),1.0,2019-12-13,0.0129,0.42,0.787,0.0,11.0,0.107,-6.206,0.0,0.266,78.44,4.0,0.498
45,Yummy,Justin Bieber,758107,1,February,2020,42521376.0,canadian pop,96.0,75.0,210426.0,Yummy,1.0,2020-01-03,0.366,0.687,0.514,0.0,9.0,0.116,-6.612,0.0,0.0897,145.921,4.0,0.494
46,GANG (feat. Geolier),Samurai Jay,723838,1,February,2020,79761.0,italian hip hop,64.0,55.0,161684.0,GANG,1.0,2019-09-16,0.0358,0.803,0.456,0.0,11.0,0.212,-10.783,1.0,0.243,95.013,4.0,0.583
47,Polo nord - C+N Progressive Mix,Massimo Pericolo,713069,1,February,2020,235760.0,italian hip hop,67.0,61.0,249303.0,Scialla Semper (Emodrill Repack),13.0,2019-09-27,0.00619,0.645,0.895,0.00297,6.0,0.261,-4.786,1.0,0.0347,126.011,4.0,0.174
48,SCACCIACANI,Ketama126,701413,1,February,2020,191633.0,emo rap italiano,66.0,52.0,219947.0,KETY,14.0,2019-10-18,0.24,0.651,0.652,0.0,0.0,0.128,-4.365,0.0,0.0366,133.971,4.0,0.46
49,Ayy Macarena,Tyga,700230,1,February,2020,6120221.0,dance pop,87.0,75.0,131606.0,Ayy Macarena,1.0,2019-11-13,0.133,0.816,0.63,0.0,2.0,0.0692,-5.568,1.0,0.226,96.493,4.0,0.715
50,Magnifico difetto,Benji & Fede,699385,1,February,2020,1011409.0,italian adult pop,60.0,58.0,204978.0,Good Vibes,12.0,2019-10-18,0.411,0.508,0.521,0.0,7.0,0.104,-6.749,1.0,0.0377,81.995,4.0,0.459
51,Candy,VillaBanks,694533,1,February,2020,77521.0,italian hip hop,66.0,57.0,142718.0,Non Lo So,10.0,2019-09-30,0.338,0.95,0.594,0.0,7.0,0.0955,-6.651,1.0,0.283,103.012,4.0,0.632
52,Per sentirmi vivo,Fasma,691258,1,February,2020,194702.0,emo rap italiano,60.0,62.0,177880.0,Io sono Fasma,14.0,2020-02-28,0.167,0.579,0.718,0.0,2.0,0.114,-5.05,1.0,0.293,168.279,4.0,0.211
53,"Fuego (with Geolier & Lele Blade) - Prod. Poison Beatz, Tom Trigger",Neves17,687316,1,February,2020,21304.0,rap napoletano,50.0,58.0,176000.0,Fuego (with Geolier & Lele Blade),1.0,2020-01-28,0.00551,0.657,0.54,1.38e-05,9.0,0.0803,-8.12,1.0,0.133,150.097,4.0,0.255
54,everything i wanted,Billie Eilish,682243,1,February,2020,39685416.0,electropop,94.0,84.0,245425.0,everything i wanted,1.0,2019-11-13,0.902,0.704,0.225,0.657,6.0,0.106,-14.454,0.0,0.0994,120.006,4.0,0.243
55,Lose Control,MEDUZA,673183,1,February,2020,382998.0,edm,84.0,83.0,168387.0,Lose Control,1.0,2019-10-11,0.129,0.598,0.526,0.0,10.0,0.14,-8.659,0.0,0.0415,123.935,4.0,0.529
56,Rozzi,Paky,668076,1,February,2020,136640.0,italian hip hop,64.0,60.0,163053.0,Rozzi,1.0,2019-09-11,0.103,0.874,0.487,2.72e-06,9.0,0.103,-9.806,1.0,0.312,131.088,4.0,0.724
57,Piccola Stella,Ultimo,660850,1,February,2020,2251859.0,italian adult pop,71.0,63.0,232666.0,Colpa Delle Favole,13.0,2019-04-05,0.341,0.487,0.465,0.0,2.0,0.111,-8.019,1.0,0.0474,179.907,3.0,0.288
58,ENFASI,Sierra,657398,1,February,2020,28121.0,italian pop,52.0,58.0,228540.0,ENFASI,1.0,2019-11-22,0.00533,0.617,0.771,4.05e-06,11.0,0.319,-6.476,1.0,0.063,112.457,4.0,0.333
59,m12ano - feat. Mara Sattei,tha Supreme,652433,1,February,2020,1288668.0,italian hip hop,76.0,58.0,188426.0,23 6451,20.0,2019-11-15,0.0431,0.577,0.514,3.22e-05,2.0,0.0843,-6.407,1.0,0.0392,64.822,4.0,0.479
60,Barrio,Mahmood,647728,1,February,2020,789382.0,italian pop,68.0,0.0,165245.0,Best of 2020 Italia Pop Hits,57.0,2021-02-19,0.0582,0.804,0.702,0.0,11.0,0.11,-6.553,0.0,0.072,122.027,4.0,0.575
61,Lento,Boro Boro,644638,1,February,2020,234732.0,italian hip hop,62.0,60.0,162362.0,Lento,1.0,2019-06-07,0.378,0.651,0.864,0.0,8.0,0.227,-5.799,0.0,0.225,181.936,4.0,0.812
62,Que Calor (with J Balvin & El Alfa),Major Lazer,636263,1,February,2020,6135054.0,dance pop,81.0,31.0,245252.0,Que Calor (with J Balvin & El Alfa) [La Fuente Remix],1.0,2019-12-11,0.000619,0.721,0.748,0.691,7.0,0.0834,-6.994,0.0,0.0468,126.038,4.0,0.797
63,Rossetto,Random,631599,1,February,2020,254797.0,italian pop,62.0,54.0,228142.0,Rossetto,1.0,2019-09-27,0.589,0.652,0.7,0.0,7.0,0.134,-4.884,1.0,0.0691,104.961,4.0,0.214
64,MADAME - Lanima (feat. Madame),Marracash,607775,1,February,2020,1282911.0,italian hip hop,74.0,61.0,221631.0,Persona,17.0,2020-03-27,0.399,0.747,0.651,7.21e-06,0.0,0.0907,-8.33,1.0,0.0304,107.99,4.0,0.145
65,sw1n6o - feat. Salmo,tha Supreme,606428,1,February,2020,1288668.0,italian hip hop,76.0,55.0,184037.0,23 6451,20.0,2019-11-15,0.122,0.569,0.828,7.05e-06,0.0,0.785,-5.554,0.0,0.0857,169.982,4.0,0.786
66,Mon Fre - feat. Emis Killa,Shiva,585665,1,February,2020,533319.0,italian hip hop,67.0,58.0,224150.0,Mon Fre (feat. Emis Killa),1.0,2019-07-19,0.0791,0.841,0.821,0.0,6.0,0.172,-3.802,1.0,0.234,106.003,4.0,0.545
67,LOVE BANDANA,Ketama126,585186,1,February,2020,191633.0,emo rap italiano,66.0,57.0,212880.0,KETY,14.0,2019-10-18,0.294,0.68,0.774,0.0,4.0,0.12,-6.671,1.0,0.118,77.478,4.0,0.557
68,Andromeda,Elodie,581372,1,February,2020,354026.0,italian adult pop,64.0,0.0,202400.0,Greetings from Sanremo Festival Best Songs,80.0,2021-02-19,0.0208,0.534,0.698,0.0,8.0,0.113,-5.338,0.0,0.104,121.779,4.0,0.54
69,NO SPIE,FSK SATELLITE,569425,1,February,2020,227394.0,italian hip hop,65.0,48.0,141598.0,FSK TRAPSHIT,11.0,2019-07-11,0.484,0.893,0.511,0.00201,8.0,0.0747,-11.209,0.0,0.268,100.015,4.0,0.443
71,occh1 purpl3 - feat. Marracash,tha Supreme,565957,1,February,2020,1288668.0,italian hip hop,76.0,53.0,187821.0,23 6451,20.0,2019-11-15,0.0921,0.66,0.809,0.0,2.0,0.16,-4.837,1.0,0.156,133.922,4.0,0.547
72,Dove e quando,Benji & Fede,564448,1,February,2020,1011409.0,italian adult pop,60.0,64.0,190409.0,Good Vibes,12.0,2019-10-18,0.0931,0.763,0.692,0.0,1.0,0.0644,-6.158,1.0,0.0381,124.998,4.0,0.691
73,Twerk (con Boro Boro),MamboLosco,561607,1,February,2020,419279.0,trap italiana,61.0,55.0,152440.0,Arte,16.0,2019-09-11,0.0504,0.906,0.525,2.88e-06,9.0,0.0859,-7.482,1.0,0.305,96.005,4.0,0.365
74,Courmayeur,DJ Matrix,554945,1,February,2020,132621.0,italian adult pop,61.0,46.0,193125.0,Courmayeur,1.0,2020-01-03,0.0065,0.703,0.877,0.0,1.0,0.443,-4.521,0.0,0.035,127.945,4.0,0.729
75,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,549332,1,February,2020,1969235.0,italian hip hop,76.0,64.0,186213.0,Playlist,13.0,2018-11-09,0.0867,0.755,0.501,1.45e-06,1.0,0.146,-9.551,1.0,0.189,134.998,4.0,0.267
76,LA PROVA DEL CUOCO,FSK SATELLITE,547643,1,February,2020,227394.0,italian hip hop,65.0,50.0,156421.0,FSK TRAPSHIT,11.0,2019-07-11,0.254,0.689,0.458,0.0,0.0,0.434,-8.574,1.0,0.622,131.687,4.0,0.719
77,Someone You Loved,Lewis Capaldi,534356,1,February,2020,6984857.0,pop,87.0,89.0,182160.0,Divinely Uninspired To A Hellish Extent,12.0,2019-05-17,0.751,0.501,0.405,0.0,1.0,0.105,-5.679,1.0,0.0319,109.891,4.0,0.446
78,"CHARLES MANSON (BUON NATALE2) (feat. Lazza) - feat. Dani Faiv, Nitro",Salmo,534291,1,February,2020,1969235.0,italian hip hop,76.0,57.0,258186.0,Playlist Live,27.0,2019-12-06,0.0123,0.72,0.83,0.0,10.0,0.438,-5.42,0.0,0.206,120.152,4.0,0.482
79,I Nostri Anni,Tommaso Paradiso,533535,1,February,2020,151965.0,italian adult pop,61.0,54.0,218560.0,I Nostri Anni,1.0,2020-01-10,0.4,0.533,0.659,0.0,2.0,0.0714,-3.977,1.0,0.0376,80.0,4.0,0.303
80,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,533451,1,February,2020,391071.0,italian hip hop,63.0,59.0,211994.0,MACHETE MIXTAPE 4,18.0,2019-07-05,0.228,0.751,0.66,0.0,8.0,0.0827,-6.24,1.0,0.348,166.809,4.0,0.634
81,Ride It,Regard,532506,1,February,2020,119232.0,edm,79.0,85.0,157605.0,Ride It,1.0,2019-07-26,0.177,0.88,0.751,6.43e-05,7.0,0.106,-4.258,0.0,0.0874,117.948,4.0,0.884
82,Muévelo,Nicky Jam,513054,1,February,2020,13972087.0,latin,89.0,74.0,194892.0,Muévelo,1.0,2020-01-08,0.415,0.594,0.808,1.39e-05,7.0,0.565,-2.409,1.0,0.0489,188.09,4.0,0.919
84,È sempre bello,Coez,505584,1,February,2020,1652648.0,italian indie pop,71.0,61.0,203872.0,È sempre bello,10.0,2019-03-29,0.0732,0.692,0.63,0.0,8.0,0.0865,-6.792,1.0,0.164,110.919,5.0,0.499
85,Ringo Starr,Pinguini Tattici Nucleari,499832,1,February,2020,365941.0,bergamo indie,74.0,62.0,183333.0,Fuori dall'Hype Ringo Starr,15.0,2020-02-07,0.304,0.754,0.925,0.0,4.0,0.313,-2.912,0.0,0.0512,114.077,4.0,0.857
86,Vestiti D’Odio (con PSICOLOGI),Tredici Pietro,499153,1,February,2020,73402.0,italian hip hop,54.0,59.0,171093.0,Vestiti D’Odio (con PSICOLOGI),1.0,2020-01-09,0.299,0.708,0.678,0.0,9.0,0.14,-7.492,1.0,0.129,128.037,4.0,0.211
87,m8nstar,tha Supreme,498017,1,February,2020,1288668.0,italian hip hop,76.0,55.0,164825.0,23 6451,20.0,2019-11-15,0.0548,0.58,0.758,0.0,4.0,0.114,-6.448,0.0,0.044,164.924,4.0,0.437
88,Circles,Post Malone,488266,1,February,2020,31243997.0,dfw rap,94.0,87.0,215280.0,Hollywood's Bleeding,17.0,2019-09-06,0.192,0.695,0.762,0.00244,0.0,0.0863,-3.497,1.0,0.0395,120.042,4.0,0.553
89,Sei bella come Roma,DANDY TURNER,484368,1,February,2020,56285.0,pop virale italiano,52.0,56.0,197538.0,Sei bella come Roma,1.0,2019-12-20,0.408,0.622,0.493,0.0,1.0,0.149,-10.827,0.0,0.0466,130.137,4.0,0.124
90,Fuori E Dentro (feat. tha Supreme),Gemitaiz,482499,1,February,2020,1685012.0,italian hip hop,76.0,56.0,170000.0,Scatola Nera,12.0,2019-09-19,0.111,0.919,0.582,0.0,2.0,0.118,-7.201,1.0,0.119,123.947,4.0,0.538
91,Rondini Al Guinzaglio,Ultimo,480346,1,February,2020,2251859.0,italian adult pop,71.0,60.0,240738.0,Colpa Delle Favole,13.0,2019-04-05,0.576,0.505,0.579,0.0,2.0,0.0903,-7.231,1.0,0.0324,141.655,4.0,0.439
92,Life Is Good (feat. Drake),Future,477911,1,February,2020,9879245.0,atl hip hop,91.0,83.0,237735.0,Life Is Good (feat. Drake),1.0,2020-01-10,0.0706,0.676,0.609,0.0,2.0,0.152,-5.831,0.0,0.481,142.037,4.0,0.508
93,Cadiamo insieme,Holden,472632,1,February,2020,68767.0,italian hip hop,53.0,54.0,162244.0,Cadiamo insieme,1.0,2019-12-13,0.42,0.513,0.602,0.0,2.0,0.142,-7.152,1.0,0.421,98.301,4.0,0.489
94,1990,Achille Lauro,470598,1,February,2020,622908.0,italian hip hop,68.0,51.0,237682.0,1990,1.0,2019-10-24,0.0201,0.498,0.689,0.0,2.0,0.174,-6.244,0.0,0.033,122.919,4.0,0.17
95,Margarita (con Marracash),Elodie,464637,1,February,2020,354026.0,italian adult pop,64.0,57.0,177812.0,Margarita (con Marracash),1.0,2019-06-12,0.0517,0.834,0.668,0.0,11.0,0.044,-7.069,0.0,0.0949,95.996,4.0,0.755
96,Fai rumore,Diodato,462155,1,February,2020,92852.0,italian adult pop,59.0,59.0,216140.0,Fai rumore,1.0,2020-02-05,0.218,0.417,0.626,0.0,6.0,0.0805,-6.055,1.0,0.0366,143.358,4.0,0.144
97,I Tuoi Particolari,Ultimo,461500,1,February,2020,2251859.0,italian adult pop,71.0,56.0,219939.0,I Tuoi Particolari,1.0,2019-02-06,0.632,0.659,0.588,0.0,0.0,0.124,-5.682,1.0,0.063,135.884,4.0,0.297
98,MELISSA P,FSK SATELLITE,457988,1,February,2020,227394.0,italian hip hop,65.0,50.0,166870.0,FSK TRAPSHIT,11.0,2019-07-11,0.247,0.722,0.665,0.0,9.0,0.089,-8.038,0.0,0.255,150.095,4.0,0.462
99,ch1 5ei te,tha Supreme,457541,1,February,2020,1288668.0,italian hip hop,76.0,55.0,183762.0,23 6451,20.0,2019-11-15,0.0462,0.488,0.784,0.0,1.0,0.163,-5.837,1.0,0.0717,88.046,4.0,0.317
100,90MIN,Salmo,453550,1,February,2020,1969235.0,italian hip hop,76.0,61.0,231920.0,Playlist,13.0,2018-11-09,0.0253,0.549,0.765,0.0,1.0,0.855,-5.138,1.0,0.309,122.002,4.0,0.513
101,MI AMI O NO (feat. Capo Plaza),Giaime,449487,1,February,2020,160720.0,italian hip hop,61.0,54.0,145085.0,MI AMI O NO (feat. Capo Plaza),1.0,2019-09-05,0.112,0.718,0.776,0.00243,8.0,0.144,-5.418,1.0,0.24,91.158,4.0,0.41
102,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,448916,1,February,2020,451358.0,italian hip hop,57.0,59.0,190699.0,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",1.0,2019-04-26,0.0261,0.775,0.661,2.09e-05,6.0,0.112,-6.178,0.0,0.183,112.029,4.0,0.467
103,Per due che come noi,Brunori Sas,441811,1,February,2020,238355.0,folk rock italiano,58.0,0.0,230746.0,Canzoni d'amore Best of,14.0,2021-02-11,0.63,0.458,0.49,1.85e-06,0.0,0.118,-6.81,1.0,0.0348,137.606,4.0,0.35
104,Rosso di rabbia,Anastasio,441178,1,February,2020,112516.0,italian hip hop,48.0,41.0,193236.0,Rosso di rabbia,1.0,2020-02-05,0.119,0.508,0.737,0.0,1.0,0.392,-7.32,1.0,0.336,148.134,3.0,0.724
105,Pianeti,Ultimo,439859,1,February,2020,2251859.0,italian adult pop,71.0,61.0,224000.0,Pianeti,14.0,2017-10-06,0.281,0.55,0.488,0.0,8.0,0.372,-9.425,1.0,0.196,80.112,4.0,0.108
106,Per Un Milione,Boomdabash,438796,1,February,2020,480617.0,italian adult pop,67.0,0.0,172920.0,Greetings from Sanremo Festival Best Songs,80.0,2021-02-19,0.112,0.71,0.817,0.0,7.0,0.0823,-3.734,0.0,0.055,86.005,4.0,0.89
107,Cenere,Nashley,437363,1,February,2020,132395.0,italian hip hop,57.0,58.0,170196.0,Cenere,1.0,2019-03-22,0.683,0.722,0.685,2.52e-05,7.0,0.141,-8.815,0.0,0.114,109.968,4.0,0.334
108,scuol4,tha Supreme,435097,1,February,2020,1288668.0,italian hip hop,76.0,54.0,169588.0,23 6451,20.0,2019-11-15,0.143,0.696,0.7,0.0,2.0,0.0431,-5.573,1.0,0.0663,136.207,4.0,0.771
109,FIORI,Giaime,434093,1,February,2020,160720.0,italian hip hop,61.0,55.0,168000.0,FIORI,1.0,2019-07-18,0.136,0.85,0.567,0.0,4.0,0.115,-8.739,0.0,0.199,99.99,4.0,0.161
110,Tuta Black,Paky,427536,1,February,2020,136640.0,italian hip hop,64.0,52.0,195692.0,Tuta Black,1.0,2019-11-20,0.163,0.835,0.606,0.0,2.0,0.097,-8.139,1.0,0.141,129.938,4.0,0.346
111,"Cracovia, Pt. 3",Il Tre,426722,1,February,2020,200982.0,italian hip hop,67.0,62.0,174750.0,"Cracovia, Pt. 3",1.0,2019-09-03,0.48,0.657,0.816,0.0,4.0,0.147,-6.042,0.0,0.297,160.173,4.0,0.205
112,Señorita,Shawn Mendes,425543,1,February,2020,31472357.0,canadian pop,91.0,1.0,190960.0,Best of 2020 Italia Pop Hits,57.0,2021-02-19,0.037,0.759,0.54,0.0,9.0,0.0945,-6.039,0.0,0.0287,116.947,4.0,0.75
113,Musica (E Il Resto Scompare),Elettra Lamborghini,423302,1,February,2020,707725.0,italian pop,59.0,0.0,194606.0,Greetings from Sanremo Festival Best Songs,80.0,2021-02-19,0.0218,0.779,0.835,0.0,0.0,0.393,-4.04,1.0,0.133,114.993,4.0,0.922
114,oh 9od - feat. Nayt,tha Supreme,422898,1,February,2020,1288668.0,italian hip hop,76.0,53.0,204467.0,23 6451,20.0,2019-11-15,0.155,0.761,0.714,8.58e-06,0.0,0.256,-5.312,0.0,0.134,143.016,4.0,0.737
115,Me Gusta,Shakira,417055,1,February,2020,20942468.0,colombian pop,88.0,75.0,190570.0,Me Gusta,1.0,2020-01-13,0.0559,0.775,0.696,0.00184,1.0,0.157,-5.184,0.0,0.0681,92.007,4.0,0.775
116,Amici,Massimo Pericolo,410983,1,February,2020,235760.0,italian hip hop,67.0,59.0,180950.0,Scialla Semper,8.0,2019-04-12,0.395,0.618,0.715,0.0,1.0,0.137,-4.966,1.0,0.254,140.355,4.0,0.457
117,bad guy,Billie Eilish,410945,1,February,2020,39685416.0,electropop,94.0,86.0,194087.0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14.0,2019-03-29,0.328,0.701,0.425,0.13,7.0,0.1,-10.965,1.0,0.375,135.128,4.0,0.562
118,Cest la vie,Achille Lauro,408400,1,February,2020,622908.0,italian hip hop,68.0,56.0,193150.0,1969 - Achille Idol Rebirth,16.0,2020-09-25,0.169,0.471,0.515,0.0,11.0,0.106,-8.207,0.0,0.0377,146.156,4.0,0.555
119,CHEYENNE - feat. Charlie Charles,Francesca Michielin,407475,1,February,2020,517750.0,italian adult pop,58.0,42.0,205188.0,CHEYENNE (feat. Charlie Charles),1.0,2019-11-15,0.178,0.606,0.568,5.57e-05,1.0,0.123,-7.363,1.0,0.0635,105.976,4.0,0.244
120,no14 - feat. Dani Faiv,tha Supreme,407457,1,February,2020,1288668.0,italian hip hop,76.0,57.0,176440.0,23 6451,20.0,2019-11-15,0.214,0.621,0.694,2.13e-06,10.0,0.155,-7.773,0.0,0.0987,90.059,4.0,0.644
121,Ostia Lido,J-AX,406978,1,February,2020,1722149.0,italian adult pop,67.0,57.0,172945.0,Ostia Lido,1.0,2019-05-17,0.114,0.874,0.786,0.0,9.0,0.108,-5.723,1.0,0.186,108.944,4.0,0.688
122,Physical,Dua Lipa,400398,1,February,2020,22872548.0,dance pop,95.0,63.0,193829.0,Future Nostalgia (The Moonlight Edition),19.0,2021-02-11,0.0137,0.647,0.844,0.000658,0.0,0.102,-3.756,1.0,0.0457,146.967,4.0,0.746
123,Ho Fatto Strada,Capo Plaza,399058,1,February,2020,2728432.0,italian hip hop,81.0,51.0,172500.0,Ho Fatto Strada,1.0,2019-11-22,0.0177,0.681,0.635,0.0,10.0,0.119,-7.856,0.0,0.0792,160.027,3.0,0.496
