Position,Track Name,Artist,Streams,Week,Month,Year,Artist Followers,Artist Genre,Artist Popularity,Track Popularity,Track Duration (ms),Album Name,Album Total Tracks,Album Released Date,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
34,Il tuo profumo,Fred De Palma,772644,1,January,2020,721824.0,italian adult pop,68.0,58.0,160855.0,Uebe,12.0,2019-09-13,0.0034,0.782,0.657,0.0,5.0,0.111,-7.592,1.0,0.0501,106.014,4.0,0.303
35,GANG (feat. Geolier),Samurai Jay,760223,1,January,2020,79761.0,italian hip hop,64.0,55.0,161684.0,GANG,1.0,2019-09-16,0.0358,0.803,0.456,0.0,11.0,0.212,-10.783,1.0,0.243,95.013,4.0,0.583
36,MADAME - Lanima (feat. Madame),Marracash,728111,1,January,2020,1282911.0,italian hip hop,74.0,61.0,221631.0,Persona,17.0,2020-03-27,0.399,0.747,0.651,7.21e-06,0.0,0.0907,-8.33,1.0,0.0304,107.99,4.0,0.145
37,ENFASI,Sierra,714503,1,January,2020,28121.0,italian pop,52.0,58.0,228540.0,ENFASI,1.0,2019-11-22,0.00533,0.617,0.771,4.05e-06,11.0,0.319,-6.476,1.0,0.063,112.457,4.0,0.333
38,ch1 5ei te,tha Supreme,713822,1,January,2020,1288668.0,italian hip hop,76.0,55.0,183762.0,23 6451,20.0,2019-11-15,0.0462,0.488,0.784,0.0,1.0,0.163,-5.837,1.0,0.0717,88.046,4.0,0.317
39,La tua canzone,Coez,698020,1,January,2020,1652648.0,italian indie pop,71.0,57.0,192040.0,È sempre bello,10.0,2019-03-29,0.0907,0.491,0.776,0.0,1.0,0.111,-5.119,1.0,0.0596,179.927,4.0,0.626
40,Mon Fre - feat. Emis Killa,Shiva,692494,1,January,2020,533319.0,italian hip hop,67.0,58.0,224150.0,Mon Fre (feat. Emis Killa),1.0,2019-07-19,0.0791,0.841,0.821,0.0,6.0,0.172,-3.802,1.0,0.234,106.003,4.0,0.545
41,scuol4,tha Supreme,682636,1,January,2020,1288668.0,italian hip hop,76.0,54.0,169588.0,23 6451,20.0,2019-11-15,0.143,0.696,0.7,0.0,2.0,0.0431,-5.573,1.0,0.0663,136.207,4.0,0.771
42,SCACCIACANI,Ketama126,673823,1,January,2020,191633.0,emo rap italiano,66.0,52.0,219947.0,KETY,14.0,2019-10-18,0.24,0.651,0.652,0.0,0.0,0.128,-4.365,0.0,0.0366,133.971,4.0,0.46
43,Rossetto,Random,671157,1,January,2020,254797.0,italian pop,62.0,54.0,228142.0,Rossetto,1.0,2019-09-27,0.589,0.652,0.7,0.0,7.0,0.134,-4.884,1.0,0.0691,104.961,4.0,0.214
44,Dove e quando,Benji & Fede,668771,1,January,2020,1011409.0,italian adult pop,60.0,64.0,190409.0,Good Vibes,12.0,2019-10-18,0.0931,0.763,0.692,0.0,1.0,0.0644,-6.158,1.0,0.0381,124.998,4.0,0.691
45,no14 - feat. Dani Faiv,tha Supreme,662788,1,January,2020,1288668.0,italian hip hop,76.0,57.0,176440.0,23 6451,20.0,2019-11-15,0.214,0.621,0.694,2.13e-06,10.0,0.155,-7.773,0.0,0.0987,90.059,4.0,0.644
46,Circles,Post Malone,651895,1,January,2020,31243997.0,dfw rap,94.0,87.0,215280.0,Hollywood's Bleeding,17.0,2019-09-06,0.192,0.695,0.762,0.00244,0.0,0.0863,-3.497,1.0,0.0395,120.042,4.0,0.553
47,oh 9od - feat. Nayt,tha Supreme,647344,1,January,2020,1288668.0,italian hip hop,76.0,53.0,204467.0,23 6451,20.0,2019-11-15,0.155,0.761,0.714,8.58e-06,0.0,0.256,-5.312,0.0,0.134,143.016,4.0,0.737
48,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,645715,1,January,2020,391071.0,italian hip hop,63.0,59.0,211994.0,MACHETE MIXTAPE 4,18.0,2019-07-05,0.228,0.751,0.66,0.0,8.0,0.0827,-6.24,1.0,0.348,166.809,4.0,0.634
49,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,638522,1,January,2020,1969235.0,italian hip hop,76.0,64.0,186213.0,Playlist,13.0,2018-11-09,0.0867,0.755,0.501,1.45e-06,1.0,0.146,-9.551,1.0,0.189,134.998,4.0,0.267
50,Que Calor (with J Balvin & El Alfa),Major Lazer,594594,1,January,2020,6135054.0,dance pop,81.0,31.0,245252.0,Que Calor (with J Balvin & El Alfa) [La Fuente Remix],1.0,2019-12-11,0.000619,0.721,0.748,0.691,7.0,0.0834,-6.994,0.0,0.0468,126.038,4.0,0.797
51,everything i wanted,Billie Eilish,581933,1,January,2020,39685416.0,electropop,94.0,84.0,245425.0,everything i wanted,1.0,2019-11-13,0.902,0.704,0.225,0.657,6.0,0.106,-14.454,0.0,0.0994,120.006,4.0,0.243
52,come fa1,tha Supreme,576671,1,January,2020,1288668.0,italian hip hop,76.0,48.0,128774.0,23 6451,21.0,2020-07-31,0.147,0.649,0.562,5.85e-05,0.0,0.169,-7.194,0.0,0.0465,128.039,4.0,0.347
53,Lose Control,MEDUZA,574417,1,January,2020,382998.0,edm,84.0,83.0,168387.0,Lose Control,1.0,2019-10-11,0.129,0.598,0.526,0.0,10.0,0.14,-8.659,0.0,0.0415,123.935,4.0,0.529
54,Fuori E Dentro (feat. tha Supreme),Gemitaiz,567758,1,January,2020,1685012.0,italian hip hop,76.0,56.0,170000.0,Scatola Nera,12.0,2019-09-19,0.111,0.919,0.582,0.0,2.0,0.118,-7.201,1.0,0.119,123.947,4.0,0.538
55,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,567475,1,January,2020,451358.0,italian hip hop,57.0,59.0,190699.0,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",1.0,2019-04-26,0.0261,0.775,0.661,2.09e-05,6.0,0.112,-6.178,0.0,0.183,112.029,4.0,0.467
56,È sempre bello,Coez,557193,1,January,2020,1652648.0,italian indie pop,71.0,61.0,203872.0,È sempre bello,10.0,2019-03-29,0.0732,0.692,0.63,0.0,8.0,0.0865,-6.792,1.0,0.164,110.919,5.0,0.499
57,Candy,VillaBanks,556962,1,January,2020,77521.0,italian hip hop,66.0,57.0,142718.0,Non Lo So,10.0,2019-09-30,0.338,0.95,0.594,0.0,7.0,0.0955,-6.651,1.0,0.283,103.012,4.0,0.632
58,Someone You Loved,Lewis Capaldi,535510,1,January,2020,6984857.0,pop,87.0,89.0,182160.0,Divinely Uninspired To A Hellish Extent,12.0,2019-05-17,0.751,0.501,0.405,0.0,1.0,0.105,-5.679,1.0,0.0319,109.891,4.0,0.446
59,LA PROVA DEL CUOCO,FSK SATELLITE,535021,1,January,2020,227394.0,italian hip hop,65.0,50.0,156421.0,FSK TRAPSHIT,11.0,2019-07-11,0.254,0.689,0.458,0.0,0.0,0.434,-8.574,1.0,0.622,131.687,4.0,0.719
60,2ollipop,tha Supreme,533838,1,January,2020,1288668.0,italian hip hop,76.0,47.0,149305.0,23 6451,21.0,2020-07-31,0.312,0.767,0.756,0.0,7.0,0.0745,-5.402,1.0,0.0988,160.053,4.0,0.856
61,LOVE BANDANA,Ketama126,531154,1,January,2020,191633.0,emo rap italiano,66.0,57.0,212880.0,KETY,14.0,2019-10-18,0.294,0.68,0.774,0.0,4.0,0.12,-6.671,1.0,0.118,77.478,4.0,0.557
62,Señorita,Shawn Mendes,529702,1,January,2020,31472357.0,canadian pop,91.0,1.0,190960.0,Best of 2020 Italia Pop Hits,57.0,2021-02-19,0.037,0.759,0.54,0.0,9.0,0.0945,-6.039,0.0,0.0287,116.947,4.0,0.75
63,Rondini Al Guinzaglio,Ultimo,520293,1,January,2020,2251859.0,italian adult pop,71.0,60.0,240738.0,Colpa Delle Favole,13.0,2019-04-05,0.576,0.505,0.579,0.0,2.0,0.0903,-7.231,1.0,0.0324,141.655,4.0,0.439
64,90MIN,Salmo,517592,1,January,2020,1969235.0,italian hip hop,76.0,61.0,231920.0,Playlist,13.0,2018-11-09,0.0253,0.549,0.765,0.0,1.0,0.855,-5.138,1.0,0.309,122.002,4.0,0.513
65,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,517165,1,January,2020,15226630.0,rap,95.0,71.0,244873.0,JACKBOYS,7.0,2019-12-27,0.0567,0.559,0.491,0.0,2.0,0.0992,-6.406,0.0,0.0346,153.131,4.0,0.114
66,Polo nord - C+N Progressive Mix,Massimo Pericolo,516731,1,January,2020,235760.0,italian hip hop,67.0,61.0,249303.0,Scialla Semper (Emodrill Repack),13.0,2019-09-27,0.00619,0.645,0.895,0.00297,6.0,0.261,-4.786,1.0,0.0347,126.011,4.0,0.174
67,1990,Achille Lauro,511741,1,January,2020,622908.0,italian hip hop,68.0,51.0,237682.0,1990,1.0,2019-10-24,0.0201,0.498,0.689,0.0,2.0,0.174,-6.244,0.0,0.033,122.919,4.0,0.17
68,bad guy,Billie Eilish,506602,1,January,2020,39685416.0,electropop,94.0,86.0,194087.0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14.0,2019-03-29,0.328,0.701,0.425,0.13,7.0,0.1,-10.965,1.0,0.375,135.128,4.0,0.562
69,Rozzi,Paky,505647,1,January,2020,136640.0,italian hip hop,64.0,60.0,163053.0,Rozzi,1.0,2019-09-11,0.103,0.874,0.487,2.72e-06,9.0,0.103,-9.806,1.0,0.312,131.088,4.0,0.724
70,Duemila volte,Marco Mengoni,503727,1,January,2020,1145465.0,italian adult pop,68.0,52.0,202158.0,Duemila volte,1.0,2019-10-04,0.0396,0.51,0.733,0.0,0.0,0.154,-5.519,0.0,0.0579,145.923,4.0,0.372
71,Margarita (con Marracash),Elodie,503390,1,January,2020,354026.0,italian adult pop,64.0,57.0,177812.0,Margarita (con Marracash),1.0,2019-06-12,0.0517,0.834,0.668,0.0,11.0,0.044,-7.069,0.0,0.0949,95.996,4.0,0.755
72,I Tuoi Particolari,Ultimo,496231,1,January,2020,2251859.0,italian adult pop,71.0,56.0,219939.0,I Tuoi Particolari,1.0,2019-02-06,0.632,0.659,0.588,0.0,0.0,0.124,-5.682,1.0,0.063,135.884,4.0,0.297
73,NO SPIE,FSK SATELLITE,495687,1,January,2020,227394.0,italian hip hop,65.0,48.0,141598.0,FSK TRAPSHIT,11.0,2019-07-11,0.484,0.893,0.511,0.00201,8.0,0.0747,-11.209,0.0,0.268,100.015,4.0,0.443
74,APPARTENGO - Il sangue (feat. Massimo Pericolo),Marracash,493521,1,January,2020,1282911.0,italian hip hop,74.0,57.0,255449.0,Persona,17.0,2020-03-27,0.198,0.782,0.637,0.0,3.0,0.171,-5.892,0.0,0.0911,129.981,4.0,0.801
75,"pers0na2 - feat. Gemitaiz, Madman",tha Supreme,490671,1,January,2020,1288668.0,italian hip hop,76.0,50.0,251511.0,23 6451,20.0,2019-11-15,0.189,0.682,0.79,0.0,7.0,0.115,-5.15,0.0,0.0723,122.99,4.0,0.676
76,MI AMI O NO (feat. Capo Plaza),Giaime,490548,1,January,2020,160720.0,italian hip hop,61.0,54.0,145085.0,MI AMI O NO (feat. Capo Plaza),1.0,2019-09-05,0.112,0.718,0.776,0.00243,8.0,0.144,-5.418,1.0,0.24,91.158,4.0,0.41
77,Non Scherzare,Paky,481765,1,January,2020,136640.0,italian hip hop,64.0,54.0,181862.0,Non Scherzare,1.0,2019-12-18,0.0805,0.7,0.428,7.97e-05,8.0,0.156,-9.368,1.0,0.107,94.994,4.0,0.263
79,Pianeti,Ultimo,480389,1,January,2020,2251859.0,italian adult pop,71.0,61.0,224000.0,Pianeti,14.0,2017-10-06,0.281,0.55,0.488,0.0,8.0,0.372,-9.425,1.0,0.196,80.112,4.0,0.108
80,FIORI,Giaime,477413,1,January,2020,160720.0,italian hip hop,61.0,55.0,168000.0,FIORI,1.0,2019-07-18,0.136,0.85,0.567,0.0,4.0,0.115,-8.739,0.0,0.199,99.99,4.0,0.161
81,Blinding Lights,The Weeknd,475890,1,January,2020,29076261.0,canadian contemporary r&b,98.0,95.0,200040.0,After Hours,14.0,2020-03-20,0.00146,0.514,0.73,9.54e-05,1.0,0.0897,-5.934,1.0,0.0598,171.005,4.0,0.334
82,Per Un Milione,Boomdabash,475314,1,January,2020,480617.0,italian adult pop,67.0,0.0,172920.0,Greetings from Sanremo Festival Best Songs,80.0,2021-02-19,0.112,0.71,0.817,0.0,7.0,0.0823,-3.734,0.0,0.055,86.005,4.0,0.89
83,Ho Fatto Strada,Capo Plaza,474697,1,January,2020,2728432.0,italian hip hop,81.0,51.0,172500.0,Ho Fatto Strada,1.0,2019-11-22,0.0177,0.681,0.635,0.0,10.0,0.119,-7.856,0.0,0.0792,160.027,3.0,0.496
84,Ride It,Regard,469766,1,January,2020,119232.0,edm,79.0,85.0,157605.0,Ride It,1.0,2019-07-26,0.177,0.88,0.751,6.43e-05,7.0,0.106,-4.258,0.0,0.0874,117.948,4.0,0.884
85,Mambo Salentino,Boomdabash,468502,1,January,2020,480617.0,italian adult pop,67.0,60.0,155413.0,Mambo Salentino,1.0,2019-06-07,0.248,0.906,0.662,0.0,3.0,0.067,-6.707,0.0,0.319,100.035,4.0,0.863
86,Taste (Make It Shake) (Remix feat. Shiva),Aitch,460277,1,January,2020,608558.0,manchester hip hop,73.0,46.0,145600.0,Taste (Make It Shake) (Remix feat. Shiva),1.0,2019-12-06,0.198,0.75,0.486,0.0,0.0,0.183,-11.291,1.0,0.299,98.048,3.0,0.591
87,JAMBO,Takagi & Ketra,460244,1,January,2020,367692.0,italian adult pop,66.0,61.0,157024.0,JAMBO,1.0,2019-05-24,0.0399,0.74,0.777,0.0,7.0,0.0835,-5.425,0.0,0.163,129.98,4.0,0.767
88,Non sto più in zona,Shiva,455495,1,January,2020,533319.0,italian hip hop,67.0,49.0,155825.0,Non sto più in zona,1.0,2019-10-03,0.115,0.86,0.711,0.0,8.0,0.14,-6.596,0.0,0.183,105.027,4.0,0.502
89,Arrogante,Irama,453227,1,January,2020,1433446.0,italian adult pop,67.0,60.0,196470.0,Crepe,8.0,2020-08-28,0.154,0.721,0.773,0.0,11.0,0.337,-5.71,1.0,0.0457,102.011,4.0,0.685
90,CAPI DELLA TRAP (feat. Guè Pequeno),FSK SATELLITE,449131,1,January,2020,227394.0,italian hip hop,65.0,46.0,164210.0,FSK TRAPSHIT REVENGE,18.0,2019-12-05,0.0898,0.799,0.603,0.0,8.0,0.214,-8.068,1.0,0.506,75.989,4.0,0.624
91,QUELLI CHE NON PENSANO - Il cervello (feat. Coez),Marracash,443195,1,January,2020,1282911.0,italian hip hop,74.0,55.0,190186.0,Persona,17.0,2020-03-27,0.211,0.623,0.684,0.0,11.0,0.354,-4.832,0.0,0.294,177.99,4.0,0.46
92,Tuta Black,Paky,442002,1,January,2020,136640.0,italian hip hop,64.0,52.0,195692.0,Tuta Black,1.0,2019-11-20,0.163,0.835,0.606,0.0,2.0,0.097,-8.139,1.0,0.141,129.938,4.0,0.346
93,HO PAURA DI USCIRE 2 - prod. Mace,MACHETE,441365,1,January,2020,391071.0,italian hip hop,63.0,59.0,177036.0,MACHETE MIXTAPE 4,18.0,2019-07-05,0.168,0.838,0.853,0.0,4.0,0.545,-5.126,1.0,0.283,119.939,4.0,0.692
94,Look Back at It (feat. CAPO PLAZA),A Boogie Wit da Hoodie,439652,1,January,2020,5500251.0,melodic rap,88.0,59.0,225541.0,Look Back at It (feat. CAPO PLAZA),1.0,2019-06-07,0.423,0.786,0.552,0.0,1.0,0.0873,-8.189,1.0,0.0944,96.025,4.0,0.551
95,MARYLEAN (feat. Marracash) - prod. Low Kidd,MACHETE,438169,1,January,2020,391071.0,italian hip hop,63.0,59.0,144097.0,MACHETE MIXTAPE 4,18.0,2019-07-05,0.0776,0.722,0.646,0.0,2.0,0.594,-6.743,0.0,0.31,136.955,4.0,0.661
96,MELISSA P,FSK SATELLITE,436432,1,January,2020,227394.0,italian hip hop,65.0,50.0,166870.0,FSK TRAPSHIT,11.0,2019-07-11,0.247,0.722,0.665,0.0,9.0,0.089,-8.038,0.0,0.255,150.095,4.0,0.462
97,QUALCOSA IN CUI CREDERE - Lo scheletro (feat. Guè Pequeno),Marracash,436128,1,January,2020,1282911.0,italian hip hop,74.0,56.0,212316.0,Persona,17.0,2020-03-27,0.232,0.646,0.874,0.0,9.0,0.177,-4.313,1.0,0.22,79.588,4.0,0.319
98,Settimana Bianca,Il Pagante,434323,1,January,2020,250306.0,italian adult pop,60.0,59.0,160476.0,Paninaro 2.0,10.0,2018-09-21,0.0785,0.695,0.898,1.97e-05,2.0,0.21,-1.635,0.0,0.0907,126.046,4.0,0.55
99,Na Na Na,Holden,434155,1,January,2020,68767.0,italian hip hop,53.0,55.0,126568.0,Na Na Na,1.0,2019-10-26,0.393,0.496,0.632,0.0,10.0,0.359,-7.94,0.0,0.276,53.808,4.0,0.532
100,Cenere,Nashley,433962,1,January,2020,132395.0,italian hip hop,57.0,58.0,170196.0,Cenere,1.0,2019-03-22,0.683,0.722,0.685,2.52e-05,7.0,0.141,-8.815,0.0,0.114,109.968,4.0,0.334
101,La hit dellestate,Shade,426633,1,January,2020,943129.0,italian adult pop,61.0,59.0,188374.0,La hit dell'estate,1.0,2019-06-18,0.271,0.758,0.834,0.0,6.0,0.0942,-4.86,0.0,0.0997,119.963,4.0,0.638
102,Veleno 7,Gemitaiz,426592,1,January,2020,1685012.0,italian hip hop,76.0,60.0,173960.0,Scatola Nera,12.0,2019-09-19,0.163,0.794,0.823,2.57e-05,11.0,0.351,-6.731,0.0,0.0591,133.025,4.0,0.334
103,6itch remix - feat. Nitro,tha Supreme,426505,1,January,2020,1288668.0,italian hip hop,76.0,50.0,150753.0,23 6451,20.0,2019-11-15,0.057,0.699,0.883,0.0,10.0,0.222,-6.029,0.0,0.137,88.546,4.0,0.683
104,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,425864,1,January,2020,76392725.0,pop,94.0,78.0,204466.0,No.6 Collaborations Project,15.0,2019-07-12,0.148,0.857,0.621,0.0,9.0,0.0865,-6.376,0.0,0.0825,97.989,4.0,0.668
105,China,Anuel AA,424991,1,January,2020,16417643.0,latin,94.0,78.0,301714.0,China,1.0,2019-07-19,0.0846,0.786,0.808,0.000289,7.0,0.0822,-3.702,1.0,0.0882,105.027,4.0,0.609
106,Ostia Lido,J-AX,423363,1,January,2020,1722149.0,italian adult pop,67.0,57.0,172945.0,Ostia Lido,1.0,2019-05-17,0.114,0.874,0.786,0.0,9.0,0.108,-5.723,1.0,0.186,108.944,4.0,0.688
