Position,Track Name,Artist,Streams,Week,Month,Year,Artist Followers,Artist Genre,Artist Popularity,Track Popularity,Track Duration (ms),Album Name,Album Total Tracks,Album Released Date,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
127,Sunnanvind,Mares,192578,4,January,2020,36343.0,swedish idol pop,55.0,55.0,202409.0,Sunnanvind,7.0,2019-03-15,0.0184,0.718,0.702,1.27e-05,1.0,0.388,-6.845,0.0,0.0324,103.934,4.0,0.357
128,Stepdad,Eminem,190591,4,January,2020,41821935.0,detroit hip hop,94.0,62.0,213413.0,Music To Be Murdered By,20.0,2020-01-17,0.018,0.779,0.805,0.0,1.0,0.321,-3.121,1.0,0.178,145.68,4.0,0.557
129,Lucid Dreams,Juice WRLD,190588,4,January,2020,15936369.0,chicago rap,98.0,87.0,239835.0,Goodbye & Good Riddance,17.0,2018-12-10,0.349,0.511,0.566,0.0,6.0,0.34,-7.23,0.0,0.2,83.903,4.0,0.218
130,Hotel Walls,Smith & Thell,189253,4,January,2020,56444.0,swedish pop,67.0,56.0,206293.0,Hotel Walls,2.0,2019-07-19,0.0108,0.525,0.687,1.84e-06,11.0,0.0885,-9.029,1.0,0.0448,141.84,4.0,0.307
131,Vi två,estraden,188757,4,January,2020,20701.0,swedish pop,59.0,48.0,201252.0,Vi två,1.0,2019-04-05,0.118,0.667,0.741,0.0,2.0,0.294,-6.99,1.0,0.132,98.026,4.0,0.367
132,No Idea,Don Toliver,186828,4,January,2020,1264030.0,rap,87.0,81.0,154424.0,Heaven Or Hell,12.0,2020-03-13,0.524,0.652,0.631,0.000579,6.0,0.165,-5.718,0.0,0.0893,127.998,4.0,0.35
133,Premonition - Intro,Eminem,186140,4,January,2020,41821935.0,detroit hip hop,94.0,63.0,173893.0,Music To Be Murdered By,20.0,2020-01-17,0.0258,0.847,0.637,0.000648,1.0,0.382,-5.193,1.0,0.367,165.979,4.0,0.511
134,Garaget,ADAAM,183021,4,January,2020,43311.0,swedish hip hop,55.0,45.0,190833.0,Garaget,1.0,2019-12-06,0.428,0.852,0.645,0.000897,9.0,0.0776,-8.616,1.0,0.0878,144.055,4.0,0.182
135,lovely (with Khalid),Billie Eilish,178558,4,January,2020,39685416.0,electropop,94.0,87.0,200185.0,lovely (with Khalid),1.0,2018-04-19,0.934,0.351,0.296,0.0,4.0,0.095,-10.109,0.0,0.0333,115.284,4.0,0.12
136,Say So,Doja Cat,177825,4,January,2020,5359437.0,dance pop,91.0,84.0,237893.0,Hot Pink,12.0,2019-11-07,0.256,0.787,0.673,3.57e-06,11.0,0.0904,-4.577,0.0,0.158,110.962,4.0,0.786
137,Smartare,estraden,177491,4,January,2020,20701.0,swedish pop,59.0,48.0,177631.0,Smartare,1.0,2019-06-28,0.429,0.674,0.515,0.0,2.0,0.143,-6.911,1.0,0.16,76.024,4.0,0.367
138,Min Nivå,Einár,176866,4,January,2020,161953.0,swedish gangsta rap,69.0,50.0,165283.0,Min Nivå,1.0,2019-07-04,0.372,0.882,0.475,0.0,5.0,0.0859,-8.349,0.0,0.0932,105.999,4.0,0.445
139,KAPABEL 2,Dree Low,176324,4,January,2020,120451.0,swedish gangsta rap,69.0,48.0,163200.0,FLAWLESS,13.0,2019-09-01,0.237,0.947,0.608,4.16e-05,9.0,0.0807,-8.75,0.0,0.271,99.967,4.0,0.577
140,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,176078,4,January,2020,2166226.0,grime,80.0,73.0,216706.0,Heavy Is The Head,16.0,2019-12-13,0.00838,0.817,0.781,5.21e-06,7.0,0.123,-4.178,0.0,0.112,104.0,4.0,0.359
141,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,175566,4,January,2020,31243997.0,dfw rap,94.0,83.0,158040.0,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),13.0,2018-12-14,0.556,0.76,0.479,0.0,2.0,0.0703,-5.574,1.0,0.0466,89.911,4.0,0.913
142,Solen har gått ner,Veronica Maggio,174536,4,January,2020,457692.0,classic swedish pop,65.0,55.0,216026.0,Fiender är tråkigt,10.0,2019-09-27,0.769,0.497,0.315,0.0,2.0,0.108,-11.397,1.0,0.0383,72.052,4.0,0.389
143,Breaking Me,Topic,173707,4,January,2020,127123.0,dance pop,82.0,87.0,166793.0,Breaking Me,1.0,2019-12-19,0.223,0.789,0.72,0.0,8.0,0.129,-5.652,0.0,0.218,122.031,4.0,0.664
144,Kall,Ant Wan,173637,4,January,2020,70395.0,swedish gangsta rap,64.0,54.0,174250.0,Wow,5.0,2019-01-04,0.03,0.638,0.626,0.0106,6.0,0.156,-9.321,0.0,0.159,120.054,5.0,0.113
145,ANNA BOOK,Frej Larsson,173429,4,January,2020,15473.0,swedish hip hop,56.0,57.0,192647.0,ANNA BOOK,1.0,2019-06-07,0.0288,0.904,0.824,8.66e-06,9.0,0.627,-7.924,1.0,0.328,122.03,4.0,0.777
146,Nr 1,Einár,173272,4,January,2020,161953.0,swedish gangsta rap,69.0,48.0,148312.0,NUMMER 1,7.0,2019-09-05,0.294,0.826,0.558,0.0,11.0,0.0612,-6.164,1.0,0.192,160.025,4.0,0.621
147,Bandit (with YoungBoy Never Broke Again),Juice WRLD,171653,4,January,2020,15936369.0,chicago rap,98.0,82.0,189322.0,Bandit (with YoungBoy Never Broke Again),1.0,2019-10-04,0.0687,0.474,0.631,0.0,5.0,0.132,-5.884,0.0,0.343,180.051,4.0,0.425
148,Heartless,The Weeknd,171411,4,January,2020,29076261.0,canadian contemporary r&b,98.0,80.0,198266.0,After Hours,14.0,2020-03-20,0.0236,0.537,0.746,1.01e-06,10.0,0.156,-5.507,0.0,0.15,170.062,4.0,0.252
149,Marsh,Eminem,171282,4,January,2020,41821935.0,detroit hip hop,94.0,63.0,200573.0,Music To Be Murdered By,20.0,2020-01-17,0.0134,0.871,0.493,0.000241,1.0,0.385,-6.356,1.0,0.205,144.989,4.0,0.0495
150,In Your Eyes (feat. Alida),Robin Schulz,170788,4,January,2020,2649261.0,dance pop,85.0,77.0,208222.0,In Your Eyes (feat. Alida),3.0,2020-01-10,0.172,0.57,0.672,1.04e-06,8.0,0.0768,-5.888,0.0,0.0716,120.018,4.0,0.461
151,Wake Me Up,Avicii,170430,4,January,2020,19076982.0,dance pop,86.0,83.0,247426.0,True,10.0,2013-01-01,0.0038,0.532,0.783,0.0012,2.0,0.161,-5.697,1.0,0.0523,124.08,4.0,0.643
152,Lock It Up (feat. Anderson .Paak),Eminem,170170,4,January,2020,41821935.0,detroit hip hop,94.0,65.0,170226.0,Music To Be Murdered By,20.0,2020-01-17,0.0949,0.848,0.745,0.0,6.0,0.0796,-3.052,0.0,0.221,137.024,4.0,0.516
153,Säg mig var du står,Little Jinder,169987,4,January,2020,17957.0,electropop,45.0,49.0,226000.0,Säg mig var du står,1.0,2019-11-30,0.0339,0.669,0.868,0.0112,2.0,0.214,-6.762,1.0,0.0368,120.015,4.0,0.207
154,KLICK,Z.E,169806,4,January,2020,115609.0,swedish gangsta rap,61.0,50.0,161564.0,KLICK,1.0,2019-08-14,0.353,0.923,0.506,7.49e-06,6.0,0.175,-10.45,0.0,0.252,102.477,4.0,0.404
155,No Regrets (feat. Don Toliver),Eminem,169441,4,January,2020,41821935.0,detroit hip hop,94.0,63.0,200946.0,Music To Be Murdered By,20.0,2020-01-17,0.0048,0.756,0.747,0.00536,9.0,0.588,-5.407,1.0,0.046,134.935,4.0,0.0687
156,Black Swan,BTS,168793,4,January,2020,29325288.0,k-pop,97.0,72.0,198260.0,MAP OF THE SOUL : 7,20.0,2020-02-21,0.137,0.719,0.758,0.0,2.0,0.129,-5.167,0.0,0.0851,147.023,4.0,0.49
157,Always Remember Us This Way,Lady Gaga,168409,4,January,2020,16219580.0,dance pop,90.0,78.0,210200.0,A Star Is Born Soundtrack (Without Dialogue),19.0,2018-10-05,0.299,0.553,0.502,0.0,0.0,0.764,-5.972,1.0,0.0409,129.976,4.0,0.296
158,Farewell,Eminem,167030,4,January,2020,41821935.0,detroit hip hop,94.0,62.0,247733.0,Music To Be Murdered By,20.0,2020-01-17,0.00487,0.89,0.664,0.0,4.0,0.257,-6.625,0.0,0.106,93.007,4.0,0.467
159,Hon dansar vidare i livet,Hov1,166750,4,January,2020,137232.0,swedish idol pop,70.0,59.0,248893.0,Gudarna på Västerbron,12.0,2018-09-11,0.0267,0.655,0.651,0.0,8.0,0.133,-7.063,1.0,0.122,90.054,4.0,0.782
160,Never Love Again,Eminem,166428,4,January,2020,41821935.0,detroit hip hop,94.0,62.0,177546.0,Music To Be Murdered By,20.0,2020-01-17,0.1,0.747,0.899,0.0,5.0,0.486,-5.125,0.0,0.246,92.029,4.0,0.581
161,Dö ung,Hov1,165765,4,January,2020,137232.0,swedish idol pop,70.0,54.0,218173.0,Vindar på Mars,9.0,2019-05-17,0.062,0.8,0.727,0.0,3.0,0.251,-5.333,1.0,0.134,129.916,4.0,0.677
162,Ayy Macarena,Tyga,162059,4,January,2020,6120221.0,dance pop,87.0,75.0,131606.0,Ayy Macarena,1.0,2019-11-13,0.133,0.816,0.63,0.0,2.0,0.0692,-5.568,1.0,0.226,96.493,4.0,0.715
163,BOP,DaBaby,161945,4,January,2020,5883624.0,north carolina hip hop,94.0,82.0,159714.0,KIRK,13.0,2019-09-27,0.189,0.769,0.787,0.0,11.0,0.129,-3.909,1.0,0.367,126.77,4.0,0.836
164,Forgive Me Friend (feat. Swedish Jam Factory),Smith & Thell,161415,4,January,2020,56444.0,swedish pop,67.0,53.0,216760.0,Hotel Walls,2.0,2019-07-19,0.0388,0.563,0.908,1.53e-06,1.0,0.355,-4.428,1.0,0.0319,127.932,4.0,0.67
165,Tusa,KAROL G,161413,4,January,2020,14968438.0,latin,90.0,85.0,200960.0,Tusa,1.0,2019-11-07,0.295,0.803,0.715,0.000134,2.0,0.0574,-3.28,1.0,0.298,101.085,4.0,0.574
166,"Yah Yah (feat. Royce Da 59"", Black Thought, Q-Tip & Denaun)",Eminem,161307,4,January,2020,41821935.0,detroit hip hop,94.0,61.0,286960.0,Music To Be Murdered By,20.0,2020-01-17,0.14,0.458,0.966,0.0,1.0,0.11,-2.107,1.0,0.384,183.586,4.0,0.356
167,All Night Long (All Night) - Recorded at Spotify Studios Stockholm,Benjamin Ingrosso,159275,4,January,2020,109625.0,swedish pop,68.0,63.0,188166.0,Spotify Singles,2.0,2019-03-15,0.0106,0.649,0.718,0.000198,8.0,0.117,-7.101,0.0,0.0506,112.049,4.0,0.715
168,Defunkt,Albatraoz,157960,4,January,2020,35612.0,danspunk,65.0,52.0,141177.0,Defunkt,1.0,2019-11-22,0.0999,0.7,0.592,0.0,9.0,0.178,-10.442,1.0,0.303,124.955,4.0,0.571
169,Be Alright,Dean Lewis,157684,4,January,2020,1484983.0,australian pop,79.0,80.0,196373.0,Be Alright,1.0,2018-06-29,0.697,0.553,0.586,0.0,11.0,0.0813,-6.319,1.0,0.0362,126.684,4.0,0.443
170,Fades Away - Tribute Concert Version,Avicii,155842,4,January,2020,19076982.0,dance pop,86.0,57.0,172559.0,Fades Away (feat. MishCatt) [Tribute Concert Version],1.0,2019-12-05,0.132,0.595,0.549,1.45e-05,0.0,0.0873,-7.733,1.0,0.104,134.492,4.0,0.165
171,Sweet but Psycho,Ava Max,155480,4,January,2020,2984121.0,dance pop,86.0,81.0,187436.0,Heaven & Hell,16.0,2020-09-18,0.0684,0.72,0.706,0.0,1.0,0.166,-4.719,1.0,0.0473,133.002,4.0,0.62
172,Happy Now,Kygo,154244,4,January,2020,7177597.0,edm,87.0,73.0,211362.0,Happy Now,1.0,2018-10-26,0.374,0.693,0.575,0.0,9.0,0.252,-6.998,1.0,0.0801,117.999,4.0,0.492
173,me & ur ghost,blackbear,153879,4,January,2020,3960121.0,electropop,88.0,73.0,201398.0,everything means nothing,12.0,2020-08-21,0.0488,0.742,0.679,0.0,7.0,0.0754,-4.594,1.0,0.0259,100.041,4.0,0.856
174,Nasty Thug,Dizzy,152887,4,January,2020,15036.0,swedish gangsta rap,55.0,41.0,157829.0,Dirty South,5.0,2019-12-20,0.172,0.798,0.537,0.0,2.0,0.249,-8.345,1.0,0.0656,126.059,4.0,0.432
175,SANTA LUCIA,Dree Low,151866,4,January,2020,120451.0,swedish gangsta rap,69.0,46.0,187500.0,FLAWLESS,13.0,2019-09-01,0.318,0.847,0.337,0.0,4.0,0.134,-11.455,0.0,0.26,95.999,4.0,0.557
176,Ill Be Fine Somehow - Recorded at Spotify Studios Stockholm,Benjamin Ingrosso,151238,4,January,2020,109625.0,swedish pop,68.0,60.0,226449.0,Spotify Singles,2.0,2019-03-15,0.246,0.377,0.262,0.0,6.0,0.146,-10.461,1.0,0.0382,79.125,1.0,0.307
177,Blåmärkshårt (Mi Amor),Miriam Bryant,149317,4,January,2020,140592.0,swedish idol pop,70.0,56.0,248626.0,Mi Amor,5.0,2019-06-28,0.606,0.556,0.402,0.0,0.0,0.0979,-5.178,1.0,0.0262,81.954,4.0,0.483
178,Dont Stop Believin,Journey,148329,4,January,2020,3409596.0,album rock,77.0,79.0,250986.0,Escape,14.0,1981,0.127,0.5,0.748,0.0,4.0,0.447,-9.072,1.0,0.0363,118.852,4.0,0.514
179,WLIT,Yasin,147714,4,January,2020,108669.0,swedish gangsta rap,72.0,43.0,219764.0,Handen Under Mona Lisas Kjol (PT:1),6.0,2019-12-25,0.355,0.914,0.473,0.0,5.0,0.0636,-11.152,0.0,0.382,113.926,4.0,0.497
180,Hata mig,Molly Sandén,147525,4,January,2020,215281.0,europop,67.0,33.0,151040.0,Det bästa kanske inte hänt än,9.0,2019-05-29,0.808,0.542,0.16,0.0,1.0,0.175,-11.78,1.0,0.0439,78.226,4.0,0.301
181,"Du Med Dig, Akustisk",Miriam Bryant,147275,4,January,2020,140592.0,swedish idol pop,70.0,59.0,197946.0,"Du Med Dig, Akustisk",1.0,2019-07-26,0.851,0.519,0.422,0.0,3.0,0.119,-4.868,1.0,0.0298,113.307,4.0,0.566
182,Alfred - Interlude,Eminem,147201,4,January,2020,41821935.0,detroit hip hop,94.0,58.0,30133.0,Music To Be Murdered By - Side B (Deluxe Edition),36.0,2020-12-18,0.874,0.613,0.231,0.0,5.0,0.299,-20.464,1.0,0.384,73.723,5.0,0.915
183,ocean eyes,Billie Eilish,146841,4,January,2020,39685416.0,electropop,94.0,80.0,200379.0,dont smile at me,9.0,2017-12-22,0.816,0.511,0.363,0.0317,4.0,0.084,-7.65,0.0,0.041,144.892,4.0,0.169
184,Vindar på Mars,Hov1,145239,4,January,2020,137232.0,swedish idol pop,70.0,54.0,235640.0,Vindar på Mars,9.0,2019-05-17,0.642,0.661,0.686,0.0,7.0,0.124,-6.094,1.0,0.054,86.951,4.0,0.632
185,Can We Kiss Forever?,Kina,145006,4,January,2020,593284.0,pop,78.0,81.0,187931.0,Can We Kiss Forever?,1.0,2018-08-31,0.894,0.522,0.128,0.026,4.0,0.0941,-18.717,1.0,0.0357,109.986,4.0,0.124
186,Kom Hit,K27,144500,4,January,2020,57766.0,swedish gangsta rap,53.0,51.0,154838.0,Kom Hit,1.0,2019-07-19,0.504,0.824,0.686,2.54e-05,5.0,0.185,-5.1,0.0,0.0567,124.052,4.0,0.768
187,Slow,SHY Martin,144394,4,January,2020,215580.0,electropop,70.0,67.0,163547.0,Slow,1.0,2020-01-10,0.815,0.636,0.243,0.0,2.0,0.111,-9.509,1.0,0.04,142.016,4.0,0.239
188,Little Engine,Eminem,143669,4,January,2020,41821935.0,detroit hip hop,94.0,61.0,177293.0,Music To Be Murdered By,20.0,2020-01-17,0.0234,0.769,0.811,0.0,10.0,0.0451,-4.162,0.0,0.228,155.081,4.0,0.76
189,Vårt år,estraden,142778,4,January,2020,20701.0,swedish pop,59.0,48.0,209867.0,Vårt år,1.0,2019-02-15,0.0128,0.551,0.713,0.0,6.0,0.377,-5.527,1.0,0.0616,93.002,4.0,0.616
190,Blommor där du står,GAMMAL,142746,4,January,2020,10785.0,swedish pop,53.0,50.0,161422.0,Blommor där du står,1.0,2019-01-25,0.825,0.716,0.331,0.0,3.0,0.0885,-11.502,1.0,0.0331,117.912,4.0,0.51
191,Afterwork,Bolaget,142603,4,January,2020,12949.0,swedish pop,57.0,55.0,169500.0,Afterwork,1.0,2019-08-30,0.454,0.631,0.597,0.0,0.0,0.239,-8.444,1.0,0.346,160.176,4.0,0.528
192,Fyller,Z.E,142498,4,January,2020,115609.0,swedish gangsta rap,61.0,39.0,190588.0,Fyller,1.0,2019-11-29,0.0944,0.886,0.556,0.000263,1.0,0.103,-7.118,0.0,0.103,101.985,4.0,0.258
193,Allt för mig,Victor Leksell,142304,4,January,2020,75125.0,swedish idol pop,70.0,49.0,176752.0,Fånga mig när jag faller,11.0,2020-06-17,0.148,0.473,0.485,5.26e-06,1.0,0.0914,-9.862,0.0,0.0838,77.715,5.0,0.19
194,Still Learning,Halsey,141728,4,January,2020,13910078.0,dance pop,90.0,62.0,211784.0,Manic,16.0,2020-01-17,0.0396,0.708,0.661,0.000244,0.0,0.113,-6.543,0.0,0.0546,102.046,4.0,0.317
195,Falling,Harry Styles,141516,4,January,2020,12794127.0,pop,91.0,85.0,240133.0,Fine Line,12.0,2019-12-13,0.839,0.567,0.267,1.46e-06,4.0,0.089,-6.502,1.0,0.0299,110.011,4.0,0.0592
196,Pineapple Kush,Thrife,140993,4,January,2020,33708.0,swedish gangsta rap,54.0,46.0,172950.0,Pineapple Kush,1.0,2019-11-01,0.0869,0.764,0.649,3.7e-06,4.0,0.103,-6.163,0.0,0.182,99.974,4.0,0.61
197,F.N,Lil Tjay,139197,4,January,2020,2525412.0,brooklyn drill,89.0,82.0,224000.0,True 2 Myself,17.0,2019-10-11,0.354,0.567,0.515,0.0,6.0,0.078,-10.265,0.0,0.247,120.1,1.0,0.321
198,Neon,Hov1,139191,4,January,2020,137232.0,swedish idol pop,70.0,53.0,186866.0,Vindar på Mars,9.0,2019-05-17,0.376,0.693,0.695,0.0,9.0,0.0528,-5.03,1.0,0.461,179.748,4.0,0.93
199,Play,K-391,138887,4,January,2020,252045.0,gaming edm,74.0,72.0,167976.0,Play,1.0,2019-08-30,0.101,0.52,0.798,0.0,6.0,0.0932,-5.498,0.0,0.0391,101.944,4.0,0.168
200,Den som e den,Molly Sandén,138829,4,January,2020,215281.0,europop,67.0,46.0,201350.0,Den som e den,1.0,2019-03-01,0.0162,0.671,0.797,1.65e-05,0.0,0.0829,-6.78,0.0,0.267,118.071,4.0,0.524
1,Svag,Victor Leksell,3901389,5,January,2020,75125.0,swedish idol pop,70.0,74.0,191103.0,Fånga mig när jag faller,11.0,2020-06-17,0.748,0.595,0.528,0.0,5.0,0.112,-8.922,0.0,0.0621,153.74,4.0,0.419
2,Blinding Lights,The Weeknd,1689473,5,January,2020,29076261.0,canadian contemporary r&b,98.0,95.0,200040.0,After Hours,14.0,2020-03-20,0.00146,0.514,0.73,9.54e-05,1.0,0.0897,-5.934,1.0,0.0598,171.005,4.0,0.334
3,Forever Yours - Avicii Tribute,Kygo,1301464,5,January,2020,7177597.0,edm,87.0,67.0,193846.0,Forever Yours (Avicii Tribute),1.0,2020-01-24,0.253,0.529,0.612,0.0,10.0,0.246,-8.794,1.0,0.052,119.272,4.0,0.434
4,ICE CREAM,Greekazo,1299726,5,January,2020,52084.0,swedish gangsta rap,60.0,52.0,181682.0,"GÖR NU, TÄNK SEN",8.0,2020-03-30,0.371,0.821,0.542,0.0,9.0,0.112,-8.0,0.0,0.449,107.181,4.0,0.601
5,Lev nu dö sen,Miss Li,1070734,5,January,2020,135639.0,classic swedish pop,70.0,62.0,182708.0,Lev nu dö sen,1.0,2019-10-19,0.0401,0.445,0.643,0.0,11.0,0.0818,-7.473,0.0,0.121,88.204,4.0,0.513
6,Godzilla (feat. Juice WRLD),Eminem,1007311,5,January,2020,41821935.0,detroit hip hop,94.0,84.0,210800.0,Music To Be Murdered By,20.0,2020-01-17,0.145,0.808,0.745,0.0,10.0,0.292,-5.26,0.0,0.342,165.995,4.0,0.829
7,Dance Monkey,Tones And I,970505,5,January,2020,2618163.0,australian pop,83.0,87.0,209438.0,Dance Monkey (Stripped Back) / Dance Monkey,2.0,2019-10-17,0.692,0.824,0.588,0.000104,6.0,0.149,-6.4,0.0,0.0924,98.027,4.0,0.513
8,Mitten av september,Hov1,962988,5,January,2020,137232.0,swedish idol pop,70.0,58.0,197653.0,Montague,8.0,2020-01-10,0.387,0.677,0.587,0.0,11.0,0.158,-7.543,1.0,0.327,129.946,3.0,0.377
9,The Box,Roddy Ricch,884249,5,January,2020,5516506.0,melodic rap,89.0,87.0,196652.0,Please Excuse Me For Being Antisocial,16.0,2019-12-06,0.104,0.896,0.586,0.0,10.0,0.79,-6.687,0.0,0.0559,116.971,4.0,0.642
10,Tills mitt hjärta går under,Myra Granberg,870206,5,January,2020,7583.0,swedish idol pop,60.0,60.0,228433.0,Tills mitt hjärta går under,1.0,2019-11-21,0.345,0.412,0.664,3.59e-06,5.0,0.105,-6.832,0.0,0.171,74.098,1.0,0.783
11,XO,Yasin,865652,5,January,2020,108669.0,swedish gangsta rap,72.0,57.0,172173.0,XO,1.0,2019-12-16,0.371,0.718,0.527,0.0,8.0,0.14,-10.187,1.0,0.436,92.276,4.0,0.297
12,GFLOW,Z.E,861414,5,January,2020,115609.0,swedish gangsta rap,61.0,51.0,152000.0,Trilogin,3.0,2020-09-09,0.0348,0.862,0.653,0.000111,1.0,0.115,-9.047,1.0,0.126,129.998,4.0,0.602
13,PIPPI,Dree Low,783666,5,January,2020,120451.0,swedish gangsta rap,69.0,63.0,164575.0,FLAWLESS,13.0,2019-09-01,0.429,0.885,0.57,0.0,8.0,0.111,-8.172,0.0,0.222,105.036,4.0,0.86
14,No Cap,Adel,724403,5,January,2020,58139.0,swedish gangsta rap,61.0,55.0,170400.0,No Cap,1.0,2019-11-28,0.306,0.796,0.564,0.0,8.0,0.096,-9.776,0.0,0.148,99.997,4.0,0.849
15,PT:1,Yasin,656942,5,January,2020,108669.0,swedish gangsta rap,72.0,53.0,165600.0,Handen Under Mona Lisas Kjol (PT:1),6.0,2019-12-25,0.158,0.905,0.583,1.35e-05,2.0,0.0859,-8.694,1.0,0.171,100.036,4.0,0.42
16,The Dirt,Benjamin Ingrosso,631818,5,January,2020,109625.0,swedish pop,68.0,52.0,152786.0,The Dirt,2.0,2020-01-17,0.638,0.665,0.599,1.75e-06,6.0,0.105,-8.844,0.0,0.13,110.906,4.0,0.349
17,Första klivet,Lellow,624655,5,January,2020,2922.0,swedish trap pop,46.0,57.0,217892.0,Första klivet,1.0,2020-01-03,0.44,0.436,0.289,0.0,1.0,0.149,-10.82,0.0,0.0853,64.144,3.0,0.266
18,everything i wanted,Billie Eilish,594406,5,January,2020,39685416.0,electropop,94.0,84.0,245425.0,everything i wanted,1.0,2019-11-13,0.902,0.704,0.225,0.657,6.0,0.106,-14.454,0.0,0.0994,120.006,4.0,0.243
19,FÖRSENT,1.Cuz,585633,5,January,2020,65014.0,swedish gangsta rap,60.0,54.0,182400.0,1 ÅR,8.0,2019-11-29,0.18,0.937,0.707,0.000376,10.0,0.186,-5.153,0.0,0.146,100.031,4.0,0.766
20,Someone You Loved,Lewis Capaldi,570305,5,January,2020,6984857.0,pop,87.0,89.0,182160.0,Divinely Uninspired To A Hellish Extent,12.0,2019-05-17,0.751,0.501,0.405,0.0,1.0,0.105,-5.679,1.0,0.0319,109.891,4.0,0.446
21,Yummy,Justin Bieber,569150,5,January,2020,42521376.0,canadian pop,96.0,75.0,210426.0,Yummy,1.0,2020-01-03,0.366,0.687,0.514,0.0,9.0,0.116,-6.612,0.0,0.0897,145.921,4.0,0.494
22,Bra för dig,estraden,562512,5,January,2020,20701.0,swedish pop,59.0,56.0,226997.0,Bra för dig,1.0,2019-08-30,0.0851,0.53,0.546,0.0,5.0,0.0519,-5.316,1.0,0.0338,156.022,4.0,0.255
23,Det svåraste,estraden,561635,5,January,2020,20701.0,swedish pop,59.0,46.0,217564.0,Det svåraste,1.0,2020-01-10,0.285,0.721,0.441,0.0,10.0,0.128,-7.485,1.0,0.0362,116.992,4.0,0.348
24,What If I Told You That I Love You,Ali Gatie,545110,5,January,2020,1574689.0,canadian hip hop,79.0,71.0,193667.0,What If I Told You That I Love You,1.0,2020-01-24,0.63,0.605,0.365,6.83e-06,7.0,0.0554,-11.144,1.0,0.111,84.628,4.0,0.224
25,Falling,Trevor Daniel,541487,5,January,2020,567449.0,alternative r&b,79.0,83.0,159381.0,Falling,1.0,2018-10-05,0.123,0.785,0.431,0.0,10.0,0.0887,-8.756,0.0,0.0364,127.085,4.0,0.236
26,Valhalla,Ringnes-Ronny,537077,5,January,2020,63978.0,russelater,71.0,64.0,184753.0,Valhalla,1.0,2020-01-07,0.0889,0.661,0.648,0.0,11.0,0.832,-7.759,1.0,0.0365,95.001,4.0,0.66
27,TESLA,Macky,527824,5,January,2020,34785.0,swedish gangsta rap,56.0,58.0,147710.0,TESLA,1.0,2019-11-15,0.376,0.786,0.691,0.0,11.0,0.105,-6.96,0.0,0.185,129.768,4.0,0.307
28,Memories,Maroon 5,508682,5,January,2020,29446381.0,pop,90.0,86.0,189486.0,Memories,1.0,2019-09-20,0.837,0.764,0.32,0.0,11.0,0.0822,-7.209,1.0,0.0546,91.019,4.0,0.575
29,Life Is Good (feat. Drake),Future,506802,5,January,2020,9879245.0,atl hip hop,91.0,83.0,237735.0,Life Is Good (feat. Drake),1.0,2020-01-10,0.0706,0.676,0.609,0.0,2.0,0.152,-5.831,0.0,0.481,142.037,4.0,0.508
30,If the World Was Ending - feat. Julia Michaels,JP Saxe,481717,5,January,2020,217249.0,canadian contemporary r&b,79.0,85.0,208687.0,If the World Was Ending (feat. Julia Michaels),1.0,2019-10-17,0.866,0.464,0.473,0.0,1.0,0.109,-10.086,1.0,0.129,75.801,4.0,0.604
31,bad guy,Billie Eilish,476771,5,January,2020,39685416.0,electropop,94.0,86.0,194087.0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14.0,2019-03-29,0.328,0.701,0.425,0.13,7.0,0.1,-10.965,1.0,0.375,135.128,4.0,0.562
32,Break My Stride,Matthew Wilder,462093,5,January,2020,27511.0,new wave pop,65.0,74.0,184480.0,I Don't Speak The Language,9.0,1983-03-19,0.195,0.917,0.588,0.0,10.0,0.0914,-11.047,1.0,0.0607,110.077,4.0,0.828
33,DANCE,CLMD,453744,5,January,2020,26575.0,norwegian pop,63.0,68.0,174448.0,DANCE,1.0,2019-10-18,0.0263,0.766,0.548,1.81e-06,7.0,0.21,-7.834,1.0,0.0373,122.012,4.0,0.552
34,Dont Start Now,Dua Lipa,451719,5,January,2020,22872548.0,dance pop,95.0,83.0,183290.0,Don't Start Now,1.0,2019-10-31,0.0125,0.794,0.793,0.0,11.0,0.0952,-4.521,0.0,0.0842,123.941,4.0,0.677
35,Salt,Ava Max,445537,5,January,2020,2984121.0,dance pop,86.0,76.0,180283.0,Heaven & Hell,16.0,2020-09-18,0.131,0.693,0.835,0.0,6.0,0.073,-3.242,1.0,0.0624,128.052,4.0,0.744
36,ROXANNE,Arizona Zervas,443282,5,January,2020,574284.0,pop rap,77.0,84.0,163636.0,ROXANNE,1.0,2019-10-10,0.0522,0.621,0.601,0.0,6.0,0.46,-5.616,0.0,0.148,116.735,5.0,0.457
37,Klär av dig,Victor Leksell,421637,5,January,2020,75125.0,swedish idol pop,70.0,57.0,202886.0,Fånga mig när jag faller,11.0,2020-06-17,0.411,0.768,0.402,7.82e-05,1.0,0.111,-11.574,1.0,0.0442,96.941,4.0,0.481
