,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",11490493,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
2,"Goodbyes (Feat. Young Thug)","Post Malone",11191310,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
3,"Money In The Grave (Drake ft. Rick Ross)",Drake,9344612,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
4,Panini,"Lil Nas X",9042221,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
5,"Truth Hurts",Lizzo,8867270,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
6,"Beautiful People (feat. Khalid)","Ed Sheeran",8736366,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
7,"Antisocial (with Travis Scott)","Ed Sheeran",8319195,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW
8,Ransom,"Lil Tecca",8222914,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
9,"I Don't Care (with Justin Bieber)","Ed Sheeran",7191145,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
10,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6984611,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
11,"bad guy (with Justin Bieber)","Billie Eilish",6777487,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
12,"bad guy","Billie Eilish",6271228,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
13,Suge,DaBaby,6109812,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
14,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",5913736,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
15,"The London (feat. J. Cole & Travis Scott)","Young Thug",5784640,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
16,"One Thing Right",Marshmello,5660079,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
17,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",5561590,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
18,Rodeo,"Lil Nas X",5276786,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n
19,"Remember The Name (feat. Eminem & 50 Cent)","Ed Sheeran",5177695,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec
20,Lalala,Y2K,5058474,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
21,"Pop Out (feat. Lil Tjay)","Polo G",5011516,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
22,"No Guidance (feat. Drake)","Chris Brown",4959357,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
23,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",4773518,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF
24,"Talk (feat. Disclosure)",Khalid,4644261,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
25,"Old Town Road - Remix","Lil Nas X",4561307,https://open.spotify.com/track/6jmZlyf9DxcIoRrjw02YXm
26,EARFQUAKE,"Tyler, The Creator",4262679,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
27,"It's You","Ali Gatie",4238972,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
28,"Go Loko (feat. Tyga, Jon Z)",YG,4238969,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
29,"You Need To Calm Down","Taylor Swift",4177270,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
30,"MIDDLE CHILD","J. Cole",4130958,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
31,Wow.,"Post Malone",4087763,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
32,"If I Can't Have You","Shawn Mendes",3861356,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
33,"Call You Mine","The Chainsmokers",3804551,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
34,"Someone You Loved","Lewis Capaldi",3738304,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
35,"Sanguine Paradise","Lil Uzi Vert",3566865,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
36,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,3500200,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
37,"when the party's over","Billie Eilish",3469532,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
38,Sucker,"Jonas Brothers",3462954,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
39,"Never Really Over","Katy Perry",3432024,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
40,"Post Malone (feat. RANI)","Sam Feldt",3397024,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU
41,"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa",3373445,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
42,"The Git Up","Blanco Brown",3359101,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
43,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",3304563,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
44,"7 rings","Ariana Grande",3266709,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
45,"I Think I'm OKAY (with YUNGBLUD & Travis Barker)","Machine Gun Kelly",3265049,https://open.spotify.com/track/2gTdDMpNxIRFSiu7HutMCg
46,"Good As Hell",Lizzo,3257287,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF
47,"Going Bad (feat. Drake)","Meek Mill",3203732,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
48,"On A Roll","Ashley O",3198076,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m
49,"Pure Water (with Migos)",Mustard,3145363,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8
50,Callaita,"Bad Bunny",3139497,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
51,"Best Part of Me (feat. YEBBA)","Ed Sheeran",3097676,https://open.spotify.com/track/0VsGaRXR5WAzpu51unJTis
52,"Under The Sun (with J. Cole & Lute feat. DaBaby)",Dreamville,3096199,https://open.spotify.com/track/6MF4tRr5lU8qok8IKaFOBE
53,"lovely (with Khalid)","Billie Eilish",2940790,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
54,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",2934426,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
55,"Only Human","Jonas Brothers",2908216,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
56,"Tap (feat. Meek Mill)",NAV,2898458,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO
57,"Take Me Back to London (feat. Stormzy)","Ed Sheeran",2889676,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0
58,"Murder On My Mind","YNW Melly",2868709,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
59,"Don't Check On Me (feat. Justin Bieber & Ink)","Chris Brown",2826897,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk
60,"bury a friend","Billie Eilish",2769555,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
61,"Higher Love",Kygo,2759236,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
62,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,2753556,https://open.spotify.com/track/36J0iaPDGbYGsHvYpaYs3k
63,"BLOW (with Chris Stapleton & Bruno Mars)","Ed Sheeran",2743212,https://open.spotify.com/track/7hvO2qCwJVZxiyoA7c9i5d
64,"Old Town Road","Lil Nas X",2739319,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
65,Better,Khalid,2733562,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
66,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",2730595,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
67,"Eastside (with Halsey & Khalid)","benny blanco",2723665,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
68,"i love you","Billie Eilish",2722125,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
69,"Envy Me",Calboy,2720644,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx
70,"SICKO MODE","Travis Scott",2702480,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
71,Paradise,Bazzi,2701031,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
72,"Lucid Dreams","Juice WRLD",2681682,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
73,Happier,Marshmello,2650821,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
74,"Put It All on Me (feat. Ella Mai)","Ed Sheeran",2600608,https://open.spotify.com/track/5T03itPFOPGGkvVPvPiyla
75,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",Dreamville,2584425,https://open.spotify.com/track/5WnfnSpuNEGXyEt78PBA6d
76,"1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie)","Ed Sheeran",2545504,https://open.spotify.com/track/4vIKzWqtn44umal5jXq4wE
77,"Hate Me (with Juice WRLD)","Ellie Goulding",2536916,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
78,Robbery,"Juice WRLD",2502429,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
79,"Better Now","Post Malone",2486817,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
80,"Time - Edit",NF,2462580,https://open.spotify.com/track/68Vm2W4oURsPV3121vUZgB
81,"wish you were gay","Billie Eilish",2430740,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
82,"God's Country","Blake Shelton",2399832,https://open.spotify.com/track/1dyxS3YzBbL0t8rEVwVQ1K
83,"My Type",Saweetie,2383990,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9
84,"rockstar (feat. 21 Savage)","Post Malone",2365106,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
85,"QUE PRETENDES","J Balvin",2353577,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
86,"Clout (feat. Cardi B)",Offset,2345602,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd
87,"Without Me",Halsey,2344333,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
88,"thank u, next","Ariana Grande",2324435,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
89,"Feels (feat. Young Thug & J Hus)","Ed Sheeran",2322393,https://open.spotify.com/track/1Bdptrvb7nQkq8kCw3siE9
90,"Look Back at It","A Boogie Wit da Hoodie",2298813,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
91,"Baby Sitter (feat. Offset)",DaBaby,2297594,https://open.spotify.com/track/7f1zjZG77S891Uv4O68yfk
92,"La La Land (feat. YG)","Bryce Vine",2295847,https://open.spotify.com/track/3TpBefRZ1vFcOH6z57PQRI
93,"Worth It","YK Osiris",2259863,https://open.spotify.com/track/4XiGKQqbmnMVxDzUj6j3f2
94,SAD!,XXXTENTACION,2246299,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
95,"Dancing With A Stranger (with Normani)","Sam Smith",2232738,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
96,Juice,Lizzo,2208861,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl
97,"gone girl","iann dior",2198962,https://open.spotify.com/track/6G0FACzGN80Dj2v4ass5rq
98,"I Don't Want Your Money (feat. H.E.R.)","Ed Sheeran",2197074,https://open.spotify.com/track/3FHXUqaUer9o231Je1zxIN
99,"break up with your girlfriend, i'm bored","Ariana Grande",2190365,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
100,"Nothing On You (feat. Paulo Londra & Dave)","Ed Sheeran",2178804,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N
101,"Way To Break My Heart (feat. Skrillex)","Ed Sheeran",2164409,https://open.spotify.com/track/5d1rmWWF1725tnYjq6rMDB
102,"a lot","21 Savage",2156294,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
103,"Goin Baby",DaBaby,2150678,https://open.spotify.com/track/3WyRgi8CzQnhzO0xw79tTS
104,"Mother's Daughter","Miley Cyrus",2148531,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr
105,"Out The Mud","Lil Baby",2148389,https://open.spotify.com/track/2wZjsbwmWfNVslgV5afl1L
106,"Soltera - Remix",Lunay,2147527,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
107,"Homicide (feat. Eminem)",Logic,2143928,https://open.spotify.com/track/7M2tXmeS15NAzEn7ABFeBg
