,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Ransom,"Lil Tecca",11707110,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
2,Lover,"Taylor Swift",8513085,https://open.spotify.com/track/0bzbvANY6oETSJLc0wlVGY
3,Señorita,"Shawn Mendes",8212927,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
4,"Truth Hurts",Lizzo,8040845,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
5,"Goodbyes (Feat. Young Thug)","Post Malone",7740743,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
6,"Money In The Grave (Drake ft. Rick Ross)",Drake,7479154,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
7,"No Guidance (feat. Drake)","Chris Brown",7150019,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
8,"The London (feat. J. Cole & Travis Scott)","Young Thug",6464137,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
9,"Bad Bad Bad (feat. Lil Baby)","Young Thug",6413672,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
10,"boyfriend (with Social House)","Ariana Grande",6297360,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
11,Panini,"Lil Nas X",6054973,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
12,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",5708772,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
13,Suge,DaBaby,5428220,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
14,"Baby (Lil Baby feat. DaBaby)","Quality Control",5300476,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
15,"Someone You Loved","Lewis Capaldi",5114944,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
16,"Beautiful People (feat. Khalid)","Ed Sheeran",5011604,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
17,"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion",4892837,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk
18,Lalala,Y2K,4856892,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
19,"bad guy","Billie Eilish",4813339,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
20,"Hot (feat. Gunna)","Young Thug",4784931,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
21,"How Do You Sleep?","Sam Smith",4733501,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
22,"Slide Away","Miley Cyrus",4709350,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
23,"Ransom (with Juice WRLD) - Remix","Lil Tecca",4272484,https://open.spotify.com/track/5DSfqrLkUHLZ9bW0SS3rVy
24,"Pop Out (feat. Lil Tjay)","Polo G",4239259,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
25,"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa",4047290,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
26,Motivation,Normani,3972191,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
27,"Old Town Road - Remix","Lil Nas X",3919648,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
28,"Talk (feat. Disclosure)",Khalid,3842980,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
29,"Love Me","Lil Tecca",3695576,https://open.spotify.com/track/7Aem1fAapTdGcHwAYyQYU4
30,"I Don't Care (with Justin Bieber)","Ed Sheeran",3661447,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
31,"Takeaway (feat. Lennon Stella)","The Chainsmokers",3615579,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
32,"Good as Hell",Lizzo,3593706,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
33,China,"Anuel AA",3554445,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
34,"Won't Be Late (feat. Drake)","Swae Lee",3547431,https://open.spotify.com/track/2sqsNXfN0HtgDEgaHXiUTa
35,"It's You","Ali Gatie",3408830,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
36,"You Need To Calm Down","Taylor Swift",3394177,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
37,"MIDDLE CHILD","J. Cole",3367187,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
38,I.F.L.Y.,Bazzi,3346359,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
39,EARFQUAKE,"Tyler, The Creator",3253271,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
40,Wow.,"Post Malone",3197476,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
41,"Surf (feat. Gunna)","Young Thug",3160928,https://open.spotify.com/track/6igOR5QCn09zAVF2ikZjsV
42,"What's the Move (feat. Lil Uzi Vert)","Young Thug",3140234,https://open.spotify.com/track/3pTScODwk9tggZzmuH6xDY
43,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,3103385,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
44,"If I Can't Have You","Shawn Mendes",3102478,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
45,"Did It Again","Lil Tecca",3097650,https://open.spotify.com/track/01Qb6dN5suQNu87VJ1mIpf
46,"One Thing Right",Marshmello,3050464,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
47,"My Type",Saweetie,2985212,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9
48,"Go Loko (feat. Tyga, Jon Z)",YG,2972514,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
49,Callaita,"Bad Bunny",2969511,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
50,"Going Bad (feat. Drake)","Meek Mill",2916855,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
51,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",2904844,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
52,"Hot Shower","Chance the Rapper",2806764,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf
