,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"MIDDLE CHILD","J. Cole",20663232,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
2,"7 rings","Ariana Grande",20288575,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
3,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",13134644,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
4,Wow.,"Post Malone",12578954,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
5,"Going Bad (feat. Drake)","Meek Mill",9707256,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
6,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",8271788,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
7,"Without Me",Halsey,8027758,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
8,"SICKO MODE","Travis Scott",7592469,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
9,"Look Back at It","A Boogie Wit da Hoodie",7220099,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
10,"thank u, next","Ariana Grande",6881449,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
11,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",6869226,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
12,"Dancing With A Stranger (with Normani)","Sam Smith",6846045,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
13,"Mo Bamba","Sheck Wes",6727619,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
14,"a lot","21 Savage",6431747,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
15,"Leave Me Alone","Flipp Dinero",5814439,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
16,"Saturday Nights",Khalid,5721291,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
17,"Wake Up in the Sky","Gucci Mane",5417690,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
18,"Keanu Reeves",Logic,5173029,https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK
19,SAD!,XXXTENTACION,5021645,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
20,"Lucid Dreams","Juice WRLD",4967592,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
21,Money,"Cardi B",4756584,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
22,"Better Now","Post Malone",4608799,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
