,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,EARFQUAKE,"Tyler, The Creator",12408003,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
2,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",10338550,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
3,"bad guy","Billie Eilish",9835079,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
4,"I Don't Care (with Justin Bieber)","Ed Sheeran",9642484,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
5,"Truth Hurts",Lizzo,8167889,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
6,Suge,DaBaby,7580781,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
7,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",7538423,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
8,"I THINK","Tyler, The Creator",7430723,https://open.spotify.com/track/4f8Mh5wuWHOsfXtzjrJB3t
9,"If I Can't Have You","Shawn Mendes",6949104,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
10,Nightmare,Halsey,6730961,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc
11,"Pop Out (feat. Lil Tjay)","Polo G",6485344,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
12,"Talk (feat. Disclosure)",Khalid,6284353,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
13,"RUNNING OUT OF TIME","Tyler, The Creator",6224243,https://open.spotify.com/track/5QvBXUm5MglLJ3iBfTX2Wo
14,"Homicide (feat. Eminem)",Logic,6161384,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd
15,"MIDDLE CHILD","J. Cole",6122079,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
16,"NEW MAGIC WAND","Tyler, The Creator",5893275,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf
17,"IGOR'S THEME","Tyler, The Creator",5815689,https://open.spotify.com/track/51RN0kzWd7xeR4th5HsEtW
18,"A BOY IS A GUN*","Tyler, The Creator",5652691,https://open.spotify.com/track/1nXZnTALNXiPlvXotqHm66
19,"Old Town Road","Lil Nas X",5586760,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
20,Wow.,"Post Malone",5336772,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
21,"WHAT'S GOOD","Tyler, The Creator",5273580,https://open.spotify.com/track/6bOkaEXc5CopinGazSLokx
22,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",5270133,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
