,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,13376854,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
2,Wow.,Post Malone,13236038,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
3,Going Bad (feat. Drake),Meek Mill,9244190,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
4,SICKO MODE,Travis Scott,9236076,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
5,"thank u, next",Ariana Grande,9173689,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
6,Drip Too Hard (Lil Baby & Gunna),Lil Baby,8373427,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
7,ZEZE (feat. Travis Scott & Offset),Kodak Black,8100798,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
8,Without Me,Halsey,7925081,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9,Mo Bamba,Sheck Wes,7577622,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
10,Leave Me Alone,Flipp Dinero,6211187,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
11,Lucid Dreams,Juice WRLD,5581465,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
12,a lot,21 Savage,5561290,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
13,Wake Up in the Sky,Gucci Mane,5478377,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
14,Look Back at It,A Boogie Wit da Hoodie,5434149,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
15,SAD!,XXXTENTACION,4982709,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
16,monster,21 Savage,4931234,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU
17,imagine,Ariana Grande,4864118,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
18,Happier,Marshmello,4858890,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
19,Better Now,Post Malone,4779674,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
20,Money,Cardi B,4765903,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
21,whoa (mind in awe),XXXTENTACION,4713227,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
22,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,4702309,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb
23,High Hopes,Panic! At The Disco,4426321,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
24,Better,Khalid,4408730,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
25,Moonlight,XXXTENTACION,4264952,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
26,Saturday Nights,Khalid,4216493,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
27,Nonstop,Drake,4190624,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
28,Eastside (with Halsey & Khalid),benny blanco,4187034,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
29,MIA (feat. Drake),Bad Bunny,4186577,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
30,Armed And Dangerous,Juice WRLD,4118274,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
31,when the party's over,Billie Eilish,4036893,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
32,BAD!,XXXTENTACION,3949295,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
33,I Like It,Cardi B,3821251,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
34,Taste (feat. Offset),Tyga,3763211,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
35,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,3654435,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
36,rockstar (feat. 21 Savage),Post Malone,3626742,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
37,all my friends,21 Savage,3532035,https://open.spotify.com/track/4paAidoE8VAemwU4jgCc6l
38,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,3476741,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
39,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3474094,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
40,God's Plan,Drake,3451680,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
41,KIKA,6ix9ine,3433755,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
42,Jocelyn Flores,XXXTENTACION,3359113,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
43,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,3330607,https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9
44,Yes Indeed,Lil Baby,3309492,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
45,Psycho (feat. Ty Dolla $ign),Post Malone,3285058,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
46,YOSEMITE,Travis Scott,3277649,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
47,FEFE,6ix9ine,3253813,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK
48,lovely,Billie Eilish,3242891,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
49,Sweet but Psycho,Ava Max,3179798,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
50,I Fall Apart,Post Malone,3089010,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
51,Fine China,Future,3028633,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN
52,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,2944142,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ
53,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,2917754,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47
54,idontwannabeyouanymore,Billie Eilish,2915107,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
55,Solo de Mi,Bad Bunny,2893867,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
56,Topanga,Trippie Redd,2880595,https://open.spotify.com/track/5aXgz1oKK8Q9z9xvTmSnrO
57,Space Cadet (feat. Gunna),Metro Boomin,2854781,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz
58,Calling My Spirit,Kodak Black,2848432,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5
59,In My Feelings,Drake,2838593,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
60,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,2805639,https://open.spotify.com/track/3L19besdNQzd342qL78xqm
61,Splashin,Rich The Kid,2795581,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb
62,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2792329,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
63,Fuck Love (feat. Trippie Redd),XXXTENTACION,2766487,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
64,Youngblood,5 Seconds of Summer,2683170,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
65,Beautiful (feat. Camila Cabello),Bazzi,2650947,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
66,Look Alive (feat. Drake),BlocBoy JB,2648232,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
67,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2629502,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
68,All Girls Are The Same,Juice WRLD,2629494,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
69,No Stylist (feat. Drake),French Montana,2625237,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
70,10 Freaky Girls (with 21 Savage),Metro Boomin,2546724,https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ
71,Shallow,Lady Gaga,2507981,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
72,changes,XXXTENTACION,2497676,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
73,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,2481905,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
74,Girls Like You (feat. Cardi B),Maroon 5,2474842,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
75,Noticed,Lil Mosey,2463977,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
76,Nice For What,Drake,2399211,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
77,breathin,Ariana Grande,2385001,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
78,Best Part (feat. Daniel Caesar),H.E.R.,2356639,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
79,Lean Wit Me,Juice WRLD,2347078,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
80,Falling Down - Bonus Track,Lil Peep,2335124,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
81,Ric Flair Drip (& Metro Boomin),Offset,2330389,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
82,can't leave without it,21 Savage,2320215,https://open.spotify.com/track/0hPLZrnDgtKxrym1BHjDhd
83,no tears left to cry,Ariana Grande,2309497,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
84,Pure Cocaine,Lil Baby,2289127,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v
85,Project Dreams,Marshmello,2228074,https://open.spotify.com/track/0PowxVSTY2uh1CPc8EPKyX
86,XO Tour Llif3,Lil Uzi Vert,2222400,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
87,Bad Liar,Imagine Dragons,2204627,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
88,Love Lies (with Normani),Khalid,2203733,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
89,1400 / 999 Freestyle,Trippie Redd,2196744,https://open.spotify.com/track/75lcPkAkUsKWHGBlGM476R
90,Congratulations,Post Malone,2194654,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
91,I Love It (& Lil Pump),Kanye West,2189347,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
