,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"break up with your girlfriend, i'm bored","Ariana Grande",22675728,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
2,"7 rings","Ariana Grande",22236010,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
3,NASA,"Ariana Grande",14921998,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq
4,needy,"Ariana Grande",14600217,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ
5,"bad idea","Ariana Grande",13171879,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg
6,bloodline,"Ariana Grande",12807206,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX
7,"thank u, next","Ariana Grande",12568430,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
8,"fake smile","Ariana Grande",11949104,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ
9,ghostin,"Ariana Grande",11610066,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB
10,Wow.,"Post Malone",11514041,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
11,"MIDDLE CHILD","J. Cole",11456611,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
12,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",10787469,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
13,imagine,"Ariana Grande",10452617,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow
14,"in my head","Ariana Grande",10230284,https://open.spotify.com/track/4T652DlATVHe0jdLKaN3Bw
15,"bury a friend","Billie Eilish",9261316,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
16,"make up","Ariana Grande",9185453,https://open.spotify.com/track/27356GVuMPFWiJSZCragoM
17,"Going Bad (feat. Drake)","Meek Mill",9182213,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
18,"a lot","21 Savage",9097281,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
19,Thotiana,Blueface,8180292,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G
20,Talk,Khalid,7917374,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
21,"Look Back at It","A Boogie Wit da Hoodie",7131203,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
