,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Circles,"Post Malone",11010452,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
2,Ransom,"Lil Tecca",8719083,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
3,Saint-Tropez,"Post Malone",7745093,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
4,"Goodbyes (Feat. Young Thug)","Post Malone",7370465,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
5,"Truth Hurts",Lizzo,7283652,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
6,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",7166558,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
7,"Enemies (feat. DaBaby)","Post Malone",7017166,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
8,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6690519,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
9,"223's (feat. 9lokknine)","YNW Melly",6433743,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
10,Panini,"Lil Nas X",6319515,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
11,"No Guidance (feat. Drake)","Chris Brown",6304538,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
12,Señorita,"Shawn Mendes",6197850,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
13,"Money In The Grave (Drake ft. Rick Ross)",Drake,5961768,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
14,Camelot,"NLE Choppa",5863510,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
15,"Someone You Loved","Lewis Capaldi",5808487,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
16,"Hot (feat. Gunna)","Young Thug",5768923,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
17,"hot girl bummer",blackbear,5529500,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
18,"Hollywood's Bleeding","Post Malone",5317576,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt
19,"The London (feat. J. Cole & Travis Scott)","Young Thug",5056748,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
20,"Baby (Lil Baby feat. DaBaby)","Quality Control",4946180,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
21,INTRO,DaBaby,4899412,https://open.spotify.com/track/05WepN8vrMLJG5r8XRdLeL
22,"Die For Me (feat. Future & Halsey)","Post Malone",4808747,https://open.spotify.com/track/2C6WXnmZ66tHhHlnvwePiK
23,"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande",4772708,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
24,Memories,"Maroon 5",4741934,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
25,"Beautiful People (feat. Khalid)","Ed Sheeran",4534557,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
26,Suge,DaBaby,4513562,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
27,"bad guy","Billie Eilish",4507718,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
28,Lalala,Y2K,4504711,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
29,"On The Road (feat. Meek Mill & Lil Baby)","Post Malone",4459134,https://open.spotify.com/track/12Fkyg9lpmaz2zmKOfw2Y2
30,"Good as Hell",Lizzo,4394182,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
31,"How Do You Sleep?","Sam Smith",4247206,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
32,Wow.,"Post Malone",4098042,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
33,"Did It Again","Lil Tecca",4079927,https://open.spotify.com/track/6alCTRgBPoeAFi2N4il9Q4
34,"Panini - DaBaby Remix","Lil Nas X",4054427,https://open.spotify.com/track/4SDgTLDYrJ2UrHbkRkg7MD
35,"boyfriend (with Social House)","Ariana Grande",3970293,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
36,"Bad Bad Bad (feat. Lil Baby)","Young Thug",3939474,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
37,"Behind Barz - Bonus",Drake,3921696,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR
38,Graveyard,Halsey,3882605,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
39,"A Thousand Bad Times","Post Malone",3750846,https://open.spotify.com/track/2J0NXdHr6MYvKDSxB7k3V2
40,"Pop Out (feat. Lil Tjay)","Polo G",3635778,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
41,Lover,"Taylor Swift",3592625,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
42,"Ransom (with Juice WRLD) - Remix","Lil Tecca",3574415,https://open.spotify.com/track/0DZJACISivjWjscIp5Kg1q
43,"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa",3490486,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
44,"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion",3467385,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk
45,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,3462135,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
46,F.N,"Lil Tjay",3450601,https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x
47,Liar,"Camila Cabello",3305869,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
48,"Dance Monkey","Tones And I",3279598,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
49,"I'm Gonna Be","Post Malone",3271555,https://open.spotify.com/track/1ckLp8lCl8LipXI0ypX72m
50,"Talk (feat. Disclosure)",Khalid,3228008,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
51,"MIDDLE CHILD","J. Cole",3180594,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
52,Allergic,"Post Malone",3062658,https://open.spotify.com/track/1YscJ7yVTlFxW3eF6pv5ba
53,"Staring At The Sun (feat. SZA)","Post Malone",3001476,https://open.spotify.com/track/5KE9b4x7Zj2A8XtbkqhqTe
54,"You Need To Calm Down","Taylor Swift",2990772,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
55,Motivation,Normani,2957355,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
56,"Love Me","Lil Tecca",2868705,https://open.spotify.com/track/3TLwAp3uX1nKsVxrDhNPOL
57,"I Don't Care (with Justin Bieber)","Ed Sheeran",2804957,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
58,"Slide Away","Miley Cyrus",2790635,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
59,"It's You","Ali Gatie",2759456,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
60,"Going Bad (feat. Drake)","Meek Mill",2753440,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
61,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",2703260,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
62,"Heartless (feat. Morgan Wallen)",Diplo,2703106,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt
63,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",2670429,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
64,"Old Town Road - Remix","Lil Nas X",2666578,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
65,"One Thing Right",Marshmello,2655255,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
66,"SICKO MODE","Travis Scott",2613147,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
67,EARFQUAKE,"Tyler, The Creator",2607442,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
68,"My Type",Saweetie,2582302,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9
69,"Sanguine Paradise","Lil Uzi Vert",2576599,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
70,"Murder On My Mind","YNW Melly",2572924,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
71,I.F.L.Y.,Bazzi,2567057,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
72,"fuck, i'm lonely",Lauv,2521140,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
73,"Lucid Dreams","Juice WRLD",2495900,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
