,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Circles,"Post Malone",18574069,https://open.spotify.com/track/51MMC5DogGZAnHil5HQAXg
2,Saint-Tropez,"Post Malone",14926901,https://open.spotify.com/track/7C39RtGhnEw7cyf0Pyw7PV
3,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",14921150,https://open.spotify.com/track/4Yq3XUNfWrAPWuB94qkC09
4,"Enemies (feat. DaBaby)","Post Malone",14419790,https://open.spotify.com/track/6UFEJuDXQMWhL5UH5f9fUR
5,"Hollywood's Bleeding","Post Malone",13769233,https://open.spotify.com/track/77Y7tccX9Hx5iClDr39uy9
6,"Goodbyes (Feat. Young Thug)","Post Malone",13091332,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
7,"Die For Me (feat. Future & Halsey)","Post Malone",11784859,https://open.spotify.com/track/59PYPDxTbqJpiGfyogPb5h
8,"On The Road (feat. Meek Mill & Lil Baby)","Post Malone",10982542,https://open.spotify.com/track/0hGH0S74Eoyv6mXZcOKtdQ
9,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",10694200,https://open.spotify.com/track/4VqTRBvYg0z8C4nsl4Hupy
10,"A Thousand Bad Times","Post Malone",10355405,https://open.spotify.com/track/3hFG4jR5stnIQJDI64KlJY
11,Ransom,"Lil Tecca",9850962,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
12,Allergic,"Post Malone",9447755,https://open.spotify.com/track/4LIbjDbLweGCrHVw8QbMSb
13,"I'm Gonna Be","Post Malone",9341772,https://open.spotify.com/track/4hDoWaIklSVAKLocU3IDBr
14,"Staring At The Sun (feat. SZA)","Post Malone",8960342,https://open.spotify.com/track/2leIuE4fdcJoNMSKu5Yr7a
15,"Truth Hurts",Lizzo,8053220,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
16,Wow.,"Post Malone",7746001,https://open.spotify.com/track/2ve5NyzWHUbIYxL33goCX7
17,Señorita,"Shawn Mendes",6980238,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
18,Myself,"Post Malone",6942740,https://open.spotify.com/track/4YgtN1HasxdDlrrZIggYxn
19,Panini,"Lil Nas X",6716794,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
20,"I Know","Post Malone",6683184,https://open.spotify.com/track/2sfZgYusD8bBvB7qWekvSx
21,Internet,"Post Malone",6627081,https://open.spotify.com/track/4RzpCjByV1NWUGKVQGuej6
22,"No Guidance (feat. Drake)","Chris Brown",6496849,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
23,"Money In The Grave (Drake ft. Rick Ross)",Drake,6297598,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
24,"Someone You Loved","Lewis Capaldi",5610374,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
25,"The London (feat. J. Cole & Travis Scott)","Young Thug",5432065,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
26,Lover,"Taylor Swift",5081004,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
27,"Baby (Lil Baby feat. DaBaby)","Quality Control",5053615,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
28,"bad guy","Billie Eilish",5012662,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
29,"Hot (feat. Gunna)","Young Thug",4919025,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
30,Suge,DaBaby,4876035,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
31,"Beautiful People (feat. Khalid)","Ed Sheeran",4857010,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
32,"Bad Bad Bad (feat. Lil Baby)","Young Thug",4806315,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
33,"boyfriend (with Social House)","Ariana Grande",4724348,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
34,Lalala,Y2K,4512470,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
35,"Good as Hell",Lizzo,4495504,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
36,"hot girl bummer",blackbear,4459069,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
37,"Did It Again","Lil Tecca",4407811,https://open.spotify.com/track/6alCTRgBPoeAFi2N4il9Q4
38,"How Do You Sleep?","Sam Smith",4277902,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
39,Liar,"Camila Cabello",4200702,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
40,"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion",3944249,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk
41,"The Man","Taylor Swift",3864333,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70
42,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,3837358,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
43,"Ransom (with Juice WRLD) - Remix","Lil Tecca",3811261,https://open.spotify.com/track/0DZJACISivjWjscIp5Kg1q
44,"223's (feat. 9lokknine)","YNW Melly",3773368,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
45,"Pop Out (feat. Lil Tjay)","Polo G",3743717,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
46,"Slide Away","Miley Cyrus",3725425,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
47,"You Need To Calm Down","Taylor Swift",3724763,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
48,"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa",3537619,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
49,"Love Me","Lil Tecca",3482193,https://open.spotify.com/track/3TLwAp3uX1nKsVxrDhNPOL
50,Motivation,Normani,3256485,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
51,"Talk (feat. Disclosure)",Khalid,3236992,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
52,"Old Town Road - Remix","Lil Nas X",3234298,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
53,"Cruel Summer","Taylor Swift",3180122,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
54,"MIDDLE CHILD","J. Cole",3172826,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
55,F.N,"Lil Tjay",3165198,https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x
56,China,"Anuel AA",3033674,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
57,"fuck, i'm lonely",Lauv,3021233,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
58,"Dance Monkey","Tones And I",3011501,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
59,Shots,"Lil Tecca",2987729,https://open.spotify.com/track/5xjei7JnROsAzLY2a7RdZU
60,"I Don't Care (with Justin Bieber)","Ed Sheeran",2975139,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
61,EARFQUAKE,"Tyler, The Creator",2963685,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
62,"I Forgot That You Existed","Taylor Swift",2927142,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN
63,Shameless,"Camila Cabello",2882584,https://open.spotify.com/track/3UYiU57SMiAS5LqolhHJw1
64,"Babushka Boi","A$AP Rocky",2833246,https://open.spotify.com/track/643PW82aBMUa1FiWi5VQY7
65,"SICKO MODE","Travis Scott",2827228,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
66,"It's You","Ali Gatie",2810450,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
67,"Going Bad (feat. Drake)","Meek Mill",2735811,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
68,"Sanguine Paradise","Lil Uzi Vert",2717898,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
69,I.F.L.Y.,Bazzi,2717100,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
70,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",2682801,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
71,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",2659454,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
72,Callaita,"Bad Bunny",2658792,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
73,"One Thing Right",Marshmello,2614384,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
74,"My Type",Saweetie,2603702,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9
