,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"7 rings","Ariana Grande",17629417,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
2,"MIDDLE CHILD","J. Cole",14373237,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
3,"bury a friend","Billie Eilish",12554729,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
4,Wow.,"Post Malone",12371683,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
5,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",12050952,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
6,"Going Bad (feat. Drake)","Meek Mill",8918819,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
7,"a lot","21 Savage",8472803,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
8,"SICKO MODE","Travis Scott",7809308,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
9,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",7682382,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
10,"Look Back at It","A Boogie Wit da Hoodie",7677329,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
11,Thotiana,Blueface,7344847,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G
12,"Without Me",Halsey,7209627,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
13,Happier,Marshmello,6640943,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
14,"thank u, next","Ariana Grande",6461526,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
15,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",6361669,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
16,"Mo Bamba","Sheck Wes",6047127,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
17,"Dancing With A Stranger (with Normani)","Sam Smith",5856069,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
18,"Keanu Reeves",Logic,5369783,https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK
19,"Saturday Nights",Khalid,5331381,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
20,"Leave Me Alone","Flipp Dinero",5228537,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
21,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,5141519,https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B
22,"Wake Up in the Sky","Gucci Mane",5111560,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
23,"i'm so tired...",Lauv,4812021,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
24,"Lucid Dreams","Juice WRLD",4768152,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
25,SAD!,XXXTENTACION,4695842,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
26,"when the party's over","Billie Eilish",4662338,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
27,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",4575783,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
28,"Better Now","Post Malone",4540171,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
29,"Armed And Dangerous","Juice WRLD",4486693,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
30,Splashin,"Rich The Kid",4444881,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb
31,Money,"Cardi B",4420447,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
32,"Startender (feat. Offset and Tyga)","A Boogie Wit da Hoodie",4399111,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb
33,"High Hopes","Panic! At The Disco",4365653,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
34,"Eastside (with Halsey & Khalid)","benny blanco",4246310,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
35,Better,Khalid,4194082,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
