,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Ransom,"Lil Tecca",11038808,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
2,Señorita,"Shawn Mendes",9659451,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
3,"Truth Hurts",Lizzo,9122327,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
4,"Goodbyes (Feat. Young Thug)","Post Malone",8944694,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
5,"Money In The Grave (Drake ft. Rick Ross)",Drake,8177467,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
6,Panini,"Lil Nas X",7795403,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
7,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6414147,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
8,"Beautiful People (feat. Khalid)","Ed Sheeran",6208974,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
9,"No Guidance (feat. Drake)","Chris Brown",6055241,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
10,"Hot Shower","Chance the Rapper",6049253,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf
11,Suge,DaBaby,5900442,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
12,Lalala,Y2K,5666864,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
13,"How Do You Sleep?","Sam Smith",5317605,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
14,"The London (feat. J. Cole & Travis Scott)","Young Thug",5219135,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
15,"bad guy","Billie Eilish",5208397,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
16,"Pop Out (feat. Lil Tjay)","Polo G",4631718,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
17,"Old Town Road - Remix","Lil Nas X",4594119,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
18,"Takeaway (feat. Lennon Stella)","The Chainsmokers",4582454,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
