,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",14244170,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
2,Panini,"Lil Nas X",12903716,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
3,"Money In The Grave (Drake ft. Rick Ross)",Drake,12440511,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
4,"bad guy","Billie Eilish",8738268,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
5,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",8148074,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
6,"You Need To Calm Down","Taylor Swift",8064658,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
7,"Truth Hurts",Lizzo,7865330,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
8,Ransom,"Lil Tecca",7427965,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
9,Rodeo,"Lil Nas X",7405634,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n
10,"I Don't Care (with Justin Bieber)","Ed Sheeran",7135042,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
11,"The London (feat. J. Cole & Travis Scott)","Young Thug",7025458,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
12,Suge,DaBaby,6508830,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
13,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6248258,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
14,EARFQUAKE,"Tyler, The Creator",5974443,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
15,"No Guidance (feat. Drake)","Chris Brown",5899728,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
16,"Pop Out (feat. Lil Tjay)","Polo G",5699029,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
17,"Never Really Over","Katy Perry",5375269,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
18,"Talk (feat. Disclosure)",Khalid,5252792,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
19,"One Thing Right",Marshmello,5044940,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
