,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Circles,"Post Malone",14783964,https://open.spotify.com/track/4VginDwYTP2eaHJzO0QMjG
2,Ransom,"Lil Tecca",11219214,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
3,"Truth Hurts",Lizzo,8746725,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
4,Señorita,"Shawn Mendes",8002090,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
5,"Goodbyes (Feat. Young Thug)","Post Malone",7491630,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
6,Lover,"Taylor Swift",7190759,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
7,"No Guidance (feat. Drake)","Chris Brown",6736344,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
8,"Money In The Grave (Drake ft. Rick Ross)",Drake,6601949,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
9,"The London (feat. J. Cole & Travis Scott)","Young Thug",5706264,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
10,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",5651824,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
11,Panini,"Lil Nas X",5573927,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
12,"The Man","Taylor Swift",5522754,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70
13,"Someone You Loved","Lewis Capaldi",5325279,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
14,"bad guy","Billie Eilish",5252668,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
15,"boyfriend (with Social House)","Ariana Grande",5250757,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
16,Suge,DaBaby,5113585,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
17,"You Need To Calm Down","Taylor Swift",5078864,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
18,"Beautiful People (feat. Khalid)","Ed Sheeran",5006433,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
19,Lalala,Y2K,4809704,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
20,"Baby (Lil Baby feat. DaBaby)","Quality Control",4790503,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
21,"Did It Again","Lil Tecca",4761483,https://open.spotify.com/track/6alCTRgBPoeAFi2N4il9Q4
22,"Good as Hell",Lizzo,4723170,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
23,"Cruel Summer","Taylor Swift",4684840,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
24,"Bad Bad Bad (feat. Lil Baby)","Young Thug",4616333,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
25,"How Do You Sleep?","Sam Smith",4577207,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
26,"Babushka Boi","A$AP Rocky",4369100,https://open.spotify.com/track/643PW82aBMUa1FiWi5VQY7
27,"Hot (feat. Gunna)","Young Thug",4292211,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
28,"I Forgot That You Existed","Taylor Swift",4236573,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN
29,"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion",4231286,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk
30,"Ransom (with Juice WRLD) - Remix","Lil Tecca",4184590,https://open.spotify.com/track/0DZJACISivjWjscIp5Kg1q
31,"hot girl bummer",blackbear,4164740,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
32,"Love Me","Lil Tecca",4022497,https://open.spotify.com/track/3TLwAp3uX1nKsVxrDhNPOL
33,"Slide Away","Miley Cyrus",3875625,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
34,"Pop Out (feat. Lil Tjay)","Polo G",3825549,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
35,Shots,"Lil Tecca",3810219,https://open.spotify.com/track/5xjei7JnROsAzLY2a7RdZU
36,"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa",3682147,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
37,"Old Town Road - Remix","Lil Nas X",3653894,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
38,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,3597392,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
39,"Graduation (with Juice WRLD)","benny blanco",3568972,https://open.spotify.com/track/6cjSh516BbrNUs213jDAGm
40,Motivation,Normani,3524295,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
41,"Norman fucking Rockwell","Lana Del Rey",3523970,https://open.spotify.com/track/3RIgHHpnFKj5Rni1shokDj
42,"Paper Rings","Taylor Swift",3496109,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR
43,"Talk (feat. Disclosure)",Khalid,3408318,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
44,"Dance Monkey","Tones And I",3344777,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
45,"I Don't Care (with Justin Bieber)","Ed Sheeran",3341473,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
46,"fuck, i'm lonely",Lauv,3317802,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
47,Wow.,"Post Malone",3268419,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
48,"MIDDLE CHILD","J. Cole",3268417,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
49,China,"Anuel AA",3245738,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
50,"Bezerk (feat. A$AP Ferg)","Big Sean",3223466,https://open.spotify.com/track/2B9wgj9XzbJZLty03PRbVo
51,"I Think He Knows","Taylor Swift",3219804,https://open.spotify.com/track/2YWtcWi3a83pdEg3Gif4Pd
52,EARFQUAKE,"Tyler, The Creator",3112223,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
53,"Miss Americana & The Heartbreak Prince","Taylor Swift",3109467,https://open.spotify.com/track/214nt20w5wOxJnY462klLw
54,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",3107965,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
55,"SICKO MODE","Travis Scott",3064003,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
56,"It's You","Ali Gatie",3050381,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
57,"223's (feat. 9lokknine)","YNW Melly",3047585,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
58,I.F.L.Y.,Bazzi,2939369,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
59,"Cornelia Street","Taylor Swift",2937435,https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a
60,"London Boy","Taylor Swift",2900341,https://open.spotify.com/track/1LLXZFeAHK9R4xUramtUKw
61,"Doin' Time","Lana Del Rey",2875086,https://open.spotify.com/track/0Oqc0kKFsQ6MhFOLBNZIGX
62,F.N,"Lil Tjay",2874418,https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x
63,"Death By A Thousand Cuts","Taylor Swift",2800266,https://open.spotify.com/track/2dgFqt3w9xIQRjhPtwNk3D
64,"Going Bad (feat. Drake)","Meek Mill",2796009,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
65,"Takeaway (feat. Lennon Stella)","The Chainsmokers",2793002,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
66,Teeth,"5 Seconds of Summer",2776906,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6
67,"The Archer","Taylor Swift",2773828,https://open.spotify.com/track/3pHkh7d0lzM2AldUtz2x37
68,Callaita,"Bad Bunny",2770515,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
69,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",2728032,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
70,"One Thing Right",Marshmello,2719424,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
71,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",2692014,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
72,"Fuck it I love you","Lana Del Rey",2675670,https://open.spotify.com/track/7MtVPRGtZl6rPjMfLoI3Lh
73,"Sanguine Paradise","Lil Uzi Vert",2673964,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
74,"Envy Me",Calboy,2635895,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx
75,"Lucid Dreams","Juice WRLD",2574415,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
76,Juice,Lizzo,2570188,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl
77,"Go Loko (feat. Tyga, Jon Z)",YG,2565749,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
78,"Tap (feat. Meek Mill)",NAV,2534535,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO
79,Sucker,"Jonas Brothers",2528518,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
80,"Murder On My Mind","YNW Melly",2528026,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
81,"My Type",Saweetie,2497919,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9
82,"7 rings","Ariana Grande",2478409,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
83,"lovely (with Khalid)","Billie Eilish",2459001,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
84,"when the party's over","Billie Eilish",2458433,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
85,"Pure Water (with Migos)",Mustard,2454056,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8
86,"Better Now","Post Malone",2443935,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
