,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Ransom,"Lil Tecca",12771301,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
2,Señorita,"Shawn Mendes",8459850,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
3,"Truth Hurts",Lizzo,8193079,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
4,"Goodbyes (Feat. Young Thug)","Post Malone",7963070,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
5,"Money In The Grave (Drake ft. Rick Ross)",Drake,7904388,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
6,"No Guidance (feat. Drake)","Chris Brown",7607038,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
7,"boyfriend (with Social House)","Ariana Grande",7291233,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
8,"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion",6757929,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk
9,Panini,"Lil Nas X",6404244,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
10,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",5894758,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
11,Suge,DaBaby,5406529,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
12,"The London (feat. J. Cole & Travis Scott)","Young Thug",5344644,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
13,"Beautiful People (feat. Khalid)","Ed Sheeran",5190146,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
14,"How Do You Sleep?","Sam Smith",5128439,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
15,Lalala,Y2K,4967758,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
16,"Someone You Loved","Lewis Capaldi",4758183,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
17,"bad guy","Billie Eilish",4664309,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
18,"Pop Out (feat. Lil Tjay)","Polo G",4311972,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
19,"Old Town Road - Remix","Lil Nas X",4213270,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
20,"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa",4045566,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
21,Baby,"Quality Control",4039157,https://open.spotify.com/track/2nKYHpmwjLaEOXS3o7QMiz
22,"Talk (feat. Disclosure)",Khalid,4030261,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
23,"I Don't Care (with Justin Bieber)","Ed Sheeran",3900771,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
24,"Love Me","Lil Tecca",3729807,https://open.spotify.com/track/7Aem1fAapTdGcHwAYyQYU4
25,"Good As Hell",Lizzo,3654762,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF
26,"It's You","Ali Gatie",3625813,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
27,China,"Anuel AA",3618770,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
28,I.F.L.Y.,Bazzi,3542170,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
29,"MIDDLE CHILD","J. Cole",3404936,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
30,EARFQUAKE,"Tyler, The Creator",3337475,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
31,"Small Talk","Katy Perry",3330700,https://open.spotify.com/track/4NmE2ytXI8S2svTRSmEdpO
32,"If I Can't Have You","Shawn Mendes",3298916,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
33,Wow.,"Post Malone",3298420,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
34,"One Thing Right",Marshmello,3263705,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
35,"Takeaway (feat. Lennon Stella)","The Chainsmokers",3201486,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
36,"bad guy (with Justin Bieber)","Billie Eilish",3195894,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
37,"Sanguine Paradise","Lil Uzi Vert",3157786,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
38,"Hot Shower","Chance the Rapper",3069424,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf
39,"Go Loko (feat. Tyga, Jon Z)",YG,3057334,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
40,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",3037563,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
41,"Going Bad (feat. Drake)","Meek Mill",2978113,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
42,"You Need To Calm Down","Taylor Swift",2963127,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
43,Callaita,"Bad Bunny",2960468,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
44,"My Type",Saweetie,2922775,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9
45,"Mac 10","Trippie Redd",2896793,https://open.spotify.com/track/2KEux6D75xjj6fdabXpeAu
