,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Sucker,"Jonas Brothers",15564538,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
2,"7 rings","Ariana Grande",10794923,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
3,"MIDDLE CHILD","J. Cole",10268456,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
4,"Murder On My Mind","YNW Melly",9916313,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
5,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",9624645,https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB
6,"break up with your girlfriend, i'm bored","Ariana Grande",9596167,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
7,Robbery,"Juice WRLD",9364059,https://open.spotify.com/track/44ShclXTOOnYtt5CnCDeGV
8,Wow.,"Post Malone",9350302,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
9,"Going Bad (feat. Drake)","Meek Mill",7855022,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
10,Shallow,"Lady Gaga",6764366,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
11,"a lot","21 Savage",6723155,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
12,Thotiana,Blueface,6410390,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G
13,Talk,Khalid,6185488,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
14,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",6157441,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
15,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",5944620,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
16,I,"Lil Skies",5934083,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT
17,"thank u, next","Ariana Grande",5825536,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
18,"Pure Water (with Migos)",Mustard,5759537,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
19,"SICKO MODE","Travis Scott",5510628,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
20,"Look Back at It","A Boogie Wit da Hoodie",5242698,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
21,"Please Me","Cardi B",5193922,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
22,"bury a friend","Billie Eilish",5184731,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
23,"Without Me",Halsey,5178223,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
24,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",4992132,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
25,Happier,Marshmello,4956696,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
26,"Dancing With A Stranger (with Normani)","Sam Smith",4835336,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
27,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",4609735,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
28,"Mixed Personalities (feat. Kanye West)","YNW Melly",4564352,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
29,"Mo Bamba","Sheck Wes",4491026,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
30,"i'm so tired...",Lauv,4444834,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
31,"Hear Me Calling","Juice WRLD",4428208,https://open.spotify.com/track/5UYK9MervBCROg8AHNeEIy
32,"Lucid Dreams","Juice WRLD",4411008,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
33,Better,Khalid,4280354,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
34,"Red Room",Offset,4275715,https://open.spotify.com/track/4TWflhgevIGo448fWc6mQq
35,"Armed And Dangerous","Juice WRLD",4247258,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
36,NASA,"Ariana Grande",4100417,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq
37,"Eastside (with Halsey & Khalid)","benny blanco",4046579,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
38,"Wake Up in the Sky","Gucci Mane",4039403,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
39,Money,"Cardi B",3978680,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
40,needy,"Ariana Grande",3933500,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ
41,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,3873079,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
42,"wish you were gay","Billie Eilish",3851469,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS
43,"Better Now","Post Malone",3833562,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
44,SAD!,XXXTENTACION,3805638,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
45,"Legacy (feat. Travis Scott & 21 Savage)",Offset,3758949,https://open.spotify.com/track/7pMRoGLEJuFM2wl5pt0R99
