,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Sucker,"Jonas Brothers",10521653,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
2,"MIDDLE CHILD","J. Cole",10093445,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
3,Robbery,"Juice WRLD",10013503,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
4,"7 rings","Ariana Grande",9698592,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
5,"Murder On My Mind","YNW Melly",9449836,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
6,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",9394218,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
7,Wow.,"Post Malone",9323710,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
8,Fast,"Juice WRLD",8932705,https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ
9,"break up with your girlfriend, i'm bored","Ariana Grande",8439550,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
10,"Going Bad (feat. Drake)","Meek Mill",7593974,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
11,"wish you were gay","Billie Eilish",6145273,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS
12,"a lot","21 Savage",6144150,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
13,Empty,"Juice WRLD",6083850,https://open.spotify.com/track/41MCdlvXOl62B7Kv86Bb1v
14,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",6043665,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
15,Thotiana,Blueface,5993994,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G
16,"Hear Me Calling","Juice WRLD",5848096,https://open.spotify.com/track/13ZyrkCDmRz5xY3seuAWYk
17,"Pure Water (with Migos)",Mustard,5793819,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
18,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",5583215,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
19,Talk,Khalid,5413883,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
20,"thank u, next","Ariana Grande",5285199,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
21,"SICKO MODE","Travis Scott",5278995,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
22,"Please Me","Cardi B",5243322,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
23,"Mixed Personalities (feat. Kanye West)","YNW Melly",5241333,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
24,"Make Believe","Juice WRLD",5231331,https://open.spotify.com/track/6eiztdXRkooWsBt2xToMWI
25,"Look Back at It","A Boogie Wit da Hoodie",5011095,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
26,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",5004807,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
27,"Without Me",Halsey,4974861,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
28,Maze,"Juice WRLD",4872863,https://open.spotify.com/track/4mUIe9gfsdtsVP2zFIl74x
29,Happier,Marshmello,4813038,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
30,"bury a friend","Billie Eilish",4805378,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
31,"My Bad",Khalid,4794604,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5
32,Shallow,"Lady Gaga",4685036,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
33,"Dancing With A Stranger (with Normani)","Sam Smith",4616039,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
34,I,"Lil Skies",4523437,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT
35,"Lucid Dreams","Juice WRLD",4369897,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
36,"Mo Bamba","Sheck Wes",4331273,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
37,"Here With Me",Marshmello,4328344,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
38,"Old Town Road","Lil Nas X",4141769,https://open.spotify.com/track/2pMl9Sx4glsuk5ikZtFBtX
39,Better,Khalid,4065586,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
40,"i'm so tired...",Lauv,3887467,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
41,"Better Now","Post Malone",3843935,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
