,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"everything i wanted","Billie Eilish",11794982,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
2,ROXANNE,"Arizona Zervas",11628793,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,Circles,"Post Malone",8614588,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
4,"HIGHEST IN THE ROOM","Travis Scott",7932251,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
5,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",6850655,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
6,"Lose You To Love Me","Selena Gomez",6505652,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
7,"Someone You Loved","Lewis Capaldi",5943398,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
8,"hot girl bummer",blackbear,5855345,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
9,Memories,"Maroon 5",5839365,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
10,"Watermelon Sugar","Harry Styles",5465192,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo
11,"Lights Up","Harry Styles",5319016,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
12,"223's (feat. 9lokknine)","YNW Melly",5300445,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
13,"Dance Monkey","Tones And I",5140884,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
14,BOP,DaBaby,4978028,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
15,"Stuck In A Dream (feat. Gunna)","Lil Mosey",4816461,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
16,"Don't Start Now","Dua Lipa",4753717,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
17,"Hot (Remix) [feat. Gunna and Travis Scott]","Young Thug",4619364,https://open.spotify.com/track/56AMYGJzxBO6p8v0wEe9de
18,Woah,"Lil Baby",4543703,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
19,Camelot,"NLE Choppa",4542203,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
20,"Reply (feat. Lil Uzi Vert)","A Boogie Wit da Hoodie",4512591,https://open.spotify.com/track/364spZLB5bhNlnPrzvUB41
21,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",4478361,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
22,"10,000 Hours (with Justin Bieber)","Dan + Shay",4283402,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
23,Ransom,"Lil Tecca",4213465,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
24,VIBEZ,DaBaby,4148466,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
25,"Follow God","Kanye West",4093088,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h
26,"Yellow Hearts","Ant Saunders",4049220,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
