,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"HIGHEST IN THE ROOM","Travis Scott",11543361,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
2,Circles,"Post Malone",9417205,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
3,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",9159162,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
4,"hot girl bummer",blackbear,6334255,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
5,"10,000 Hours (with Justin Bieber)","Dan + Shay",6318516,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
6,"Lights Up","Harry Styles",6278225,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
7,"223's (feat. 9lokknine)","YNW Melly",6266893,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
8,"Someone You Loved","Lewis Capaldi",6254953,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,"Truth Hurts",Lizzo,5852969,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
10,"Hot (feat. Gunna)","Young Thug",5691591,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
11,"Lose You To Love Me","Selena Gomez",5619434,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
12,Memories,"Maroon 5",5589411,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
13,Ransom,"Lil Tecca",5565935,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
14,Camelot,"NLE Choppa",5502328,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
15,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",5294838,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
16,"Dance Monkey","Tones And I",5227369,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
17,"Goodbyes (Feat. Young Thug)","Post Malone",5179403,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
18,"Money In The Grave (Drake ft. Rick Ross)",Drake,4950069,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
19,"No Guidance (feat. Drake)","Chris Brown",4847808,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
20,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",4811776,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
21,VIBEZ,DaBaby,4714738,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
22,Panini,"Lil Nas X",4671485,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
23,BOP,DaBaby,4623863,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
24,Saint-Tropez,"Post Malone",4113112,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
25,"Stuck In A Dream (feat. Gunna)","Lil Mosey",4107991,https://open.spotify.com/track/5hDAT527wXWNBnJlujhuUs
26,"Baby (Lil Baby feat. DaBaby)","Quality Control",4069776,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
27,"Enemies (feat. DaBaby)","Post Malone",4043989,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
28,Suge,DaBaby,4024570,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
29,"Beautiful People (feat. Khalid)","Ed Sheeran",3984444,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
30,F.N,"Lil Tjay",3946940,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu
31,"Good as Hell",Lizzo,3946376,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
32,"bad guy","Billie Eilish",3936427,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
33,Señorita,"Shawn Mendes",3906607,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
34,"How Do You Sleep?","Sam Smith",3897132,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
35,"Make No Sense","YoungBoy Never Broke Again",3673037,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I
36,"The London (feat. J. Cole & Travis Scott)","Young Thug",3618851,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
37,"Ballin' (with Roddy Ricch)",Mustard,3586771,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
38,Graveyard,Halsey,3529264,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
39,Lalala,Y2K,3464938,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
40,"Did It Again","Lil Tecca",3344437,https://open.spotify.com/track/4guBZjUyrGoHsTahO3IHdj
41,"Bad Bad Bad (feat. Lil Baby)","Young Thug",3218949,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
42,"Hate Me (with Juice WRLD)","Ellie Goulding",3185736,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
43,"Pop Out (feat. Lil Tjay)","Polo G",3148123,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
44,Wow.,"Post Malone",3133603,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
45,DHL,"Frank Ocean",3121620,https://open.spotify.com/track/2INhKpUdzh7v0j041gZNsz
46,VALENTINO,24kGoldn,3085659,https://open.spotify.com/track/0c7K73roy6RW4ebDkf4yGh
47,"Good Thing (with Kehlani)",Zedd,3084288,https://open.spotify.com/track/5aUSEPNd3m5xliFK4pn5mU
48,"I Wanna Rock (feat. Gunna)",G-Eazy,3050715,https://open.spotify.com/track/5bzaS5tAni5oUpW7bWVdtY
49,"MIDDLE CHILD","J. Cole",3028773,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
50,"Hollywood's Bleeding","Post Malone",3013316,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt
51,"Trampoline (with ZAYN)",SHAED,3008758,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
52,"Hot Shower","Chance the Rapper",2991476,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf
53,Liar,"Camila Cabello",2894014,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
54,"Make It Right (feat. Lauv)",BTS,2841601,https://open.spotify.com/track/314ZkcV7oLWG8yWE7LABvH
55,"Panini - DaBaby Remix","Lil Nas X",2836319,https://open.spotify.com/track/4SDgTLDYrJ2UrHbkRkg7MD
56,"Talk (feat. Disclosure)",Khalid,2737339,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
