,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",12882108,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
2,Panini,"Lil Nas X",11027225,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
3,"Money In The Grave (Drake ft. Rick Ross)",Drake,10952481,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
4,"Beautiful People (feat. Khalid)","Ed Sheeran",8767250,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97
5,"Truth Hurts",Lizzo,8724488,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
6,"bad guy","Billie Eilish",8259796,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
7,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",7960496,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
8,Ransom,"Lil Tecca",7883398,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
9,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",7221881,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
10,Rodeo,"Lil Nas X",7111558,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n
11,"I Don't Care (with Justin Bieber)","Ed Sheeran",6674850,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
12,"You Need To Calm Down","Taylor Swift",6661099,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
13,Suge,DaBaby,6529561,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
14,"The London (feat. J. Cole & Travis Scott)","Young Thug",6496479,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
15,"No Guidance (feat. Drake)","Chris Brown",5629550,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
16,"Pop Out (feat. Lil Tjay)","Polo G",5591317,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
17,"It's You","Ali Gatie",5371004,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
18,EARFQUAKE,"Tyler, The Creator",5202444,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
19,"One Thing Right",Marshmello,5118361,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
20,"Talk (feat. Disclosure)",Khalid,5079828,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
21,Lalala,Y2K,4870704,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
22,"Go Loko (feat. Tyga, Jon Z)",YG,4694760,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
23,"Call You Mine","The Chainsmokers",4515496,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
24,"Never Really Over","Katy Perry",4447864,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
25,Wow.,"Post Malone",4328245,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
26,"If I Can't Have You","Shawn Mendes",4325877,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
27,"QUE PRETENDES","J Balvin",4255012,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
28,"Higher Love",Kygo,4207106,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
29,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",4133985,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
30,"MIDDLE CHILD","J. Cole",4090086,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
31,"Don't Check On Me (feat. Justin Bieber & Ink)","Chris Brown",3965057,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk
32,Sucker,"Jonas Brothers",3814210,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
33,"On A Roll","Ashley O",3813463,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m
34,"Old Town Road","Lil Nas X",3801109,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
