,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,ROXANNE,"Arizona Zervas",9632320,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
2,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",9162711,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
3,"Lucid Dreams","Juice WRLD",8927117,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
4,Circles,"Post Malone",8606567,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
5,"Adore You","Harry Styles",7505976,https://open.spotify.com/track/1M4qEo4HE3PRaCOM7EXNJq
6,Heartless,"The Weeknd",7015073,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
7,Falling,"Trevor Daniel",6963013,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
8,Robbery,"Juice WRLD",6458046,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
9,BOP,DaBaby,6435503,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
10,"HIGHEST IN THE ROOM","Travis Scott",6283155,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
11,"Blinding Lights","The Weeknd",6219624,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
12,"everything i wanted","Billie Eilish",6153403,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
13,"All I Want for Christmas Is You","Mariah Carey",6118317,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
14,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",5774574,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
15,"Dance Monkey","Tones And I",5621361,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
16,"Someone You Loved","Lewis Capaldi",5396518,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
17,"All Girls Are The Same","Juice WRLD",5254512,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
18,"Rockin' Around The Christmas Tree","Brenda Lee",5224481,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
19,Legends,"Juice WRLD",5220655,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
20,"Jingle Bell Rock","Bobby Helms",4889366,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj
21,"hot girl bummer",blackbear,4841176,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
22,"bad guy","Billie Eilish",4621086,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
23,"Santa Tell Me","Ariana Grande",4533542,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
24,"Watermelon Sugar","Harry Styles",4524384,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo
25,"It's the Most Wonderful Time of the Year","Andy Williams",4459510,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
26,"Hate Me (with Juice WRLD)","Ellie Goulding",4356544,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
27,"Truth Hurts",Lizzo,4349902,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
28,"Ballin' (with Roddy Ricch)",Mustard,4326399,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
29,Ransom,"Lil Tecca",4304550,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
30,Memories,"Maroon 5",4287463,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
31,"Last Christmas",Wham!,4228453,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
32,"My Oh My (feat. DaBaby)","Camila Cabello",4100690,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
33,"Lose You To Love Me","Selena Gomez",4085290,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
34,"Lean Wit Me","Juice WRLD",4073285,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
35,Señorita,"Shawn Mendes",4052766,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
36,"Armed And Dangerous","Juice WRLD",4036356,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
37,"223's (feat. 9lokknine)","YNW Melly",4006259,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T
38,Suge,DaBaby,3955929,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
39,"Don't Start Now","Dua Lipa",3903782,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
40,"No Guidance (feat. Drake)","Chris Brown",3883391,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
41,Woah,"Lil Baby",3872029,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
42,"Goodbyes (Feat. Young Thug)","Post Malone",3820903,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
43,"It's Beginning to Look a Lot like Christmas","Michael Bublé",3746471,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
44,"The Christmas Song (Merry Christmas To You)","Nat King Cole",3711541,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON
45,"A Holly Jolly Christmas - Single Version","Burl Ives",3656690,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
46,Mistletoe,"Justin Bieber",3648749,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
47,"Ransom (with Juice WRLD) - Remix","Lil Tecca",3644672,https://open.spotify.com/track/2WsuSYJNXGKXVYkHPnq2yp
48,Wow.,"Post Malone",3631312,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
49,"No Idea","Don Toliver",3587753,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
50,VIBEZ,DaBaby,3587392,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
