,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Svag,Victor Leksell,3901389,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
2,Blinding Lights,The Weeknd,1689473,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
3,Forever Yours - Avicii Tribute,Kygo,1301464,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
4,ICE CREAM,Greekazo,1299726,https://open.spotify.com/track/1XrJFPU2gbR0YzKyugold7
5,Lev nu dö sen,Miss Li,1070734,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
6,Godzilla (feat. Juice WRLD),Eminem,1007311,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
7,Dance Monkey,Tones And I,970505,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
8,Mitten av september,Hov1,962988,https://open.spotify.com/track/7jjLKYImKi4sXsvPKwLoRq
9,The Box,Roddy Ricch,884249,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
10,Tills mitt hjärta går under,Myra Granberg,870206,https://open.spotify.com/track/71q2qYTo4BzqNGpy5S7vV3
11,XO,Yasin,865652,https://open.spotify.com/track/0JyOOPqNSdhIC7VrxrRNGt
12,GFLOW,Z.E,861414,https://open.spotify.com/track/684jrXb96qFbfvBFkLJ08d
13,PIPPI,Dree Low,783666,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
14,No Cap,Adel,724403,https://open.spotify.com/track/3G69nPByVZKPtgsesLKbx4
15,PT:1,Yasin,656942,https://open.spotify.com/track/0peCogN4G8UuuhSB9jPUnN
16,The Dirt,Benjamin Ingrosso,631818,https://open.spotify.com/track/4sPZ6euGsdJxOE37TeF4MD
17,Första klivet,Lellow,624655,https://open.spotify.com/track/3rUb2v8JnqDwcQ3v3Yr057
18,everything i wanted,Billie Eilish,594406,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
19,FÖRSENT,1.Cuz,585633,https://open.spotify.com/track/6mDcLPGVCmdhMN4gBzNb7s
20,Someone You Loved,Lewis Capaldi,570305,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
21,Yummy,Justin Bieber,569150,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
22,Bra för dig,estraden,562512,https://open.spotify.com/track/3YCAQEpuFtgVVhEDJsW3gQ
23,Det svåraste,estraden,561635,https://open.spotify.com/track/7Do7xOZdSa9a41RbBFORwe
24,What If I Told You That I Love You,Ali Gatie,545110,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
25,Falling,Trevor Daniel,541487,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
