,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Svag,Victor Leksell,2248356,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
2,Blinding Lights,The Weeknd,1570280,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
3,No Time To Die,Billie Eilish,979025,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
4,Lev nu dö sen,Miss Li,924088,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
5,Tills mitt hjärta går under,Myra Granberg,848347,https://open.spotify.com/track/71q2qYTo4BzqNGpy5S7vV3
6,Dance Monkey,Tones And I,832242,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
7,The Box,Roddy Ricch,825146,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
8,ICE CREAM,Greekazo,785020,https://open.spotify.com/track/1XrJFPU2gbR0YzKyugold7
9,Intentions (feat. Quavo),Justin Bieber,762986,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
10,LIGA,Dree Low,703216,https://open.spotify.com/track/5FDc61zaWfH7a9SjQjm8a9
11,Sci-fi,Adel,689757,https://open.spotify.com/track/1JEVK6gqfGPM5CIhGyIVnI
12,Forever (feat. Post Malone & Clever),Justin Bieber,670731,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
13,Forever Yours - Avicii Tribute,Kygo,662299,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
14,E (Ventex),Albatraoz,640438,https://open.spotify.com/track/0nZPJ83AFwWPNSMrS2Jr5J
15,PIPPI,Dree Low,632637,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
16,XO,Yasin,609120,https://open.spotify.com/track/0JyOOPqNSdhIC7VrxrRNGt
17,En säng av rosor,Darin,609095,https://open.spotify.com/track/14eKSIRO006SRXYpfoY8HK
18,Vem e som oss,Anis Don Demina,565905,https://open.spotify.com/track/20052FYa2SF5Lkp9VZTLJX
19,Don't Start Now,Dua Lipa,546047,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
20,everything i wanted,Billie Eilish,530218,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
21,Godzilla (feat. Juice WRLD),Eminem,516862,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
22,14,Asme,514116,https://open.spotify.com/track/7flv48R7F94nRVJgtmOr8A
23,Falling,Trevor Daniel,506737,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
24,No Cap,Adel,505354,https://open.spotify.com/track/3G69nPByVZKPtgsesLKbx4
25,Mitten av september,Hov1,498736,https://open.spotify.com/track/7jjLKYImKi4sXsvPKwLoRq
26,Someone You Loved,Lewis Capaldi,487724,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
27,GFLOW,Z.E,461643,https://open.spotify.com/track/7gMT1TuYIIAYI0LSsiJsow
28,Piga & dräng,Drängarna,452547,https://open.spotify.com/track/0fXANVK5oDCujoed5II6La
29,FÖRSENT,1.Cuz,442513,https://open.spotify.com/track/6mDcLPGVCmdhMN4gBzNb7s
30,If the World Was Ending - feat. Julia Michaels,JP Saxe,440968,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
31,Bra för dig,estraden,433522,https://open.spotify.com/track/3YCAQEpuFtgVVhEDJsW3gQ
32,Goat,Ant Wan,421867,https://open.spotify.com/track/6ujudUrnhMAHu08Nie6klI
33,Salt,Ava Max,418431,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
34,Life Is Good (feat. Drake),Future,415413,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
35,What If I Told You That I Love You,Ali Gatie,414888,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
36,Valhalla,Ringnes-Ronny,411190,https://open.spotify.com/track/1icRHA6kFSipRbZREQPaA0
37,The Dirt,Benjamin Ingrosso,409697,https://open.spotify.com/track/4sPZ6euGsdJxOE37TeF4MD
38,Before You Go,Lewis Capaldi,403420,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
39,Roses - Imanbek Remix,SAINt JHN,402737,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
40,Yummy,Justin Bieber,400205,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
41,bad guy,Billie Eilish,390241,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
42,DANCE,CLMD,388661,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
43,TESLA,Macky,387570,https://open.spotify.com/track/4LZi20EAgNBhTR3OBWLzdr
44,Memories,Maroon 5,386188,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
45,Goliath,Smith & Thell,381026,https://open.spotify.com/track/0z4kyKuFGmUV7WQ7gB1sAp
46,Rolle & PP,KD,378818,https://open.spotify.com/track/5GTf7nUrJb2QCiSWUu5VUD
47,To Die For,Sam Smith,369365,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
48,PT:1,Yasin,366432,https://open.spotify.com/track/0peCogN4G8UuuhSB9jPUnN
49,Första klivet,Lellow,363836,https://open.spotify.com/track/3rUb2v8JnqDwcQ3v3Yr057
50,Bruises,Lewis Capaldi,348269,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
51,ROXANNE,Arizona Zervas,347114,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
52,Ballin,B.Baby,344723,https://open.spotify.com/track/2YCKzTBbZhWOgdfUum6Cjd
53,Det svåraste,estraden,328483,https://open.spotify.com/track/7Do7xOZdSa9a41RbBFORwe
54,Some Say,Nea,322297,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
55,Intro (Vae de frågan om),ADAAM,313048,https://open.spotify.com/track/75o28VLmOKQNhqJVv3lEEC
56,You should be sad,Halsey,308738,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
57,"Rosa himmel (från ""Störst av allt"")",Molly Sandén,306089,https://open.spotify.com/track/3xkGJKpWrn1n6Bk2m84bJP
58,Klär av dig,Victor Leksell,298271,https://open.spotify.com/track/7gt0BOQGPSst4wY6BQoH6u
59,HotSpot,Greekazo,296500,https://open.spotify.com/track/2W9WzW1Ot0YrWpJwWoRRVO
60,BOYS WITH EMOTIONS,FELIX SANDMAN,296116,https://open.spotify.com/track/22K6G9TGc7uYaAao3h6IHA
61,Adore You,Harry Styles,287892,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
62,Talking In My Sleep,Paul Rey,287340,https://open.spotify.com/track/3RDZ1tmyih1KHQMj6gpgD4
63,DAG HAMMARSKJÖLD,Dree Low,279318,https://open.spotify.com/track/5MwNk30sG4xRpsDdUgUwC2
64,Circles,Post Malone,277131,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
65,Gango,Ant Wan,273147,https://open.spotify.com/track/2aLlB7L3D8KkjJ2FPOBzRJ
66,Never Seen the Rain,Tones And I,270023,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
67,Shallow,Lady Gaga,266044,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
