,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Svag,Victor Leksell,1549886,https://open.spotify.com/track/4SS4YfDAEQG0fZAe1xfgn3
2,Blinding Lights,The Weeknd,1230403,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,ROCKSTAR (feat. Roddy Ricch),DaBaby,1172270,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
4,Komplicerad,Miss Li,1092829,https://open.spotify.com/track/29nwG4y9NFmN76yfUfc01d
5,Young & Heartless,Yasin,1004582,https://open.spotify.com/track/6t0YIui8b5Jt8oUVOrmujk
6,Hiphop N RnB,Yasin,946425,https://open.spotify.com/track/5bx4stZRInFwFz40fHDa7h
7,Roses - Imanbek Remix,SAINt JHN,757254,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
8,En säng av rosor,Darin,656341,https://open.spotify.com/track/14eKSIRO006SRXYpfoY8HK
9,Lev nu dö sen,Miss Li,629253,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
10,FIENDES FIENDE,1.Cuz,627015,https://open.spotify.com/track/0o2SP0X1mCByQtkNdNGNnn
11,Savage Love (Laxed - Siren Beat),Jawsh 685,619618,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
12,Kanske var vi rätt bra ändå,Newkid,607334,https://open.spotify.com/track/05HKKlHqE1HJ1oIqXpJ7yI
13,In Your Eyes,The Weeknd,593120,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
14,GOOBA,6ix9ine,564064,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
15,Source Ft Aden,Yasin,559911,https://open.spotify.com/track/6vXi13WQA7ExaAcdTJ26We
16,Lose Somebody,Kygo,537107,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
17,Someone,Jubël,521236,https://open.spotify.com/track/68zNuCEl9UHTbcBltW2uDv
18,Rain On Me (with Ariana Grande),Lady Gaga,518310,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
19,Shelley - Spotify Studio It's Hits Recording (feat. Simon Ljungman),GAMMAL,515766,https://open.spotify.com/track/603Kxiz7PagWpTA4AwWQwf
20,Dance Monkey,Tones And I,512792,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
21,Workin,Yasin,502945,https://open.spotify.com/track/67ttkEO235xJmxhQ9tOM1t
22,Det Kommer Bli Bra,Laleh,487484,https://open.spotify.com/track/4gmkulE2YsAwcvKjXjJlH7
23,Fantasi,Victor Leksell,486481,https://open.spotify.com/track/3ZJiGpzCm9ZlDqp8jNqXFz
24,Sexcigg,Lov1,482781,https://open.spotify.com/track/4GWDWSQiMOVVOFoMSgmids
25,BLod,Asme,479180,https://open.spotify.com/track/0OxluJtZjsOELNSF3UuiFT
26,Ha dig igen,Victor Leksell,469769,https://open.spotify.com/track/6FY1QdP2WeXZ73ERGaSXVN
27,Shampoo,Benjamin Ingrosso,467475,https://open.spotify.com/track/6pk6yfxGcMyeIVqW79iZo1
28,Passa dig,Miriam Bryant,467023,https://open.spotify.com/track/7nHHxCaUfsqeDRfhMDUrA8
29,Watermelon Sugar,Harry Styles,447079,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
30,Sykepleierinnen (Sykehuset 2020),El Papi,438553,https://open.spotify.com/track/0OdiOUBYdTUuw4aMGr1oqP
31,Jag & Du,Ant Wan,435716,https://open.spotify.com/track/3xBeXsxPja17KVm4iL0o06
32,HELA ORTEN DANSAR,Dree Low,434704,https://open.spotify.com/track/7iwCho0zjHkHmkMXEpXI91
33,Mirakel,Kids of revolution,428218,https://open.spotify.com/track/21IFBWRrb0xHProUspYrF2
34,Toosie Slide,Drake,426539,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
35,Kings & Queens,Ava Max,425182,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
36,Salt,Ava Max,421713,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
37,Buzz Light Year,Yasin,415506,https://open.spotify.com/track/45jdzaE7CDUvJoPl3pDvwU
38,PIPPI,Dree Low,407882,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
39,Party Girl,StaySolidRocky,407706,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
40,DIP DIP,Dree Low,404138,https://open.spotify.com/track/1JLzrXRCV1IBnOMdo7cCaM
41,Starkare,Miss Li,399790,https://open.spotify.com/track/3zXw6rU0S9cOfudFiA6FKm
42,ily (i love you baby) (feat. Emilee),Surf Mesa,396318,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
