,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Blinding Lights,The Weeknd,1669161,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
2,Svag,Victor Leksell,1384428,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
3,Komplicerad,Miss Li,1148851,https://open.spotify.com/track/29nwG4y9NFmN76yfUfc01d
4,Toosie Slide,Drake,1095373,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
5,WORKIN,Yasin,1038031,https://open.spotify.com/track/3qaaqQxVCUwwoX4sLQnGpk
6,Roses - Imanbek Remix,SAINt JHN,934969,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
7,DIP DIP,Dree Low,844034,https://open.spotify.com/track/1JLzrXRCV1IBnOMdo7cCaM
8,En säng av rosor,Darin,782051,https://open.spotify.com/track/14eKSIRO006SRXYpfoY8HK
9,In Your Eyes,The Weeknd,752266,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
10,Gav Allt,Jireel,660230,https://open.spotify.com/track/5zRMqUyt8G4Lkfd448pUH1
11,Lev nu dö sen,Miss Li,647432,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
12,Like It Is,Kygo,642098,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
13,Dance Monkey,Tones And I,620997,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
14,Rymden och tillbaka,Einár,611316,https://open.spotify.com/track/6UKGPl3YEvVBOdvtYwt3g4
15,death bed (coffee for your head),Powfu,608113,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
16,Det Kommer Bli Bra,Laleh,601254,https://open.spotify.com/track/4gmkulE2YsAwcvKjXjJlH7
17,724,Ant Wan,600797,https://open.spotify.com/track/3ZZ8CXYM90nGqzFUbYc53j
18,Sverige,Molly Sandén,593111,https://open.spotify.com/track/0U04rQKFeBhMKDOEc8NYjk
19,Apelsinskal (feat. Newkid),Tjuvjakt,580554,https://open.spotify.com/track/4RBuYTb1Ebw9XPJ4JIUDJd
20,Blueberry Faygo,Lil Mosey,550612,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
21,Break My Heart,Dua Lipa,525093,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
22,Freedom,Kygo,514498,https://open.spotify.com/track/5Gj1wG8b12VQdEd3hUuSwo
23,ROCKSTAR (feat. Roddy Ricch),DaBaby,506822,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
24,Don't Start Now,Dua Lipa,495606,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
25,Frank Lucas,Einár,462924,https://open.spotify.com/track/23vFYeIeVGp3HrXvN0ECVQ
26,PIPPI,Dree Low,462406,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
27,Fantasi,Victor Leksell,460999,https://open.spotify.com/track/5RC553zbEFEkfSSxA0slum
28,Kings & Queens,Ava Max,457402,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
29,Nån av oss,Miriam Bryant,449246,https://open.spotify.com/track/3KTPAavMfc8FqtMLAaMXkH
30,Bulletproof,Dotter,430556,https://open.spotify.com/track/4RcEx6TvICENelSh3O7gvu
31,The Box,Roddy Ricch,426876,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
32,Say So,Doja Cat,413943,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
33,I’m Ready (with Demi Lovato),Sam Smith,404543,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
34,SIG SAUER,Dree Low,381688,https://open.spotify.com/track/2ekJoT9zVuRGJWJN1mBceG
35,Someone You Loved,Lewis Capaldi,381351,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
36,Salt,Ava Max,373660,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
37,Tills mitt hjärta går under,Myra Granberg,370599,https://open.spotify.com/track/71q2qYTo4BzqNGpy5S7vV3
38,Supalonely,BENEE,367474,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
39,I'm Coming,Tove Lo,364789,https://open.spotify.com/track/4C6EPWGYM3K3IIv4xzPL2X
40,I'll Wait,Kygo,363486,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
41,Goliath,Smith & Thell,362431,https://open.spotify.com/track/0z4kyKuFGmUV7WQ7gB1sAp
42,För Evigt (feat. estraden),Jireel,361021,https://open.spotify.com/track/6bey7El3agTSzIRaAdjPg1
43,Puss,Ant Wan,351546,https://open.spotify.com/track/0PoPFCqGko4AL75oEvsnyc
44,Bra för dig,estraden,349123,https://open.spotify.com/track/3YCAQEpuFtgVVhEDJsW3gQ
45,"Sunday Best (Feeling Good, Like I Should)",Surfaces,343278,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
46,ICE CREAM,Greekazo,341493,https://open.spotify.com/track/2NuIm7O7WwkRsiQ5K4mbnP
47,Valhalla,Ringnes-Ronny,341458,https://open.spotify.com/track/1icRHA6kFSipRbZREQPaA0
48,Vem e som oss,Anis Don Demina,340609,https://open.spotify.com/track/20052FYa2SF5Lkp9VZTLJX
49,Intentions (feat. Quavo),Justin Bieber,340143,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
50,Talking In My Sleep,Paul Rey,328997,https://open.spotify.com/track/3RDZ1tmyih1KHQMj6gpgD4
51,Skechers,DripReport,310533,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
52,Vilsna själar,Owen,297400,https://open.spotify.com/track/15YqYkW9SgA8p1h4cmYu4m
