,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,XO,Yasin,1161953,https://open.spotify.com/track/0JyOOPqNSdhIC7VrxrRNGt
2,Dance Monkey,Tones And I,1117862,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
3,Lev nu dö sen,Miss Li,1081328,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
4,Blinding Lights,The Weeknd,955867,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
5,PT:1,Yasin,939491,https://open.spotify.com/track/0peCogN4G8UuuhSB9jPUnN
6,PIPPI,Dree Low,722586,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
7,FÖRSENT,1.Cuz,660801,https://open.spotify.com/track/6mDcLPGVCmdhMN4gBzNb7s
8,Not For Sale,Yasin,612151,https://open.spotify.com/track/4URUc2gf1k0kjf7g7EsZV5
9,Someone You Loved,Lewis Capaldi,608705,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
10,DSGIS,Yasin,599387,https://open.spotify.com/track/1ett0ayp7e0sad3oWQtJPQ
11,ROXANNE,Arizona Zervas,595563,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
12,TESLA,Macky,595210,https://open.spotify.com/track/4LZi20EAgNBhTR3OBWLzdr
13,Memories,Maroon 5,582311,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
14,everything i wanted,Billie Eilish,560255,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
15,Falling,Trevor Daniel,543863,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
16,Circles,Post Malone,538030,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
17,Tills mitt hjärta går under,Myra Granberg,521091,https://open.spotify.com/track/71q2qYTo4BzqNGpy5S7vV3
18,No Cap,Adel,520520,https://open.spotify.com/track/3G69nPByVZKPtgsesLKbx4
19,bad guy,Billie Eilish,517588,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
20,Va Mig,Ant Wan,471835,https://open.spotify.com/track/5HsBJenkDnrzim7o7uKwQq
21,"Alone, Pt. II",Alan Walker,466078,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
22,John Snow,Yasin,457668,https://open.spotify.com/track/6fulMfMC4B5S52YaAhdnmF
23,Don't Start Now,Dua Lipa,457053,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
24,HotSpot,Greekazo,449785,https://open.spotify.com/track/2W9WzW1Ot0YrWpJwWoRRVO
25,GFLOW,Z.E,446652,https://open.spotify.com/track/684jrXb96qFbfvBFkLJ08d
26,"Rosa himmel (från ""Störst av allt"")",Molly Sandén,419174,https://open.spotify.com/track/3xkGJKpWrn1n6Bk2m84bJP
27,"Mi Amor (Blåmärkshårt) [feat. Cherrie, Molly Sandén, STOR]",Miriam Bryant,407946,https://open.spotify.com/track/1vmQXaFNMnSEBLTobPwME5
