,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Blinding Lights,The Weeknd,1706790,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
2,Svag,Victor Leksell,1519400,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
3,Komplicerad,Miss Li,1231081,https://open.spotify.com/track/29nwG4y9NFmN76yfUfc01d
4,Gav Allt,Jireel,1187306,https://open.spotify.com/track/5zRMqUyt8G4Lkfd448pUH1
5,Toosie Slide,Drake,1113379,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
6,Rymden och tillbaka,Einár,1091649,https://open.spotify.com/track/6UKGPl3YEvVBOdvtYwt3g4
7,724,Ant Wan,1024108,https://open.spotify.com/track/3ZZ8CXYM90nGqzFUbYc53j
8,DIP DIP,Dree Low,1003985,https://open.spotify.com/track/1JLzrXRCV1IBnOMdo7cCaM
9,Roses - Imanbek Remix,SAINt JHN,999476,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
10,Like It Is,Kygo,922618,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
11,En säng av rosor,Darin,855133,https://open.spotify.com/track/14eKSIRO006SRXYpfoY8HK
12,In Your Eyes,The Weeknd,819577,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
13,Apelsinskal (feat. Newkid),Tjuvjakt,715880,https://open.spotify.com/track/4RBuYTb1Ebw9XPJ4JIUDJd
14,death bed (coffee for your head),Powfu,694366,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
15,Frank Lucas,Einár,685018,https://open.spotify.com/track/23vFYeIeVGp3HrXvN0ECVQ
16,Dance Monkey,Tones And I,679463,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
17,Lev nu dö sen,Miss Li,675911,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
18,Bulletproof,Dotter,648224,https://open.spotify.com/track/4RcEx6TvICENelSh3O7gvu
19,Fantasi,Victor Leksell,598920,https://open.spotify.com/track/5RC553zbEFEkfSSxA0slum
20,Don't Start Now,Dua Lipa,579658,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
21,SIG SAUER,Dree Low,568824,https://open.spotify.com/track/2ekJoT9zVuRGJWJN1mBceG
22,Blueberry Faygo,Lil Mosey,566741,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
23,Vem e som oss,Anis Don Demina,529344,https://open.spotify.com/track/20052FYa2SF5Lkp9VZTLJX
24,The Box,Roddy Ricch,516947,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
25,Madame,Ant Wan,512354,https://open.spotify.com/track/7b9BLva0O3RlUoj7JSYg3o
26,Move,The Mamas,512238,https://open.spotify.com/track/19LiotxKSVs7FeVMEdHz63
27,I'll Wait,Kygo,498433,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
28,I'm Coming,Tove Lo,491222,https://open.spotify.com/track/4C6EPWGYM3K3IIv4xzPL2X
29,PIPPI,Dree Low,486810,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
30,Kings & Queens,Ava Max,469053,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
31,Nån av oss,Miriam Bryant,462957,https://open.spotify.com/track/3KTPAavMfc8FqtMLAaMXkH
32,Tillsammans i mörker,Håkan Hellström,462575,https://open.spotify.com/track/1zG7zVPxYJODZ0Vfic31kR
33,Tills mitt hjärta går under,Myra Granberg,455561,https://open.spotify.com/track/71q2qYTo4BzqNGpy5S7vV3
34,För Evigt (feat. estraden),Jireel,454995,https://open.spotify.com/track/6bey7El3agTSzIRaAdjPg1
35,BIG MAC,Greekazo,454236,https://open.spotify.com/track/4vwpdHr42391exUlkLAQyy
36,Say So,Doja Cat,440788,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
37,Break My Heart,Dua Lipa,427516,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
38,BELIEVE IT,PARTYNEXTDOOR,427128,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
39,Intentions (feat. Quavo),Justin Bieber,419298,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
40,Talking In My Sleep,Paul Rey,416452,https://open.spotify.com/track/3RDZ1tmyih1KHQMj6gpgD4
41,ICE CREAM,Greekazo,414695,https://open.spotify.com/track/2NuIm7O7WwkRsiQ5K4mbnP
42,Supalonely,BENEE,396501,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
43,Someone You Loved,Lewis Capaldi,395496,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
44,"Sunday Best (Feeling Good, Like I Should)",Surfaces,388246,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
45,Bra för dig,estraden,370060,https://open.spotify.com/track/3YCAQEpuFtgVVhEDJsW3gQ
46,Goliath,Smith & Thell,367362,https://open.spotify.com/track/0z4kyKuFGmUV7WQ7gB1sAp
47,Valhalla,Ringnes-Ronny,352748,https://open.spotify.com/track/1icRHA6kFSipRbZREQPaA0
48,Salt,Ava Max,349461,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
49,Skechers,DripReport,347937,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
50,Jag har en fråga,BL,342879,https://open.spotify.com/track/5O8QMtH1VsHCBdMDE14OTz
51,Brave,Hanna Ferm,329507,https://open.spotify.com/track/7oNRF4LJHL5aC2zTU66UN1
52,Fukushima,Ant Wan,320720,https://open.spotify.com/track/2zJmIfPIIEQ4ABpTAqoHpK
53,E (Ventex),Albatraoz,317478,https://open.spotify.com/track/0nZPJ83AFwWPNSMrS2Jr5J
54,Ungen,Stress,314867,https://open.spotify.com/track/4HeXDNi6tZMp419MW8DZqu
55,Annan Kaliber,Ant Wan,309125,https://open.spotify.com/track/0Od5NgewZTlogExXBOX5jC
56,Bang Bang,Ant Wan,308231,https://open.spotify.com/track/7MslSOqqMRX4aUPi0X1H0H
57,Falling,Trevor Daniel,305499,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
58,Heading Home,Alan Walker,303152,https://open.spotify.com/track/22O2Zdfj3jnJZDSzlDMAJp
59,Boss Bitch,Doja Cat,297514,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
