,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Blinding Lights,The Weeknd,1615936,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
2,Svag,Victor Leksell,1517722,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
3,Komplicerad,Miss Li,1168873,https://open.spotify.com/track/29nwG4y9NFmN76yfUfc01d
4,Roses - Imanbek Remix,SAINt JHN,907365,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
5,Toosie Slide,Drake,904597,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
6,Kanske var vi rätt bra ändå,Newkid,873420,https://open.spotify.com/track/1wgHPGGJVV9orCIT99cFMu
7,WORKIN,Yasin,808865,https://open.spotify.com/track/3qaaqQxVCUwwoX4sLQnGpk
8,En säng av rosor,Darin,782046,https://open.spotify.com/track/14eKSIRO006SRXYpfoY8HK
9,DIP DIP,Dree Low,744403,https://open.spotify.com/track/1JLzrXRCV1IBnOMdo7cCaM
10,THE SCOTTS,THE SCOTTS,731769,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
11,In Your Eyes,The Weeknd,729408,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
12,Lev nu dö sen,Miss Li,649222,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
13,Dance Monkey,Tones And I,601871,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
14,ROCKSTAR (feat. Roddy Ricch),DaBaby,569298,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
15,Apelsinskal (feat. Newkid),Tjuvjakt,569243,https://open.spotify.com/track/4RBuYTb1Ebw9XPJ4JIUDJd
16,death bed (coffee for your head),Powfu,565241,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
17,Gav Allt,Jireel,557855,https://open.spotify.com/track/5zRMqUyt8G4Lkfd448pUH1
18,Sverige,Molly Sandén,546412,https://open.spotify.com/track/0U04rQKFeBhMKDOEc8NYjk
19,Like It Is,Kygo,520316,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
20,Blueberry Faygo,Lil Mosey,518116,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
21,Rymden och tillbaka,Einár,486374,https://open.spotify.com/track/6UKGPl3YEvVBOdvtYwt3g4
22,Det Kommer Bli Bra,Laleh,479702,https://open.spotify.com/track/4gmkulE2YsAwcvKjXjJlH7
23,Dansar med mig själv,estraden,470144,https://open.spotify.com/track/11BrVHgleel7NNoPWdGwgl
24,Break My Heart,Dua Lipa,466259,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
25,724,Ant Wan,461538,https://open.spotify.com/track/3ZZ8CXYM90nGqzFUbYc53j
26,Righteous,Juice WRLD,452268,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
27,Nån av oss,Miriam Bryant,451655,https://open.spotify.com/track/3KTPAavMfc8FqtMLAaMXkH
28,PIPPI,Dree Low,451623,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
29,Don't Start Now,Dua Lipa,451182,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
30,Kings & Queens,Ava Max,441468,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
31,Say So,Doja Cat,416225,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
32,Fantasi,Victor Leksell,407620,https://open.spotify.com/track/5RC553zbEFEkfSSxA0slum
33,The Box,Roddy Ricch,396462,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
34,Bulletproof,Dotter,393373,https://open.spotify.com/track/4RcEx6TvICENelSh3O7gvu
35,Someone You Loved,Lewis Capaldi,382256,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
36,Salt,Ava Max,377148,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
37,Frank Lucas,Einár,371648,https://open.spotify.com/track/23vFYeIeVGp3HrXvN0ECVQ
38,Goliath,Smith & Thell,371082,https://open.spotify.com/track/0z4kyKuFGmUV7WQ7gB1sAp
39,Supalonely,BENEE,361741,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
40,Tills mitt hjärta går under,Myra Granberg,361263,https://open.spotify.com/track/71q2qYTo4BzqNGpy5S7vV3
41,Valhalla,Ringnes-Ronny,356581,https://open.spotify.com/track/1icRHA6kFSipRbZREQPaA0
42,Bra för dig,estraden,353820,https://open.spotify.com/track/3YCAQEpuFtgVVhEDJsW3gQ
43,SICKO MODE,Travis Scott,347452,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
44,goosebumps,Travis Scott,336786,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
45,Sykepleierinnen (Sykehuset 2020),El Papi,331544,https://open.spotify.com/track/7DojZJuXe8JNVoesQKsMU1
46,Skechers,DripReport,327053,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
47,"Sunday Best (Feeling Good, Like I Should)",Surfaces,321559,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
48,I'm Coming,Tove Lo,319151,https://open.spotify.com/track/4C6EPWGYM3K3IIv4xzPL2X
49,I'll Wait,Kygo,317969,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
50,Talking In My Sleep,Paul Rey,313681,https://open.spotify.com/track/3RDZ1tmyih1KHQMj6gpgD4
51,Vem e som oss,Anis Don Demina,295150,https://open.spotify.com/track/20052FYa2SF5Lkp9VZTLJX
52,SIG SAUER,Dree Low,289900,https://open.spotify.com/track/2ekJoT9zVuRGJWJN1mBceG
53,För Evigt (feat. estraden),Jireel,287064,https://open.spotify.com/track/6bey7El3agTSzIRaAdjPg1
54,Boss Bitch,Doja Cat,284881,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
55,Freedom,Kygo,284792,https://open.spotify.com/track/5Gj1wG8b12VQdEd3hUuSwo
56,ICE CREAM,Greekazo,283939,https://open.spotify.com/track/2NuIm7O7WwkRsiQ5K4mbnP
57,HIGHEST IN THE ROOM,Travis Scott,280483,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
58,I’m Ready (with Demi Lovato),Sam Smith,279943,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
59,"Rosa himmel (från ""Störst av allt"")",Molly Sandén,274382,https://open.spotify.com/track/3xkGJKpWrn1n6Bk2m84bJP
60,WHATS POPPIN,Jack Harlow,273312,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
61,ily (i love you baby) (feat. Emilee),Surf Mesa,270883,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
62,Intentions (feat. Quavo),Justin Bieber,263227,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
63,Hundra,Adel,261292,https://open.spotify.com/track/2bPzY1cWAMaOuniKXMF2Or
64,Before You Go,Lewis Capaldi,258974,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
65,Thank You [Not So Bad],VIZE,258521,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
66,Savage,Megan Thee Stallion,253964,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
67,Babblarnas vaggvisa,Babblarna,253522,https://open.spotify.com/track/2AfIH7lNuwcbKBBfZH3ks5
68,Rover (feat. DTG),S1mba,253367,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
69,E (Ventex),Albatraoz,252363,https://open.spotify.com/track/0nZPJ83AFwWPNSMrS2Jr5J
70,bad guy,Billie Eilish,246045,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
71,Tillfälligheter,Veronica Maggio,245925,https://open.spotify.com/track/0rBj6lYQUMHwTJ33sdj6Qz
72,If the World Was Ending - feat. Julia Michaels,JP Saxe,243523,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
73,Sånger från förut,GAMMAL,237572,https://open.spotify.com/track/7eXmd9KhEpsvATd568suYZ
74,Automat,Adel,237036,https://open.spotify.com/track/6maXhP8uAVeInx8Axmez0U
75,Falling,Trevor Daniel,233363,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
76,En sista minut,Mares,232683,https://open.spotify.com/track/2voNjIm2S49QlooOIiot19
77,Move,The Mamas,232350,https://open.spotify.com/track/19LiotxKSVs7FeVMEdHz63
78,Vilsna själar,Owen,229844,https://open.spotify.com/track/15YqYkW9SgA8p1h4cmYu4m
79,Circles,Post Malone,228729,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
80,Klär av dig,Victor Leksell,227626,https://open.spotify.com/track/7gt0BOQGPSst4wY6BQoH6u
81,Memories,Maroon 5,218694,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
82,FÖRSENT,1.Cuz,217771,https://open.spotify.com/track/6mDcLPGVCmdhMN4gBzNb7s
83,Shallow,Lady Gaga,215648,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
84,Tillsammans i mörker,Håkan Hellström,214945,https://open.spotify.com/track/1zG7zVPxYJODZ0Vfic31kR
85,Someone,Jubël,213928,https://open.spotify.com/track/68zNuCEl9UHTbcBltW2uDv
86,everything i wanted,Billie Eilish,213597,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
87,XO,Yasin,212687,https://open.spotify.com/track/0JyOOPqNSdhIC7VrxrRNGt
88,Bruises,Lewis Capaldi,211067,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
89,Puss,Ant Wan,210570,https://open.spotify.com/track/0PoPFCqGko4AL75oEvsnyc
90,Higher Love,Kygo,209669,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
91,Astronomia,Vicetone,209056,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
92,Adore You,Harry Styles,207204,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
93,Godzilla (feat. Juice WRLD),Eminem,206748,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
94,Sunnanvind,Mares,206126,https://open.spotify.com/track/4GK4mydvnsodLEHWb4zJV4
95,HotSpot,Greekazo,199651,https://open.spotify.com/track/2YVhM13dAwdW321hNHtDVo
96,Röda himlar,Thomas Stenström,196542,https://open.spotify.com/track/1kgwsfjRZQsySCXNyU8oRM
97,DANCE,CLMD,196439,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
98,ROXANNE,Arizona Zervas,196130,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
99,Mitten av september,Hov1,195033,https://open.spotify.com/track/7jjLKYImKi4sXsvPKwLoRq
100,Chocolate (feat. Fricky),K27,193956,https://open.spotify.com/track/5DiaElhfL5bNmxPyYR5FNe
101,No Cap,Adel,192407,https://open.spotify.com/track/3G69nPByVZKPtgsesLKbx4
102,Brave,Hanna Ferm,190479,https://open.spotify.com/track/7oNRF4LJHL5aC2zTU66UN1
103,TESLA,Macky,190403,https://open.spotify.com/track/4LZi20EAgNBhTR3OBWLzdr
104,Jag Vil Ha Dig,Ringnes-Ronny,188848,https://open.spotify.com/track/0IiWe6NRNBB7QbrCcgUCZX
105,lovely (with Khalid),Billie Eilish,188738,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
106,End of Time,K-391,188496,https://open.spotify.com/track/67O8CWXxPsfz8orZVGMQwf
107,Det bästa kanske inte hänt än,Molly Sandén,188000,https://open.spotify.com/track/7Jtmca0gCNHj9OIvv6N1y3
108,Forever Yours - Avicii Tribute,Kygo,187429,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
109,Hornstullsstrand,Hov1,187298,https://open.spotify.com/track/2kju4JyRnNmiwQYhFrLgKy
110,Hotel Walls,Smith & Thell,186136,https://open.spotify.com/track/7MUUzpdrSa8UUEpyS1dGUq
111,Life Is Good (feat. Drake),Future,184233,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
112,Breaking Me,Topic,183644,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
113,DAG HAMMARSKJÖLD,Dree Low,183246,https://open.spotify.com/track/5MwNk30sG4xRpsDdUgUwC2
114,C'est La Vie,Asme,182851,https://open.spotify.com/track/6W54CskmwH3jKeyG0XEOQJ
115,SOS (feat. Aloe Blacc),Avicii,181380,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
116,Saker som gör ont,Norlie & KKV,181193,https://open.spotify.com/track/19nJ4Tvu8BOwUfzKdWTXHZ
117,Kingdom Come,Anna Bergendahl,180457,https://open.spotify.com/track/0ZoxdGmVIGzxUSi6nkQ98G
118,when the party's over,Billie Eilish,180330,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
119,F.A.M.E (LeyLey),Dani M,179960,https://open.spotify.com/track/1ryW1LqC5VMFJFXd4wIrpf
120,Piga & dräng,Drängarna,178815,https://open.spotify.com/track/0fXANVK5oDCujoed5II6La
121,Let Him Go,JUNG,177138,https://open.spotify.com/track/1cXLNDNwUjFB81anhcsDgo
122,Without You (feat. Sandro Cavazza),Avicii,176619,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL
123,Över dig,Newkid,175651,https://open.spotify.com/track/0BaPvhm5WVzIAsAEI0sbQQ
124,Grown Ups,Ringnes-Ronny,175161,https://open.spotify.com/track/3Rn3gQyNXS3l2Ail9Ag9sr
125,Wake Me Up,Avicii,174522,https://open.spotify.com/track/3B0irDyS69y5eAz15xV2Ee
126,BELIEVE IT,PARTYNEXTDOOR,174296,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
127,All on my mind,Lil Gemi,174226,https://open.spotify.com/track/6PesFS7nL2btxhBiOAXLxS
128,Fingertips,Tom Gregory,174032,https://open.spotify.com/track/0X4hMHBj4Ra6h1tIQGl1CH
129,Goliat,Laleh,173971,https://open.spotify.com/track/7qA8S7mbV9uPy9rFprdN3C
130,I Don't Care (with Justin Bieber),Ed Sheeran,172501,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
131,Hon dansar vidare i livet,Hov1,171662,https://open.spotify.com/track/1aEU7mcRDTYBB4ASpqbjYE
