,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Svag,Victor Leksell,2595084,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
2,Blinding Lights,The Weeknd,1662019,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
3,Lev nu dö sen,Miss Li,982118,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
4,The Box,Roddy Ricch,923886,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
5,Dance Monkey,Tones And I,920219,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
6,Tills mitt hjärta går under,Myra Granberg,905969,https://open.spotify.com/track/71q2qYTo4BzqNGpy5S7vV3
7,ICE CREAM,Greekazo,888981,https://open.spotify.com/track/1XrJFPU2gbR0YzKyugold7
8,Forever Yours - Avicii Tribute,Kygo,825220,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
9,Intentions,Justin Bieber,807125,https://open.spotify.com/track/364dI1bYnvamSnBJ8JcNzN
10,E (Ventex),Albatraoz,731214,https://open.spotify.com/track/0nZPJ83AFwWPNSMrS2Jr5J
11,Sci-fi,Adel,698352,https://open.spotify.com/track/1JEVK6gqfGPM5CIhGyIVnI
12,PIPPI,Dree Low,690530,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
13,XO,Yasin,687075,https://open.spotify.com/track/0JyOOPqNSdhIC7VrxrRNGt
14,14,Asme,681576,https://open.spotify.com/track/7flv48R7F94nRVJgtmOr8A
15,Godzilla (feat. Juice WRLD),Eminem,645392,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
16,Mitten av september,Hov1,625978,https://open.spotify.com/track/7jjLKYImKi4sXsvPKwLoRq
17,No Cap,Adel,583807,https://open.spotify.com/track/3G69nPByVZKPtgsesLKbx4
18,Goat,Ant Wan,580037,https://open.spotify.com/track/6ujudUrnhMAHu08Nie6klI
19,Don't Start Now,Dua Lipa,579472,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
20,everything i wanted,Billie Eilish,546107,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
21,GFLOW,Z.E,541486,https://open.spotify.com/track/684jrXb96qFbfvBFkLJ08d
22,Falling,Trevor Daniel,533733,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
23,En säng av rosor,Darin,523206,https://open.spotify.com/track/14eKSIRO006SRXYpfoY8HK
24,Someone You Loved,Lewis Capaldi,500061,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
25,FÖRSENT,1.Cuz,481055,https://open.spotify.com/track/6mDcLPGVCmdhMN4gBzNb7s
26,Life Is Good (feat. Drake),Future,477120,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
27,Bra för dig,estraden,465133,https://open.spotify.com/track/3YCAQEpuFtgVVhEDJsW3gQ
28,The Dirt,Benjamin Ingrosso,458739,https://open.spotify.com/track/4sPZ6euGsdJxOE37TeF4MD
29,If the World Was Ending - feat. Julia Michaels,JP Saxe,454805,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
30,Valhalla,Ringnes-Ronny,452625,https://open.spotify.com/track/1icRHA6kFSipRbZREQPaA0
31,PT:1,Yasin,441153,https://open.spotify.com/track/0peCogN4G8UuuhSB9jPUnN
32,TESLA,Macky,435298,https://open.spotify.com/track/4LZi20EAgNBhTR3OBWLzdr
33,Salt,Ava Max,433035,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
34,Första klivet,Lellow,431406,https://open.spotify.com/track/3rUb2v8JnqDwcQ3v3Yr057
35,Before You Go,Lewis Capaldi,421288,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
36,What If I Told You That I Love You,Ali Gatie,418834,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
37,Goliath,Smith & Thell,415780,https://open.spotify.com/track/0z4kyKuFGmUV7WQ7gB1sAp
38,Yummy,Justin Bieber,412768,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
39,Memories,Maroon 5,409716,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
40,Rolle & PP,KD,405042,https://open.spotify.com/track/5GTf7nUrJb2QCiSWUu5VUD
41,BOYS WITH EMOTIONS,FELIX SANDMAN,393876,https://open.spotify.com/track/22K6G9TGc7uYaAao3h6IHA
42,Det svåraste,estraden,392589,https://open.spotify.com/track/7Do7xOZdSa9a41RbBFORwe
43,bad guy,Billie Eilish,392533,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
44,DANCE,CLMD,391250,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
45,Roses - Imanbek Remix,SAINt JHN,389694,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
46,ROXANNE,Arizona Zervas,389648,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
47,You should be sad,Halsey,382981,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
48,Bruises,Lewis Capaldi,362446,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
49,Some Say,Nea,358021,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
50,"Rosa himmel (från ""Störst av allt"")",Molly Sandén,348111,https://open.spotify.com/track/3xkGJKpWrn1n6Bk2m84bJP
51,HotSpot,Greekazo,336886,https://open.spotify.com/track/2W9WzW1Ot0YrWpJwWoRRVO
52,Klär av dig,Victor Leksell,334406,https://open.spotify.com/track/7gt0BOQGPSst4wY6BQoH6u
53,DAG HAMMARSKJÖLD,Dree Low,315330,https://open.spotify.com/track/5MwNk30sG4xRpsDdUgUwC2
54,Intro (Vae de frågan om),ADAAM,309320,https://open.spotify.com/track/75o28VLmOKQNhqJVv3lEEC
55,Physical,Dua Lipa,304747,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
56,Talking In My Sleep,Paul Rey,304266,https://open.spotify.com/track/3RDZ1tmyih1KHQMj6gpgD4
