,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Svag,Victor Leksell,1447863,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
2,Blinding Lights,The Weeknd,1398774,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,Komplicerad,Miss Li,1028118,https://open.spotify.com/track/29nwG4y9NFmN76yfUfc01d
4,Roses - Imanbek Remix,SAINt JHN,822529,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
5,Kanske var vi rätt bra ändå,Newkid,818736,https://open.spotify.com/track/1wgHPGGJVV9orCIT99cFMu
6,Toosie Slide,Drake,768198,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
7,En säng av rosor,Darin,717764,https://open.spotify.com/track/14eKSIRO006SRXYpfoY8HK
8,ROCKSTAR (feat. Roddy Ricch),DaBaby,705338,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
9,THE SCOTTS,THE SCOTTS,682764,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
10,Sexcigg,Lov1,675982,https://open.spotify.com/track/4GWDWSQiMOVVOFoMSgmids
11,DIP DIP,Dree Low,659616,https://open.spotify.com/track/1JLzrXRCV1IBnOMdo7cCaM
12,In Your Eyes,The Weeknd,642806,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
13,WORKIN,Yasin,641651,https://open.spotify.com/track/3qaaqQxVCUwwoX4sLQnGpk
14,Lev nu dö sen,Miss Li,579131,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
15,Dance Monkey,Tones And I,546272,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
16,death bed (coffee for your head),Powfu,507258,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
17,Apelsinskal (feat. Newkid),Tjuvjakt,486988,https://open.spotify.com/track/4RBuYTb1Ebw9XPJ4JIUDJd
18,Gav Allt,Jireel,478736,https://open.spotify.com/track/5zRMqUyt8G4Lkfd448pUH1
19,Sverige,Molly Sandén,457627,https://open.spotify.com/track/0U04rQKFeBhMKDOEc8NYjk
20,Blueberry Faygo,Lil Mosey,450801,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
21,PIPPI,Dree Low,442912,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
22,Sykepleierinnen (Sykehuset 2020),El Papi,441782,https://open.spotify.com/track/0OdiOUBYdTUuw4aMGr1oqP
23,Like It Is,Kygo,438774,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
24,Nån av oss,Miriam Bryant,421312,https://open.spotify.com/track/3KTPAavMfc8FqtMLAaMXkH
25,Rymden och tillbaka,Einár,414680,https://open.spotify.com/track/6UKGPl3YEvVBOdvtYwt3g4
26,Det Kommer Bli Bra,Laleh,408555,https://open.spotify.com/track/4gmkulE2YsAwcvKjXjJlH7
27,Break My Heart,Dua Lipa,398674,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
28,Don't Start Now,Dua Lipa,397819,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
29,Kings & Queens,Ava Max,382053,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
30,Fantasi,Victor Leksell,381076,https://open.spotify.com/track/5RC553zbEFEkfSSxA0slum
31,Kärt återseende,Tjuvjakt,371501,https://open.spotify.com/track/7DCucMNj9riuiPKRgho4PL
32,Dansar med mig själv,estraden,368458,https://open.spotify.com/track/11BrVHgleel7NNoPWdGwgl
33,Dom får mig aldrig levande (feat. Thomas Stenström),Petter,359543,https://open.spotify.com/track/5VabwTVAE28HA5d3W5ftAj
34,Rover (feat. DTG),S1mba,359063,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
35,Someone You Loved,Lewis Capaldi,357228,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
