,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Svag,Victor Leksell,1407842,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
2,Young & Heartless,Yasin,1363337,https://open.spotify.com/track/6t0YIui8b5Jt8oUVOrmujk
3,Blinding Lights,The Weeknd,1337834,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
4,ROCKSTAR (feat. Roddy Ricch),DaBaby,1294293,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
5,Hiphop N RnB,Yasin,1186138,https://open.spotify.com/track/5bx4stZRInFwFz40fHDa7h
6,Komplicerad,Miss Li,1066037,https://open.spotify.com/track/29nwG4y9NFmN76yfUfc01d
7,Source Ft Aden,Yasin,862988,https://open.spotify.com/track/6vXi13WQA7ExaAcdTJ26We
8,Rain On Me (with Ariana Grande),Lady Gaga,780640,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
9,Workin,Yasin,749249,https://open.spotify.com/track/67ttkEO235xJmxhQ9tOM1t
10,Buzz Light Year,Yasin,723494,https://open.spotify.com/track/45jdzaE7CDUvJoPl3pDvwU
11,Roses - Imanbek Remix,SAINt JHN,721908,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
12,Lose Somebody,Kygo,693280,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
13,Kanske var vi rätt bra ändå,Newkid,686183,https://open.spotify.com/track/05HKKlHqE1HJ1oIqXpJ7yI
14,En säng av rosor,Darin,643367,https://open.spotify.com/track/14eKSIRO006SRXYpfoY8HK
15,GOOBA,6ix9ine,642532,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
16,Jag & Du,Ant Wan,630207,https://open.spotify.com/track/3xBeXsxPja17KVm4iL0o06
17,In Your Eyes,The Weeknd,595727,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
18,Lev nu dö sen,Miss Li,588912,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
19,Sexcigg,Lov1,567372,https://open.spotify.com/track/4GWDWSQiMOVVOFoMSgmids
20,Drownin,Yasin,564400,https://open.spotify.com/track/6zShJxDpV9agqgIwINNCgh
21,BLod,Asme,518746,https://open.spotify.com/track/0OxluJtZjsOELNSF3UuiFT
22,Dance Monkey,Tones And I,513843,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
23,Chris Tukker Ft Asme,Yasin,506512,https://open.spotify.com/track/4Z50RvPI081HocPy5SBkPW
24,Spiderman ( Intro ),Yasin,497607,https://open.spotify.com/track/6f1zuPgMf9KtmZYnqEqski
25,Passa dig,Miriam Bryant,487776,https://open.spotify.com/track/7nHHxCaUfsqeDRfhMDUrA8
26,DIP DIP,Dree Low,478318,https://open.spotify.com/track/1JLzrXRCV1IBnOMdo7cCaM
27,Toosie Slide,Drake,474200,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
