,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Svag,Victor Leksell,1959091,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
2,Blinding Lights,The Weeknd,1542253,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
3,Lev nu dö sen,Miss Li,853469,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
4,Vem e som oss,Anis Don Demina,801371,https://open.spotify.com/track/20052FYa2SF5Lkp9VZTLJX
5,Dance Monkey,Tones And I,796766,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
6,The Box,Roddy Ricch,749938,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
7,No Time To Die,Billie Eilish,718462,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
8,Tills mitt hjärta går under,Myra Granberg,705236,https://open.spotify.com/track/71q2qYTo4BzqNGpy5S7vV3
9,After Hours,The Weeknd,691122,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v
10,Brave,Hanna Ferm,685407,https://open.spotify.com/track/7oNRF4LJHL5aC2zTU66UN1
11,Intentions (feat. Quavo),Justin Bieber,662823,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
12,ICE CREAM,Greekazo,654587,https://open.spotify.com/track/1XrJFPU2gbR0YzKyugold7
13,FLYT,Z.E,621409,https://open.spotify.com/track/2y8AsD76fBMipxfs2cxdXV
14,Piga & dräng,Drängarna,617961,https://open.spotify.com/track/0fXANVK5oDCujoed5II6La
15,Bulletproof,Dotter,615756,https://open.spotify.com/track/4RcEx6TvICENelSh3O7gvu
16,PIPPI,Dree Low,584768,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
17,LIGA,Dree Low,580471,https://open.spotify.com/track/5FDc61zaWfH7a9SjQjm8a9
18,E (Ventex),Albatraoz,573312,https://open.spotify.com/track/0nZPJ83AFwWPNSMrS2Jr5J
19,Forever Yours - Avicii Tribute,Kygo,559272,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
20,En säng av rosor,Darin,546194,https://open.spotify.com/track/14eKSIRO006SRXYpfoY8HK
21,Sci-fi,Adel,544904,https://open.spotify.com/track/1JEVK6gqfGPM5CIhGyIVnI
22,Move,The Mamas,531464,https://open.spotify.com/track/19LiotxKSVs7FeVMEdHz63
23,Don't Start Now,Dua Lipa,530572,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
24,Forever (feat. Post Malone & Clever),Justin Bieber,528446,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
25,Kingdom Come,Anna Bergendahl,513786,https://open.spotify.com/track/0ZoxdGmVIGzxUSi6nkQ98G
26,XO,Yasin,502464,https://open.spotify.com/track/0JyOOPqNSdhIC7VrxrRNGt
27,everything i wanted,Billie Eilish,470831,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
28,14,Asme,467205,https://open.spotify.com/track/7flv48R7F94nRVJgtmOr8A
29,Someone You Loved,Lewis Capaldi,460307,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
30,Falling,Trevor Daniel,451320,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
31,No Cap,Adel,446232,https://open.spotify.com/track/3G69nPByVZKPtgsesLKbx4
32,Gango,Ant Wan,440481,https://open.spotify.com/track/2aLlB7L3D8KkjJ2FPOBzRJ
33,Talking In My Sleep,Paul Rey,431942,https://open.spotify.com/track/3RDZ1tmyih1KHQMj6gpgD4
34,Godzilla (feat. Juice WRLD),Eminem,428165,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
35,Mitten av september,Hov1,424072,https://open.spotify.com/track/7jjLKYImKi4sXsvPKwLoRq
36,GFLOW,Z.E,419921,https://open.spotify.com/track/7gMT1TuYIIAYI0LSsiJsow
37,Roses - Imanbek Remix,SAINt JHN,402355,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
38,Bra för dig,estraden,398979,https://open.spotify.com/track/3YCAQEpuFtgVVhEDJsW3gQ
39,FÖRSENT,1.Cuz,396333,https://open.spotify.com/track/6mDcLPGVCmdhMN4gBzNb7s
40,HARRY POTTER,1.Cuz,393871,https://open.spotify.com/track/2TPjbuoxVpOwnkIjsDJbF0
41,Troubled Waters,Victor Crone,392578,https://open.spotify.com/track/1raz4eVynj6vUaJdEDCPcQ
42,DANCE,CLMD,389429,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
43,If the World Was Ending - feat. Julia Michaels,JP Saxe,384030,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
44,Valhalla,Ringnes-Ronny,380886,https://open.spotify.com/track/1icRHA6kFSipRbZREQPaA0
45,Salt,Ava Max,369621,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
46,Before You Go,Lewis Capaldi,365611,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
47,Take A Chance,Robin Bengtsson,364025,https://open.spotify.com/track/3CiXOKYt9tRSLlDnt0Yxew
48,bad guy,Billie Eilish,361221,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
49,Life Is Good (feat. Drake),Future,355804,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
50,The Dirt,Benjamin Ingrosso,344039,https://open.spotify.com/track/4sPZ6euGsdJxOE37TeF4MD
51,PO PO PULL UP,Albin Myers,343745,https://open.spotify.com/track/6MBHUC8RKxwNa4iztDXeJp
52,Memories,Maroon 5,339061,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
53,death bed (coffee for your head),Powfu,338957,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
54,What If I Told You That I Love You,Ali Gatie,337809,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
55,Goliath,Smith & Thell,331444,https://open.spotify.com/track/0z4kyKuFGmUV7WQ7gB1sAp
56,TESLA,Macky,328306,https://open.spotify.com/track/4LZi20EAgNBhTR3OBWLzdr
57,ROXANNE,Arizona Zervas,317727,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
58,Vamos Amigos,Mendez,313090,https://open.spotify.com/track/60Qib6jBxNJGCxVk8mJeRI
59,Molnljus,William Stridh,308363,https://open.spotify.com/track/19rZr2FYtbrkDVYuNkmsjw
60,To Die For,Sam Smith,306920,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
61,Intro,Asme,304856,https://open.spotify.com/track/1SbJBcUW86KgmIfbOOCQAt
62,Rolle & PP,KD,300791,https://open.spotify.com/track/5GTf7nUrJb2QCiSWUu5VUD
63,Goat,Ant Wan,295401,https://open.spotify.com/track/6ujudUrnhMAHu08Nie6klI
64,Första klivet,Lellow,291347,https://open.spotify.com/track/3rUb2v8JnqDwcQ3v3Yr057
65,BOYS WITH EMOTIONS,FELIX SANDMAN,288292,https://open.spotify.com/track/22K6G9TGc7uYaAao3h6IHA
66,Bruises,Lewis Capaldi,287733,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
67,Feel Me,Selena Gomez,287035,https://open.spotify.com/track/6XXYdF6pJR1K3wKvuxmu7n
68,"Rosa himmel (från ""Störst av allt"")",Molly Sandén,286906,https://open.spotify.com/track/3xkGJKpWrn1n6Bk2m84bJP
69,Yummy,Justin Bieber,285510,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
70,PT:1,Yasin,279833,https://open.spotify.com/track/0peCogN4G8UuuhSB9jPUnN
71,Ballerina,Malou Prytz,278272,https://open.spotify.com/track/5WlRSquSKNju4JEHkJ9Xh6
72,Klär av dig,Victor Leksell,276415,https://open.spotify.com/track/7gt0BOQGPSst4wY6BQoH6u
73,Winners,Mohombi,274282,https://open.spotify.com/track/0vqrCGQwn2B8p5u1ZIFDbo
74,HotSpot,Greekazo,274231,https://open.spotify.com/track/2W9WzW1Ot0YrWpJwWoRRVO
75,Adore You,Harry Styles,271622,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
76,Circles,Post Malone,265936,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
77,Det svåraste,estraden,264450,https://open.spotify.com/track/7Do7xOZdSa9a41RbBFORwe
78,You should be sad,Halsey,259817,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
79,DAG HAMMARSKJÖLD,Dree Low,259484,https://open.spotify.com/track/5MwNk30sG4xRpsDdUgUwC2
80,Ballin,B.Baby,257204,https://open.spotify.com/track/2YCKzTBbZhWOgdfUum6Cjd
81,BONANZA,Z.E,255068,https://open.spotify.com/track/7IAu0glpPI7clkQvJPPPQG
82,Thank You [Not So Bad],VIZE,253990,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
83,Say So,Doja Cat,251100,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
84,Shallow,Lady Gaga,250536,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
85,Some Say,Nea,246486,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
86,Tillfälligheter,Veronica Maggio,246416,https://open.spotify.com/track/0rBj6lYQUMHwTJ33sdj6Qz
87,Never Seen the Rain,Tones And I,244718,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
88,Babblarnas vaggvisa,Babblarna,243967,https://open.spotify.com/track/2AfIH7lNuwcbKBBfZH3ks5
89,"Alone, Pt. II",Alan Walker,243930,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
90,Om du tror att jag saknar dig,Jakob Karlberg,242280,https://open.spotify.com/track/7Kroi87Ps4ScVoLJ6Q0Aea
91,I Don't Care (with Justin Bieber),Ed Sheeran,239601,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
92,"Sunday Best (Feeling Good, Like I Should)",Surfaces,234624,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
93,Katedral,GAMMAL,231870,https://open.spotify.com/track/0lsm0hlOHc2CuaU9QLb65H
94,when the party's over,Billie Eilish,229387,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
95,Physical,Dua Lipa,229351,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
96,Blueberry Faygo,Lil Mosey,228649,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
97,"Mi Amor (Blåmärkshårt) [feat. Cherrie, Molly Sandén, STOR]",Miriam Bryant,228033,https://open.spotify.com/track/1vmQXaFNMnSEBLTobPwME5
98,Lose Control,MEDUZA,225749,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
99,RÄKNA MINA DAGAR,1.Cuz,221911,https://open.spotify.com/track/39YxFKLZ1xbu1f9gQiwkFz
100,Lila,Asme,220497,https://open.spotify.com/track/3JjsTTUgaPdLlLKtKL7OD0
101,Higher Love,Kygo,219071,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
102,Shout It Out,Mariette,218555,https://open.spotify.com/track/1GyUkIDUXbZ7xyi57Dn50v
103,Señorita,Shawn Mendes,218533,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
104,Va Mig,Ant Wan,213687,https://open.spotify.com/track/5HsBJenkDnrzim7o7uKwQq
105,Dum,Omar Rudberg,212845,https://open.spotify.com/track/3pmw6jRTX2x39kI9PJ79dM
106,Sånger från förut,GAMMAL,206306,https://open.spotify.com/track/7eXmd9KhEpsvATd568suYZ
107,Det bästa kanske inte hänt än,Molly Sandén,206231,https://open.spotify.com/track/7Jtmca0gCNHj9OIvv6N1y3
108,DSGIS,Yasin,202257,https://open.spotify.com/track/1ett0ayp7e0sad3oWQtJPQ
109,SUPERSTAR,Z.E,201856,https://open.spotify.com/track/5YW1JsnIIa8G8xDXBQxKiM
110,Beautiful People (feat. Khalid),Ed Sheeran,201513,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
111,SOS (feat. Aloe Blacc),Avicii,200108,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
112,Vem e du,Asme,197948,https://open.spotify.com/track/0ul3uDADDPVmR9mo67O9mP
