,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Svag,Victor Leksell,1556944,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
2,DIP DIP,Dree Low,1390135,https://open.spotify.com/track/1JLzrXRCV1IBnOMdo7cCaM
3,Blinding Lights,The Weeknd,1263979,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
4,Move,The Mamas,1076822,https://open.spotify.com/track/19LiotxKSVs7FeVMEdHz63
5,Fantasi,Victor Leksell,1057900,https://open.spotify.com/track/5RC553zbEFEkfSSxA0slum
6,Bulletproof,Dotter,1050413,https://open.spotify.com/track/4RcEx6TvICENelSh3O7gvu
7,Frank Lucas,Einár,1034423,https://open.spotify.com/track/23vFYeIeVGp3HrXvN0ECVQ
8,Komplicerad,Miss Li,998502,https://open.spotify.com/track/29nwG4y9NFmN76yfUfc01d
9,Vem e som oss,Anis Don Demina,957611,https://open.spotify.com/track/20052FYa2SF5Lkp9VZTLJX
10,För Evigt (feat. estraden),Jireel,722999,https://open.spotify.com/track/6bey7El3agTSzIRaAdjPg1
11,Brave,Hanna Ferm,696628,https://open.spotify.com/track/7oNRF4LJHL5aC2zTU66UN1
12,Talking In My Sleep,Paul Rey,696210,https://open.spotify.com/track/3RDZ1tmyih1KHQMj6gpgD4
13,Lev nu dö sen,Miss Li,681351,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
14,En säng av rosor,Darin,661592,https://open.spotify.com/track/14eKSIRO006SRXYpfoY8HK
15,Dance Monkey,Tones And I,651053,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
16,The Box,Roddy Ricch,612683,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
17,Nån av oss,Miriam Bryant,599915,https://open.spotify.com/track/3KTPAavMfc8FqtMLAaMXkH
18,Kingdom Come,Anna Bergendahl,588197,https://open.spotify.com/track/0ZoxdGmVIGzxUSi6nkQ98G
19,death bed (coffee for your head),Powfu,584893,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
20,Tills mitt hjärta går under,Myra Granberg,569420,https://open.spotify.com/track/71q2qYTo4BzqNGpy5S7vV3
21,Roses - Imanbek Remix,SAINt JHN,509999,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
22,Don't Start Now,Dua Lipa,502246,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
23,PIPPI,Dree Low,487619,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
24,PIKACHU,Dree Low,470670,https://open.spotify.com/track/2IjVFm1CnORhXtsm1QkV0i
25,BODEGA,Dree Low,459820,https://open.spotify.com/track/2kvosgTUCQZhA0LBJbZnXH
26,Vamos Amigos,Mendez,453988,https://open.spotify.com/track/60Qib6jBxNJGCxVk8mJeRI
27,Saker som gör ont,Norlie & KKV,440047,https://open.spotify.com/track/19nJ4Tvu8BOwUfzKdWTXHZ
28,LIGA,Dree Low,439721,https://open.spotify.com/track/6obFuCsiq9EwbbqOekEJbA
29,ICE CREAM,Greekazo,430873,https://open.spotify.com/track/1XrJFPU2gbR0YzKyugold7
30,Someone You Loved,Lewis Capaldi,418436,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
31,Piga & dräng,Drängarna,410803,https://open.spotify.com/track/0fXANVK5oDCujoed5II6La
32,E (Ventex),Albatraoz,410513,https://open.spotify.com/track/0nZPJ83AFwWPNSMrS2Jr5J
33,Intentions (feat. Quavo),Justin Bieber,409620,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
34,FLYT,Z.E,407509,https://open.spotify.com/track/2y8AsD76fBMipxfs2cxdXV
35,HASTA LUEGO,Dree Low,406205,https://open.spotify.com/track/0M726bnQHmfXlrGfeIDvqO
36,Take A Chance,Robin Bengtsson,401485,https://open.spotify.com/track/3CiXOKYt9tRSLlDnt0Yxew
37,BOYS WITH EMOTIONS,FELIX SANDMAN,393096,https://open.spotify.com/track/22K6G9TGc7uYaAao3h6IHA
38,Forever Yours - Avicii Tribute,Kygo,383440,https://open.spotify.com/track/4AGRx6BoFITHXNzWjaGpEK
39,WHAT WHAT,Dree Low,382973,https://open.spotify.com/track/2a42lMOP1gClRCAuGvnvme
40,Lila,Asme,381362,https://open.spotify.com/track/3JjsTTUgaPdLlLKtKL7OD0
41,Bra för dig,estraden,379578,https://open.spotify.com/track/3YCAQEpuFtgVVhEDJsW3gQ
42,Godzilla (feat. Juice WRLD),Eminem,379307,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
43,I MADE IT,Dree Low,378720,https://open.spotify.com/track/6ITiyqbR68qmGr5bBwJ99a
44,Kings & Queens,Ava Max,369947,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
45,Troubled Waters,Victor Crone,347841,https://open.spotify.com/track/1raz4eVynj6vUaJdEDCPcQ
46,No Time To Die,Billie Eilish,343857,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
47,OUTRO,Dree Low,342790,https://open.spotify.com/track/2eNLhBTNQoNFnLUAqz9xdJ
48,Supalonely,BENEE,338143,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
49,Falling,Trevor Daniel,335429,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
50,THE TEAM,Dree Low,332455,https://open.spotify.com/track/6k4RpBGiOISJxxX3Le0Rh6
51,KAPABEL 3,Dree Low,328799,https://open.spotify.com/track/66t7aHdbaIEoAr6k2Tlgl4
52,Say So,Doja Cat,324436,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
53,Valhalla,Ringnes-Ronny,311959,https://open.spotify.com/track/1icRHA6kFSipRbZREQPaA0
54,SOLSIDAN,Dree Low,298846,https://open.spotify.com/track/0cCKdE4DjPA8evrZruDLpp
55,"Sunday Best (Feeling Good, Like I Should)",Surfaces,292895,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
56,No Cap,Adel,292716,https://open.spotify.com/track/3G69nPByVZKPtgsesLKbx4
57,Blueberry Faygo,Lil Mosey,286863,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
58,XO,Yasin,286157,https://open.spotify.com/track/0JyOOPqNSdhIC7VrxrRNGt
59,FÖRSENT,1.Cuz,285238,https://open.spotify.com/track/6mDcLPGVCmdhMN4gBzNb7s
60,Intro,Asme,279692,https://open.spotify.com/track/1SbJBcUW86KgmIfbOOCQAt
61,everything i wanted,Billie Eilish,279501,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
62,bad guy,Billie Eilish,277483,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
63,Thank You [Not So Bad],VIZE,277361,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
64,Goliath,Smith & Thell,276544,https://open.spotify.com/track/0z4kyKuFGmUV7WQ7gB1sAp
65,Sci-fi,Adel,275987,https://open.spotify.com/track/1JEVK6gqfGPM5CIhGyIVnI
66,Mitten av september,Hov1,275971,https://open.spotify.com/track/7jjLKYImKi4sXsvPKwLoRq
67,BUGS BUNNY,Dree Low,275569,https://open.spotify.com/track/3GgMVwiFaQonxnA7PoR5hM
68,To Die For,Sam Smith,272917,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
69,Salt,Ava Max,272253,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
70,End of Time,K-391,270890,https://open.spotify.com/track/67O8CWXxPsfz8orZVGMQwf
71,DANCE,CLMD,270611,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
72,Circles,Post Malone,270574,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
73,"Rosa himmel (från ""Störst av allt"")",Molly Sandén,265906,https://open.spotify.com/track/3xkGJKpWrn1n6Bk2m84bJP
