,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Svag,Victor Leksell,1780058,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
2,Blinding Lights,The Weeknd,1416625,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
3,Vem e som oss,Anis Don Demina,1044132,https://open.spotify.com/track/20052FYa2SF5Lkp9VZTLJX
4,Bulletproof,Dotter,970323,https://open.spotify.com/track/4RcEx6TvICENelSh3O7gvu
5,Brave,Hanna Ferm,936342,https://open.spotify.com/track/7oNRF4LJHL5aC2zTU66UN1
6,Lev nu dö sen,Miss Li,796927,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
7,Move,The Mamas,774706,https://open.spotify.com/track/19LiotxKSVs7FeVMEdHz63
8,Dance Monkey,Tones And I,747932,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
9,Intro,Asme,744412,https://open.spotify.com/track/1SbJBcUW86KgmIfbOOCQAt
10,Talking In My Sleep,Paul Rey,737258,https://open.spotify.com/track/3RDZ1tmyih1KHQMj6gpgD4
11,Lila,Asme,725400,https://open.spotify.com/track/3JjsTTUgaPdLlLKtKL7OD0
12,Kingdom Come,Anna Bergendahl,698976,https://open.spotify.com/track/0ZoxdGmVIGzxUSi6nkQ98G
13,Piga & dräng,Drängarna,687593,https://open.spotify.com/track/0fXANVK5oDCujoed5II6La
14,The Box,Roddy Ricch,687475,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
15,Tills mitt hjärta går under,Myra Granberg,635391,https://open.spotify.com/track/71q2qYTo4BzqNGpy5S7vV3
16,Komplicerad,Miss Li,602533,https://open.spotify.com/track/29nwG4y9NFmN76yfUfc01d
17,ICE CREAM,Greekazo,581790,https://open.spotify.com/track/1XrJFPU2gbR0YzKyugold7
18,En säng av rosor,Darin,564373,https://open.spotify.com/track/14eKSIRO006SRXYpfoY8HK
19,PIPPI,Dree Low,554994,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
20,Intentions (feat. Quavo),Justin Bieber,547944,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
21,Take A Chance,Robin Bengtsson,545782,https://open.spotify.com/track/3CiXOKYt9tRSLlDnt0Yxew
22,E (Ventex),Albatraoz,530670,https://open.spotify.com/track/0nZPJ83AFwWPNSMrS2Jr5J
23,No Time To Die,Billie Eilish,524544,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
24,FLYT,Z.E,510299,https://open.spotify.com/track/2y8AsD76fBMipxfs2cxdXV
25,Don't Start Now,Dua Lipa,507595,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
26,Stupid Love,Lady Gaga,505603,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
27,Troubled Waters,Victor Crone,505463,https://open.spotify.com/track/1raz4eVynj6vUaJdEDCPcQ
28,Forever Yours - Avicii Tribute,Kygo,495291,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
29,Vamos Amigos,Mendez,485043,https://open.spotify.com/track/60Qib6jBxNJGCxVk8mJeRI
30,Someone You Loved,Lewis Capaldi,443844,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
31,LIGA,Dree Low,441325,https://open.spotify.com/track/5FDc61zaWfH7a9SjQjm8a9
32,Roses - Imanbek Remix,SAINt JHN,440161,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
33,death bed (coffee for your head),Powfu,439406,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
34,14,Asme,438485,https://open.spotify.com/track/7flv48R7F94nRVJgtmOr8A
35,Sci-fi,Adel,434111,https://open.spotify.com/track/1JEVK6gqfGPM5CIhGyIVnI
36,After Hours,The Weeknd,428954,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v
37,BOYS WITH EMOTIONS,FELIX SANDMAN,422173,https://open.spotify.com/track/22K6G9TGc7uYaAao3h6IHA
38,XO,Yasin,412286,https://open.spotify.com/track/0JyOOPqNSdhIC7VrxrRNGt
39,No Cap,Adel,410969,https://open.spotify.com/track/3G69nPByVZKPtgsesLKbx4
40,Falling,Trevor Daniel,410063,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
41,everything i wanted,Billie Eilish,403779,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
42,Forever (feat. Post Malone & Clever),Justin Bieber,402490,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
43,Winners,Mohombi,397615,https://open.spotify.com/track/0vqrCGQwn2B8p5u1ZIFDbo
