,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Svag,Victor Leksell,1456764,https://open.spotify.com/track/5SY5BWTxbDqFouuAdelFV9
2,Blinding Lights,The Weeknd,1433420,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,DIP DIP,Dree Low,1204670,https://open.spotify.com/track/1JLzrXRCV1IBnOMdo7cCaM
4,Komplicerad,Miss Li,1197851,https://open.spotify.com/track/29nwG4y9NFmN76yfUfc01d
5,Frank Lucas,Einár,979109,https://open.spotify.com/track/23vFYeIeVGp3HrXvN0ECVQ
6,Bulletproof,Dotter,844706,https://open.spotify.com/track/4RcEx6TvICENelSh3O7gvu
7,In Your Eyes,The Weeknd,840988,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
8,Fantasi,Victor Leksell,782639,https://open.spotify.com/track/5RC553zbEFEkfSSxA0slum
9,Move,The Mamas,778732,https://open.spotify.com/track/19LiotxKSVs7FeVMEdHz63
10,Vem e som oss,Anis Don Demina,746203,https://open.spotify.com/track/20052FYa2SF5Lkp9VZTLJX
11,Roses - Imanbek Remix,SAINt JHN,742420,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
12,I'm Coming,Tove Lo,736625,https://open.spotify.com/track/4C6EPWGYM3K3IIv4xzPL2X
13,En säng av rosor,Darin,700354,https://open.spotify.com/track/14eKSIRO006SRXYpfoY8HK
14,Lev nu dö sen,Miss Li,691475,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
15,Dance Monkey,Tones And I,658196,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
16,death bed (coffee for your head),Powfu,651773,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
17,The Box,Roddy Ricch,599113,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
18,För Evigt (feat. estraden),Jireel,594234,https://open.spotify.com/track/6bey7El3agTSzIRaAdjPg1
19,Tills mitt hjärta går under,Myra Granberg,538851,https://open.spotify.com/track/71q2qYTo4BzqNGpy5S7vV3
20,Talking In My Sleep,Paul Rey,524796,https://open.spotify.com/track/3RDZ1tmyih1KHQMj6gpgD4
21,Brave,Hanna Ferm,515742,https://open.spotify.com/track/7oNRF4LJHL5aC2zTU66UN1
22,Ungen,Stress,511111,https://open.spotify.com/track/0GLQ2poxkBIuJoEG8B1JWP
23,Nån av oss,Miriam Bryant,506074,https://open.spotify.com/track/3KTPAavMfc8FqtMLAaMXkH
24,Don't Start Now,Dua Lipa,495980,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
25,PIPPI,Dree Low,490221,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
26,Intentions (feat. Quavo),Justin Bieber,476132,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
27,Kingdom Come,Anna Bergendahl,446529,https://open.spotify.com/track/0ZoxdGmVIGzxUSi6nkQ98G
28,Kings & Queens,Ava Max,445219,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
29,After Hours,The Weeknd,434742,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
30,Say So,Doja Cat,425172,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
31,Someone You Loved,Lewis Capaldi,410713,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
32,"Sunday Best (Feeling Good, Like I Should)",Surfaces,401952,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
33,ICE CREAM,Greekazo,400189,https://open.spotify.com/track/1XrJFPU2gbR0YzKyugold7
34,What It Is (feat. Dree Low),K27,381575,https://open.spotify.com/track/4i5iHHHnpf3LatlTEx4rKw
35,Jag har en fråga,BL,377967,https://open.spotify.com/track/5O8QMtH1VsHCBdMDE14OTz
36,Supalonely,BENEE,376565,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
37,E (Ventex),Albatraoz,368545,https://open.spotify.com/track/0nZPJ83AFwWPNSMrS2Jr5J
38,Bra för dig,estraden,366763,https://open.spotify.com/track/3YCAQEpuFtgVVhEDJsW3gQ
39,Godzilla (feat. Juice WRLD),Eminem,356643,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
40,FLYT,Z.E,355538,https://open.spotify.com/track/2y8AsD76fBMipxfs2cxdXV
41,Hardest To Love,The Weeknd,347828,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX
42,Scared To Live,The Weeknd,345934,https://open.spotify.com/track/4BGZF4oLbTL0pWm7C18pbv
43,Forever Yours - Avicii Tribute,Kygo,342955,https://open.spotify.com/track/4AGRx6BoFITHXNzWjaGpEK
44,Piga & dräng,Drängarna,337264,https://open.spotify.com/track/0fXANVK5oDCujoed5II6La
45,Vamos Amigos,Mendez,337004,https://open.spotify.com/track/60Qib6jBxNJGCxVk8mJeRI
46,Goliath,Smith & Thell,333172,https://open.spotify.com/track/0z4kyKuFGmUV7WQ7gB1sAp
47,Valhalla,Ringnes-Ronny,324769,https://open.spotify.com/track/1icRHA6kFSipRbZREQPaA0
48,Saker som gör ont,Norlie & KKV,323382,https://open.spotify.com/track/19nJ4Tvu8BOwUfzKdWTXHZ
49,Falling,Trevor Daniel,313761,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
50,Blueberry Faygo,Lil Mosey,303365,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
51,Heartless,The Weeknd,292977,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
52,Alone Again,The Weeknd,292920,https://open.spotify.com/track/6b5P51m8xx2XA6U7sdNZ5E
53,Save Your Tears,The Weeknd,289754,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
54,Lila,Asme,288640,https://open.spotify.com/track/3JjsTTUgaPdLlLKtKL7OD0
55,LIGA,Dree Low,288488,https://open.spotify.com/track/6obFuCsiq9EwbbqOekEJbA
56,Too Late,The Weeknd,288339,https://open.spotify.com/track/2K9Ovn1o2bTGqbsABGC6m3
57,Take A Chance,Robin Bengtsson,284266,https://open.spotify.com/track/3CiXOKYt9tRSLlDnt0Yxew
58,No Time To Die,Billie Eilish,275265,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
59,Salt,Ava Max,272534,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
60,Mitten av september,Hov1,271641,https://open.spotify.com/track/7jjLKYImKi4sXsvPKwLoRq
61,bad guy,Billie Eilish,270536,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
62,PIKACHU,Dree Low,269885,https://open.spotify.com/track/2IjVFm1CnORhXtsm1QkV0i
63,XO,Yasin,269843,https://open.spotify.com/track/0JyOOPqNSdhIC7VrxrRNGt
64,Skechers,DripReport,268229,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
65,DANCE,CLMD,268188,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
66,No Cap,Adel,266615,https://open.spotify.com/track/3G69nPByVZKPtgsesLKbx4
67,Thank You [Not So Bad],VIZE,265286,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
68,BODEGA,Dree Low,264619,https://open.spotify.com/track/2kvosgTUCQZhA0LBJbZnXH
69,End of Time,K-391,261103,https://open.spotify.com/track/67O8CWXxPsfz8orZVGMQwf
70,everything i wanted,Billie Eilish,259705,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
71,"Rosa himmel (från ""Störst av allt"")",Molly Sandén,258882,https://open.spotify.com/track/3xkGJKpWrn1n6Bk2m84bJP
72,FÖRSENT,1.Cuz,257773,https://open.spotify.com/track/6mDcLPGVCmdhMN4gBzNb7s
73,Memories,Maroon 5,257413,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
74,Circles,Post Malone,256571,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
75,BOYS WITH EMOTIONS,FELIX SANDMAN,256424,https://open.spotify.com/track/22K6G9TGc7uYaAao3h6IHA
76,If the World Was Ending - feat. Julia Michaels,JP Saxe,249257,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
77,Klär av dig,Victor Leksell,249012,https://open.spotify.com/track/7gt0BOQGPSst4wY6BQoH6u
78,To Die For,Sam Smith,248933,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
79,Before You Go,Lewis Capaldi,248839,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
80,Snowchild,The Weeknd,245102,https://open.spotify.com/track/3WlbeuhfRSqU7ylK2Ui5U7
81,Bruises,Lewis Capaldi,241656,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
82,Faith,The Weeknd,241599,https://open.spotify.com/track/3orEOtd8CPL8GFlpRpKuoE
83,ROXANNE,Arizona Zervas,240912,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
84,Babblarnas vaggvisa,Babblarna,240693,https://open.spotify.com/track/2AfIH7lNuwcbKBBfZH3ks5
85,TESLA,Macky,240214,https://open.spotify.com/track/4LZi20EAgNBhTR3OBWLzdr
86,Sci-fi,Adel,239852,https://open.spotify.com/track/1JEVK6gqfGPM5CIhGyIVnI
87,KAPABEL 3,Dree Low,238813,https://open.spotify.com/track/66t7aHdbaIEoAr6k2Tlgl4
88,WHAT WHAT,Dree Low,238281,https://open.spotify.com/track/2a42lMOP1gClRCAuGvnvme
89,I MADE IT,Dree Low,235403,https://open.spotify.com/track/6ITiyqbR68qmGr5bBwJ99a
90,1+1 (feat. Råsa),Anis Don Demina,234272,https://open.spotify.com/track/0bNriBzEsG3nL52XqwgVIu
91,Tillfälligheter,Veronica Maggio,233148,https://open.spotify.com/track/0rBj6lYQUMHwTJ33sdj6Qz
92,Troubled Waters,Victor Crone,231313,https://open.spotify.com/track/1raz4eVynj6vUaJdEDCPcQ
93,Adore You,Harry Styles,228192,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
94,SUPERSTAR,Z.E,227193,https://open.spotify.com/track/5YW1JsnIIa8G8xDXBQxKiM
95,Escape From LA,The Weeknd,221929,https://open.spotify.com/track/1sOW4PuG5X3Ie3EXUhAopJ
96,Intro,Asme,219066,https://open.spotify.com/track/1SbJBcUW86KgmIfbOOCQAt
97,Bad Child,Tones And I,218191,https://open.spotify.com/track/1qCmZnC1FUpNgOydIzqIPC
98,Boss Bitch,Doja Cat,217881,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
99,Shallow,Lady Gaga,217276,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
100,DAG HAMMARSKJÖLD,Dree Low,215906,https://open.spotify.com/track/5MwNk30sG4xRpsDdUgUwC2
101,Ingen visste,Aden,211848,https://open.spotify.com/track/4wZpqKYgVyr6wfLxYsvGMv
102,HotSpot,Greekazo,210923,https://open.spotify.com/track/2W9WzW1Ot0YrWpJwWoRRVO
103,Drown (feat. Clinton Kane),Martin Garrix,209689,https://open.spotify.com/track/4RVtBlHFKj51Ipvpfv5ER4
104,HASTA LUEGO,Dree Low,208663,https://open.spotify.com/track/0M726bnQHmfXlrGfeIDvqO
105,Sånger från förut,GAMMAL,207585,https://open.spotify.com/track/7eXmd9KhEpsvATd568suYZ
106,lovely (with Khalid),Billie Eilish,206835,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
107,I Don't Care (with Justin Bieber),Ed Sheeran,205901,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
108,OUTRO,Dree Low,205385,https://open.spotify.com/track/2eNLhBTNQoNFnLUAqz9xdJ
109,Higher Love,Kygo,204888,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
110,GFLOW,Z.E,201200,https://open.spotify.com/track/7gMT1TuYIIAYI0LSsiJsow
111,Stupid Love,Lady Gaga,197381,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
112,Första klivet,Lellow,194989,https://open.spotify.com/track/3rUb2v8JnqDwcQ3v3Yr057
113,Life Is Good (feat. Drake),Future,192374,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
114,Some Say,Nea,190334,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
115,when the party's over,Billie Eilish,186873,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
116,Pilot,Karo x Parana,185872,https://open.spotify.com/track/5xU0ZJLFSvUOMeAza8ejxW
117,Scars,Lukas Graham,185713,https://open.spotify.com/track/0HCjXEQF533z8Z9LuX28cL
118,Everywhere (feat. Maya Avedis),XO Cupid,185398,https://open.spotify.com/track/3sSQDbzb6TrXlsSREouIUk
119,Señorita,Shawn Mendes,184886,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
120,Det bästa kanske inte hänt än,Molly Sandén,183256,https://open.spotify.com/track/7Jtmca0gCNHj9OIvv6N1y3
121,Hornstullsstrand,Hov1,183172,https://open.spotify.com/track/2kju4JyRnNmiwQYhFrLgKy
122,"Mi Amor (Blåmärkshårt) [feat. Cherrie, Molly Sandén, STOR]",Miriam Bryant,181935,https://open.spotify.com/track/1vmQXaFNMnSEBLTobPwME5
123,SOS (feat. Aloe Blacc),Avicii,181403,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
124,THE TEAM,Dree Low,181076,https://open.spotify.com/track/6k4RpBGiOISJxxX3Le0Rh6
125,Äru min nu,Myra Granberg,178968,https://open.spotify.com/track/1bvAJqkJnAO1LJN9zov2kL
126,WHATS POPPIN,Jack Harlow,177805,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
127,Jag Vil Ha Dig,Ringnes-Ronny,177627,https://open.spotify.com/track/0IiWe6NRNBB7QbrCcgUCZX
128,The Dirt,Benjamin Ingrosso,177259,https://open.spotify.com/track/4sPZ6euGsdJxOE37TeF4MD
129,14,Asme,175448,https://open.spotify.com/track/7flv48R7F94nRVJgtmOr8A
130,Let Him Go,JUNG,173230,https://open.spotify.com/track/1cXLNDNwUjFB81anhcsDgo
131,Molnljus,William Stridh,172572,https://open.spotify.com/track/19rZr2FYtbrkDVYuNkmsjw
132,Tappat,Victor Leksell,172147,https://open.spotify.com/track/2jPCvYRyIXQf2if8CTyabC
133,Didn't I,OneRepublic,171721,https://open.spotify.com/track/6ikDZX0oc8EKGj2vdMAEDv
134,Sunnanvind,Mares,170346,https://open.spotify.com/track/4GK4mydvnsodLEHWb4zJV4
135,Kandahar,HAVAL,170048,https://open.spotify.com/track/5uijRx0l5zgXCYz30mLKH2
136,PT:1,Yasin,168272,https://open.spotify.com/track/0peCogN4G8UuuhSB9jPUnN
137,PUTA,Greekazo,168107,https://open.spotify.com/track/3gwSgcqirySsVnUKY7mSVf
138,PO PO PULL UP,Albin Myers,167791,https://open.spotify.com/track/6MBHUC8RKxwNa4iztDXeJp
139,SOLSIDAN,Dree Low,167647,https://open.spotify.com/track/0cCKdE4DjPA8evrZruDLpp
140,Sand,Molly Sandén,166900,https://open.spotify.com/track/7CYKovD8hNKg0w902IASMi
141,Första Klass,Einár,165940,https://open.spotify.com/track/74TEgDsFaq0zMttq1dVuYK
142,Beautiful People (feat. Khalid),Ed Sheeran,165710,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
143,Winners,Mohombi,164640,https://open.spotify.com/track/0vqrCGQwn2B8p5u1ZIFDbo
144,July,Noah Cyrus,164028,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
145,Hon dansar vidare i livet,Hov1,163885,https://open.spotify.com/track/1aEU7mcRDTYBB4ASpqbjYE
146,What If I Told You That I Love You,Ali Gatie,161126,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
147,Då börjar fåglar sjunga,Miss Li,160822,https://open.spotify.com/track/7FemQvLSKHlBYsIM3PoCs8
148,Bro,Lelo,160612,https://open.spotify.com/track/0jngaMh4nKBzquXKeaaYzv
149,RÄKNA MINA DAGAR,1.Cuz,160462,https://open.spotify.com/track/39YxFKLZ1xbu1f9gQiwkFz
150,Repeat After Me (Interlude),The Weeknd,159762,https://open.spotify.com/track/40U8d12pC5UHqmHwXjHjjl
151,Without You (feat. Sandro Cavazza),Avicii,158980,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL
152,Hotel Walls,Smith & Thell,155916,https://open.spotify.com/track/7MUUzpdrSa8UUEpyS1dGUq
153,Ballerina,Malou Prytz,155423,https://open.spotify.com/track/5WlRSquSKNju4JEHkJ9Xh6
154,F.A.M.E (LeyLey),Dani M,154820,https://open.spotify.com/track/1ryW1LqC5VMFJFXd4wIrpf
155,Solen har gått ner,Veronica Maggio,154248,https://open.spotify.com/track/10ylH6P7Lk02UVQbHSLSuJ
156,Dior,Pop Smoke,154158,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
157,Never Seen the Rain,Tones And I,153938,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
158,Va Mig,Ant Wan,153804,https://open.spotify.com/track/5HsBJenkDnrzim7o7uKwQq
159,Wake Me Up,Avicii,152880,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
160,Rude Bwoy,Dani M,152712,https://open.spotify.com/track/5puhBFd3xNwGFnkh5cpaZg
161,CITY OF ANGELS,24kGoldn,152389,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
162,Över dig,Newkid,151354,https://open.spotify.com/track/0BaPvhm5WVzIAsAEI0sbQQ
163,Yummy,Justin Bieber,151070,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
164,Forever (feat. Post Malone & Clever),Justin Bieber,150599,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
165,Vi två,estraden,150329,https://open.spotify.com/track/2ijMtHHR50h8M951kZvYkR
166,BUGS BUNNY,Dree Low,150048,https://open.spotify.com/track/3GgMVwiFaQonxnA7PoR5hM
167,Goat,Ant Wan,149995,https://open.spotify.com/track/6ujudUrnhMAHu08Nie6klI
168,Alla våra smeknamn,Molly Sandén,149923,https://open.spotify.com/track/1yXRbopf6xxpwmbPfolBQo
169,Lose Control,MEDUZA,148378,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
170,Supa,Kuselofte,148216,https://open.spotify.com/track/6vFSpgqf12oqpvn2ABcbQZ
171,Physical,Dua Lipa,148149,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
172,SAME GIRL,Fungz,147703,https://open.spotify.com/track/2iEMVP84Ce3SwMVDSQadj0
173,Blåmärkshårt (Mi Amor),Miriam Bryant,147648,https://open.spotify.com/track/2qKtQuFukH2d0m3FNROcqH
174,Happy Now,Kygo,146775,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
175,"Alone, Pt. II",Alan Walker,145921,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
176,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,145774,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
177,DSGIS,Yasin,145157,https://open.spotify.com/track/1ett0ayp7e0sad3oWQtJPQ
