,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Mitten av september,Hov1,1665174,https://open.spotify.com/track/7jjLKYImKi4sXsvPKwLoRq
2,Blinding Lights,The Weeknd,1370264,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
3,XO,Yasin,1129642,https://open.spotify.com/track/0JyOOPqNSdhIC7VrxrRNGt
4,Dance Monkey,Tones And I,1052629,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,Lev nu dö sen,Miss Li,1031574,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
6,GFLOW,Z.E,969857,https://open.spotify.com/track/684jrXb96qFbfvBFkLJ08d
7,Våra vackra dar,Hov1,934942,https://open.spotify.com/track/3qqZaP3TSW6Rn8rwTBUKIn
8,Svartsjuk,Hov1,931297,https://open.spotify.com/track/3zYkiaVV22ZjeZPS1YrFRa
9,PT:1,Yasin,888116,https://open.spotify.com/track/0peCogN4G8UuuhSB9jPUnN
10,Första klivet,Lellow,876387,https://open.spotify.com/track/3rUb2v8JnqDwcQ3v3Yr057
11,ICE CREAM,Greekazo,829641,https://open.spotify.com/track/1XrJFPU2gbR0YzKyugold7
12,Kära mamma,Hov1,819595,https://open.spotify.com/track/2v9sTeANiy5mh60M9Ne77Q
13,Två sekunder på loftet,Hov1,812580,https://open.spotify.com/track/6VOFDrMvm3JNsfhtJF7J2w
14,The Box,Roddy Ricch,794719,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
15,Yummy,Justin Bieber,782970,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
16,PIPPI,Dree Low,734314,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe
17,Tills mitt hjärta går under,Myra Granberg,716461,https://open.spotify.com/track/71q2qYTo4BzqNGpy5S7vV3
18,MANGO LASSI,Dree Low,656363,https://open.spotify.com/track/2fjYyl87s888GDWsQ4t8nb
19,Brev ifrån en storstad,Hov1,653372,https://open.spotify.com/track/0JClaLB3hKESxc1blSF2R4
