,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,drivers license,Olivia Rodrigo,30433574,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
2,Good Days,SZA,8509564,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
3,Wasted On You,Morgan Wallen,6198233,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3
4,Somebody’s Problem,Morgan Wallen,6064009,https://open.spotify.com/track/42lqBjPYlmL1EXpMDXvhSN
5,34+35,Ariana Grande,5851219,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
6,Mood (feat. iann dior),24kGoldn,5271079,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
7,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,5225242,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
8,Whoopty,CJ,5104142,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
9,Anyone,Justin Bieber,5048192,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
10,WITHOUT YOU,The Kid LAROI,4977676,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
11,positions,Ariana Grande,4862031,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
12,DÁKITI,Bad Bunny,4805000,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
13,Sand In My Boots,Morgan Wallen,4667579,https://open.spotify.com/track/0uRrG2jRR5tuifsYIJHEao
14,Blinding Lights,The Weeknd,4546784,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
15,865,Morgan Wallen,4472000,https://open.spotify.com/track/0sKEilrw1GrBlG6qsTCrP4
16,Levitating (feat. DaBaby),Dua Lipa,4294263,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
17,7 Summers,Morgan Wallen,4252188,https://open.spotify.com/track/4obHzpwGrjoTuZh2DItEMZ
18,Warning,Morgan Wallen,4209165,https://open.spotify.com/track/64SCQtbRtmO28ks1QhS3w5
19,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,4167992,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
20,Therefore I Am,Billie Eilish,4066739,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
21,More Than My Hometown,Morgan Wallen,4051549,https://open.spotify.com/track/5OELUCYgOHKFAvCERnAvfS
22,Best Friend (feat. Doja Cat),Saweetie,3921282,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
23,What You Know Bout Love,Pop Smoke,3896967,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
24,willow,Taylor Swift,3879673,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
25,WAP (feat. Megan Thee Stallion),Cardi B,3864294,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
26,Save Your Tears,The Weeknd,3787739,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
27,Body,Megan Thee Stallion,3785711,https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa
28,Laugh Now Cry Later (feat. Lil Durk),Drake,3757961,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
29,Sweater Weather,The Neighbourhood,3674872,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
30,Cover Me Up,Morgan Wallen,3652437,https://open.spotify.com/track/0mKnuxVkPi5h0kuvZl44VM
31,Still Goin Down,Morgan Wallen,3632999,https://open.spotify.com/track/2Qz8kpCjxulML39zB6gQxY
32,Livin’ The Dream,Morgan Wallen,3607669,https://open.spotify.com/track/3O9lWje3TSupR4vObAg9Yu
33,HOLIDAY,Lil Nas X,3590559,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
