,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,drivers license,Olivia Rodrigo,13880496,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
2,Good Days,SZA,8128775,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
3,Streets,Doja Cat,6814883,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
4,Save Your Tears,The Weeknd,5076773,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
5,Whoopty,CJ,5004925,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
6,Mood (feat. iann dior),24kGoldn,4656206,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
7,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,4546014,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
8,Blinding Lights,The Weeknd,4539225,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
9,DÁKITI,Bad Bunny,4458131,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
10,WITHOUT YOU,The Kid LAROI,4388210,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
11,34+35,Ariana Grande,4358267,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
12,Levitating (feat. DaBaby),Dua Lipa,4210781,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
13,Wasted On You,Morgan Wallen,4017741,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3
14,positions,Ariana Grande,4003587,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
15,Somebody’s Problem,Morgan Wallen,3908144,https://open.spotify.com/track/42lqBjPYlmL1EXpMDXvhSN
16,Best Friend (feat. Doja Cat),Saweetie,3835708,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
17,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,3793883,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
18,Sand In My Boots,Morgan Wallen,3732464,https://open.spotify.com/track/0uRrG2jRR5tuifsYIJHEao
19,Bad Boy (with Young Thug),Juice WRLD,3730134,https://open.spotify.com/track/43CIWpJaJHRcI4mUSjqgc2
20,What You Know Bout Love,Pop Smoke,3580175,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
21,Sweater Weather,The Neighbourhood,3533044,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
22,WAP (feat. Megan Thee Stallion),Cardi B,3478104,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
23,Therefore I Am,Billie Eilish,3462216,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
24,Anyone,Justin Bieber,3378894,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
25,Laugh Now Cry Later (feat. Lil Durk),Drake,3368169,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
26,Heat Waves,Glass Animals,3287806,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
27,my ex's best friend (with blackbear),Machine Gun Kelly,3284093,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
28,Wishing Well,Juice WRLD,3257858,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
29,Body,Megan Thee Stallion,3201538,https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa
30,All Girls Are The Same,Juice WRLD,3162326,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
31,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,3074693,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
32,you broke me first,Tate McRae,3029459,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
33,More Than My Hometown,Morgan Wallen,2995728,https://open.spotify.com/track/5OELUCYgOHKFAvCERnAvfS
34,7 Summers,Morgan Wallen,2986990,https://open.spotify.com/track/4obHzpwGrjoTuZh2DItEMZ
35,ROCKSTAR (feat. Roddy Ricch),DaBaby,2978254,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
36,"Gravity (feat. Tyler, The Creator)",Brent Faiyaz,2975157,https://open.spotify.com/track/6u3CPnFMKANYgfdiifFOiJ
37,On Me,Lil Baby,2946874,https://open.spotify.com/track/4Iedi94TIaB2GGb1nMB68v
38,Come & Go (with Marshmello),Juice WRLD,2898197,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
39,willow,Taylor Swift,2890122,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
40,Lucid Dreams,Juice WRLD,2851147,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
41,Baila Conmigo (with Rauw Alejandro),Selena Gomez,2829629,https://open.spotify.com/track/0D75ciM842cdUMKSMfAR9y
42,Tyler Herro,Jack Harlow,2825234,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ
43,Blueberry Faygo,Lil Mosey,2751925,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
44,Heather,Conan Gray,2745235,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
45,Robbery,Juice WRLD,2705783,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
46,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,2698619,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2
47,Goosebumps - Remix,Travis Scott,2692152,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
48,HOLIDAY,Lil Nas X,2670692,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
49,Cry Baby (feat. DaBaby),Megan Thee Stallion,2620492,https://open.spotify.com/track/4aarlAfLKVCTxUDNgbwhjH
50,Martin & Gina,Polo G,2539003,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
51,865,Morgan Wallen,2525986,https://open.spotify.com/track/0sKEilrw1GrBlG6qsTCrP4
