,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Mediterranea,Irama,3380273,https://open.spotify.com/track/47xPl1gvgdx4Z9dNUuloPg
2,Polvere (feat. Capo Plaza),Tedua,2793374,https://open.spotify.com/track/0ZzXPo0gS5h718w7WErG44
3,Lo Sai,Tedua,2437106,https://open.spotify.com/track/2fQtrzMUMmnnJ5YxSb55MR
4,Il bacio di Klimt,Emanuele Aloia,2017822,https://open.spotify.com/track/3E1FgPTXX203rgBTD5nlKF
5,Sono un bravo ragazzo un po' fuori di testa,Random,1966084,https://open.spotify.com/track/5EXLYWZGnmYC01H53WUAhi
6,MAMACITA,Black Eyed Peas,1965581,https://open.spotify.com/track/14wf185UxfNbSy8dwt4r4q
7,Party HH - feat. Lazza,Tedua,1959009,https://open.spotify.com/track/61koTDrwN9kZQmDhtH7NpM
8,Good Times,Ghali,1874271,https://open.spotify.com/track/5165XjbVxwq9dQDxNk7hmf
9,"Colori – feat. Rkomi, Lita",Tedua,1831827,https://open.spotify.com/track/1FYMHrbdJxiiF4ur4ZrJy2
10,Manhattan - feat. Wildbandana,Tedua,1790381,https://open.spotify.com/track/1ZfOO2GXFZCNJqZFwsiKRL
11,Vita Vera,Tedua,1602163,https://open.spotify.com/track/16j7FamXFr5OeQPhHwkRqj
12,Spigoli,Carl Brave,1542483,https://open.spotify.com/track/1XQvMjA9IiIx1lAiTHSxQi
13,ELEGANTE (feat. Sfera Ebbasta),DrefGold,1504178,https://open.spotify.com/track/7qADAhkEs9vv3ll4hP8ybC
14,Purple,Tedua,1501412,https://open.spotify.com/track/7vLQn9De3vNvf2NU8dfGzY
15,Mare Mosso - feat. Bresh,Tedua,1469935,https://open.spotify.com/track/4oU7UcbiSaxbU8xQqGdvwS
16,Pour Toujours (feat. Ghali e Dargen D'Amico),Tedua,1423981,https://open.spotify.com/track/1MIVKNoJo0nxQpgMMmGvML
17,"TesTa TrA Le NuVoLE, pT. 2",Alfa,1417626,https://open.spotify.com/track/04UtYEP1Jc0GRxbvH1B6Nk
18,Bro II - feat. Ernia,Tedua,1399482,https://open.spotify.com/track/229LkOXchZzC4DGbi3R3O9
19,Fiori di Chernobyl,Mr.Rain,1383306,https://open.spotify.com/track/54PxYcGpSUCmlpGdFGTaYR
20,ROCKSTAR (feat. Roddy Ricch),DaBaby,1359568,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
21,Roses - Imanbek Remix,SAINt JHN,1333174,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
22,Lo-fi Wuhan,Tedua,1323803,https://open.spotify.com/track/17z50d3CxHHNuW9muZfifX
23,Nena (feat. Geolier & Andry The Hitmaker),Boro Boro,1312968,https://open.spotify.com/track/6TEPwGCSq4XGWu3hnZkC5m
24,Motivo,Tedua,1306634,https://open.spotify.com/track/4hQULJZ637uTdjHKhsyJ9B
25,death bed (coffee for your head),Powfu,1271132,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
26,Auto Blu,Shiva,1228073,https://open.spotify.com/track/2chEq24EHjyw9Zjmwq0hlS
27,Chega,Gaia,1154097,https://open.spotify.com/track/76w5oLSdgYvA0Bt4dTUe0Z
