,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Spigoli,Carl Brave,2414058,https://open.spotify.com/track/1XQvMjA9IiIx1lAiTHSxQi
2,Problemi Con Tutti (Giuda),Fedez,1845767,https://open.spotify.com/track/6dlFPrQ8AvKFPKJ7ZeyDMT
3,Good Times,Ghali,1673879,https://open.spotify.com/track/3p7xEm9a2jaWCPelAr3upo
4,GOOBA,6ix9ine,1640824,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
5,Moonlight Popolare (feat. Massimo Pericolo),Mahmood,1610487,https://open.spotify.com/track/2BM0FMNnZCkCMNMqHmKlpJ
6,Fiori di Chernobyl,Mr.Rain,1468656,https://open.spotify.com/track/54PxYcGpSUCmlpGdFGTaYR
7,death bed (coffee for your head),Powfu,1374754,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
8,Auto Blu,Shiva,1344016,https://open.spotify.com/track/2chEq24EHjyw9Zjmwq0hlS
9,Roses - Imanbek Remix,SAINt JHN,1311108,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
10,Il bacio di Klimt,Emanuele Aloia,1258226,https://open.spotify.com/track/3E1FgPTXX203rgBTD5nlKF
11,Nena (feat. Geolier & Andry The Hitmaker),Boro Boro,1226799,https://open.spotify.com/track/6TEPwGCSq4XGWu3hnZkC5m
12,PUSSY (feat. Lazza & Salmo),Dark Polo Gang,1172729,https://open.spotify.com/track/7MhzmWFJYSEsL8wK7hufaC
13,Blinding Lights,The Weeknd,1124090,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
14,AMIRI BOYS (feat. Capo Plaza),Dark Polo Gang,1072638,https://open.spotify.com/track/336EcNskIVcF8deRT8m1zY
15,MAMACITA,Black Eyed Peas,1044251,https://open.spotify.com/track/14wf185UxfNbSy8dwt4r4q
16,THE SCOTTS,THE SCOTTS,987847,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
17,Boogieman (feat. Salmo),Ghali,937223,https://open.spotify.com/track/6E9QGyDV0fkeanLFePwybi
18,Per sentirmi vivo,Fasma,879874,https://open.spotify.com/track/20v9X8TV0AgwNGFT71OX3w
19,Tusa,KAROL G,877938,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
20,blun7 a swishland,tha Supreme,862405,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
21,Toosie Slide,Drake,850343,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
22,Dilemme (with tha Supreme & Mara Sattei),Lous and The Yakuza,833171,https://open.spotify.com/track/1Whf2ZaesM1gXlU0z3Fslt
23,Rapide,Mahmood,827045,https://open.spotify.com/track/2cf1g08CvDuhwXFqxjetQi
24,SAVAGE (feat. Tedua),Dark Polo Gang,824501,https://open.spotify.com/track/4kG6FMpUB3bUmlwLAmv6PM
25,goosebumps,Travis Scott,821375,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
26,Le Feste Di Pablo (con Fedez),CARA,794489,https://open.spotify.com/track/73x0EIT2YyIxTs3Rpd3n5T
27,Bando,ANNA,790014,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
28,WANNABE VOL. 3,Highsnob,788587,https://open.spotify.com/track/7hGMh0mpoxgju622XPhgEc
29,4L (feat. MamboLosco),Dark Polo Gang,782797,https://open.spotify.com/track/73tvJPxq6K6J1Pd6p6it6t
30,Una volta ancora (feat. Ana Mena),Fred De Palma,771592,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
31,Missili,Frah Quintale,759558,https://open.spotify.com/track/5dcyltc1ataieXIeTqhH3t
32,SICKO MODE,Travis Scott,757928,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
33,Chega,Gaia,757394,https://open.spotify.com/track/0XdjGLxXQhiPkOqXtAyEZ9
34,Chiasso,Random,746995,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
35,Boss Bitch,Doja Cat,727916,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
36,Cacao (feat. Pyrex),Ghali,712342,https://open.spotify.com/track/0R1il0ITLNcNInIBqwfXKw
37,Ringo Starr,Pinguini Tattici Nucleari,694155,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
38,16 Marzo (feat. Gow Tribe),Achille Lauro,687501,https://open.spotify.com/track/3nwH3HTFzpnRV5SqM9um3r
39,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,677314,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
