,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Auto Blu,Shiva,1977099,https://open.spotify.com/track/2chEq24EHjyw9Zjmwq0hlS
2,Bando,ANNA,1745057,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
3,Good Times,Ghali,1737313,https://open.spotify.com/track/6GpvHaqp0Yybx9P6YnodRD
4,Fiori di Chernobyl,Mr.Rain,1426916,https://open.spotify.com/track/54PxYcGpSUCmlpGdFGTaYR
5,Blinding Lights,The Weeknd,1411758,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
6,Boogieman (feat. Salmo),Ghali,1404718,https://open.spotify.com/track/10Q5VqDAAbwExYkNha3VKH
7,Per sentirmi vivo,Fasma,1355533,https://open.spotify.com/track/20v9X8TV0AgwNGFT71OX3w
8,Snitch E Impicci (con FSK SATELLITE),DrefGold,1331022,https://open.spotify.com/track/6HDdOPc6FWpMfjC8ebzdRC
9,blun7 a swishland,tha Supreme,1328174,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
10,Ringo Starr,Pinguini Tattici Nucleari,1190141,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
11,Rapide,Mahmood,1188826,https://open.spotify.com/track/2cf1g08CvDuhwXFqxjetQi
12,ANSIA NO,FSK SATELLITE,973396,https://open.spotify.com/track/2yuYI5NFhevxa05se7Qht9
13,Musica (E Il Resto Scompare),Elettra Lamborghini,970044,https://open.spotify.com/track/3Nc7IorgrSffzaQrQWVw4L
14,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,937917,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
15,Roses - Imanbek Remix,SAINt JHN,928042,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
16,Fai rumore,Diodato,916700,https://open.spotify.com/track/2ZwcnFDvQueNemTt89qCom
17,death bed (coffee for your head),Powfu,888776,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
18,Marymango (feat. tha Supreme),Ghali,877918,https://open.spotify.com/track/7eHHKYb2cRRqqzl8bbiwA3
19,Tusa,KAROL G,864909,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
20,Dance Monkey,Tones And I,862453,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
21,Viceversa,Francesco Gabbani,845714,https://open.spotify.com/track/04ldF8QeASSyJLMtZJJfqA
22,fuck 3x,tha Supreme,804690,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7
23,BRAVI A CADERE - I polmoni,Marracash,783938,https://open.spotify.com/track/297aCpOFCVfdYPOEel7Vd1
24,"Fuego (with Geolier & Lele Blade) - Prod. Poison Beatz, Tom Trigger",Neves17,768572,https://open.spotify.com/track/6XPYGFacwZAtmoSVi9m4eT
25,Falling,Trevor Daniel,760138,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
26,Calmo,Shiva,756259,https://open.spotify.com/track/6A5qLjVbEC2vNlu17tsExI
27,Don't Start Now,Dua Lipa,704398,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
28,Before You Go,Lewis Capaldi,703012,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
29,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,699263,https://open.spotify.com/track/2qsk7VimIbE5MZVebczKk4
30,Me ne frego,Achille Lauro,698239,https://open.spotify.com/track/1MF3gav7PNaNkv7ohlBKBD
31,ROXANNE,Arizona Zervas,646573,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
32,RAP SHIT (feat. tha Supreme & Gemitaiz) - prod. STABBER,Nitro,645356,https://open.spotify.com/track/2Fbj0y0HEUKCZkUsI71PUx
33,The Box,Roddy Ricch,634585,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
34,"PAROLA - feat. Lazza, Emis Killa",Giaime,626498,https://open.spotify.com/track/2tQ7vPjN88wkQl5hSNSbVF
35,CRUDELIA - I nervi,Marracash,625449,https://open.spotify.com/track/1dk8CMVix3zAWn9EAVKrAV
36,Tutto Questo Sei Tu,Ultimo,624893,https://open.spotify.com/track/2JbPEAf12Ju2CxSIoZC89d
37,Allora ciao,Shade,618126,https://open.spotify.com/track/5mtMuoCiBExgzH8SOdXyNB
38,Courmayeur,DJ Matrix,614336,https://open.spotify.com/track/3ueGWDwh5tMsoKjxJnUFcB
39,Soldi in Nero - feat. Sfera Ebbasta,Shiva,606833,https://open.spotify.com/track/1Xm2e1vDwOMeJJioWuG1s7
40,Chiasso,Random,602057,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
41,Stu core t'apparten,Rocco Hunt,593728,https://open.spotify.com/track/3nhAgjyrfUUCNDMZHx6LCa
42,Tikibombom,Levante,583287,https://open.spotify.com/track/4JNT4VElmvNmJaQUhwPzg9
43,NEON - Le Ali (feat. Elisa),Marracash,577827,https://open.spotify.com/track/1eUQzE6z4GUgA0byOPeCJF
44,Andromeda,Elodie,574830,https://open.spotify.com/track/4iceKk4reL0vg2yDwXxQNF
45,Una volta ancora (feat. Ana Mena),Fred De Palma,570230,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
46,Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,526829,https://open.spotify.com/track/4KilYheWwxakB1L43ECTeP
47,Chance (feat. Capo Plaza),Shiva,524061,https://open.spotify.com/track/7CQwJNaHvxUPye0X7bTh7g
48,Cin Cin,Alfa,523305,https://open.spotify.com/track/1jJMhPp0Rm6lAi077PXeEQ
49,Bossoli,Shiva,516909,https://open.spotify.com/track/5mn8bU8IjYqr8ZqTDmLtSO
50,Il tuo profumo,Fred De Palma,488879,https://open.spotify.com/track/0sqbGUEecNagMilnntIsuZ
51,RITMO (Bad Boys For Life),Black Eyed Peas,486279,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
52,Gaia,Leon Faun,485417,https://open.spotify.com/track/5QBahtZ2TuUlFuppxJmcVO
53,Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,477682,https://open.spotify.com/track/6h5nbfvIJHRNH3oGrNWJwn
54,Godzilla (feat. Juice WRLD),Eminem,470505,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
55,La Mia Hit (feat. Max Pezzali),J-AX,460448,https://open.spotify.com/track/4bMfWDvKPCFQ2df7Qf2UTs
56,Che Poi,Carl Brave,459740,https://open.spotify.com/track/55BfNKdOeu77gxPB0UGnAw
57,SCACCIACANI,Ketama126,453860,https://open.spotify.com/track/1T4Q9sLfxlFP4EMvedo8p3
58,Physical,Dua Lipa,450265,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
59,GANG (feat. Geolier),Samurai Jay,444383,https://open.spotify.com/track/2Yd6hF9rBSibtF4hlcnBEw
60,Someone You Loved,Lewis Capaldi,440444,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
61,Piccola Stella,Ultimo,440106,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
62,Lento,Boro Boro,437673,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
63,Magnifico difetto,Benji & Fede,436750,https://open.spotify.com/track/0IKfkRzt3d1FoNla2dKi1J
64,Baila Conmigo (feat. Kelly Ruiz),Dayvi,435325,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
65,Polo nord - C+N Progressive Mix,Massimo Pericolo,432446,https://open.spotify.com/track/1Wbc0N0X1zkFqnKGcj8Quh
66,In Your Eyes,The Weeknd,431644,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
67,Mon Fre - feat. Emis Killa,Shiva,431267,https://open.spotify.com/track/4dDMgEj5GpBTI1lvVlYPu7
68,Candy,VillaBanks,424161,https://open.spotify.com/track/3a3EzSxWvDno8RpTMv7Xch
69,Regina Coeli,Carl Brave,421028,https://open.spotify.com/track/5Ajd1Pr5GkoBbdC1D43ysH
70,Dove e quando,Benji & Fede,420516,https://open.spotify.com/track/5XM7tx8ovQ9UrYqUowW1AK
71,Barrio,Mahmood,411556,https://open.spotify.com/track/1MCSc1ZxlwV5muFXKocAnW
72,Non Avere Paura,Tommaso Paradiso,402989,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3
73,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,398604,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
74,Trip - feat. Nayt,Nicola Siciliano,398421,https://open.spotify.com/track/7cPnWOWOAe5yAvIPQCz8Lw
75,After Hours,The Weeknd,389615,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
76,On Gang,Thelonious B.,388990,https://open.spotify.com/track/4NR1cjgeRzp0KSTwqiJfWj
77,m12ano - feat. Mara Sattei,tha Supreme,388349,https://open.spotify.com/track/0LfMuWu6FKNSDHEoxHu9iK
78,Holly & Benji (feat. Capo Plaza & Shiva),AVA,384754,https://open.spotify.com/track/4tchNSV4eZQ9vG4GNA4iJa
79,Chega,Gaia,384245,https://open.spotify.com/track/0XdjGLxXQhiPkOqXtAyEZ9
80,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,383297,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx
81,Lose Control,MEDUZA,383040,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
82,LOVE BANDANA,Ketama126,377778,https://open.spotify.com/track/15hXSWGLcvtUZLtzCY7E0Q
83,Sei bella come Roma,DANDY TURNER,374830,https://open.spotify.com/track/51MYYyG3fjM3rttqRByqTl
84,22:22,Ghali,370669,https://open.spotify.com/track/73hTfGHBSYC8iI6He1optV
85,Rozzi,Paky,365028,https://open.spotify.com/track/3Y00k9cPoW8BnJesUEFoWn
86,Rossetto,Random,360207,https://open.spotify.com/track/4nWtDExgGzlOQwxmp5JjUT
87,MALA SANTA,Becky G,355821,https://open.spotify.com/track/5e50NiIlOc2YJIftHzoehd
88,Milano Ovest - feat. Marracash,Shiva,354062,https://open.spotify.com/track/3cE4UNH9qcytquPyAhsm77
89,Carillon (with Achille Lauro),Nahaze,353826,https://open.spotify.com/track/4uRx3SdWG2cNVfRNVPwHDS
90,14,Jayred,353237,https://open.spotify.com/track/1veUzOYyrblgIzylvPzkAZ
91,MADAME - L'anima (feat. Madame),Marracash,351682,https://open.spotify.com/track/1Y7oa9QTii30Bbie7hdXyd
92,"Vamos Pa La Banca (feat. Geolier, Samurai Jay & Lele Blade)",Dat Boi Dee,351069,https://open.spotify.com/track/4BWhorzhcnimKOoXxYnhz4
93,Boss Bitch,Doja Cat,345128,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
94,m8nstar,tha Supreme,341050,https://open.spotify.com/track/3vPXCd0uNm66sbDEDG5Vwd
95,È sempre bello,Coez,340178,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
