,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Auto Blu,Shiva,2348952,https://open.spotify.com/track/2chEq24EHjyw9Zjmwq0hlS
2,Fiori di Chernobyl,Mr.Rain,1816265,https://open.spotify.com/track/54PxYcGpSUCmlpGdFGTaYR
3,Good Times,Ghali,1719375,https://open.spotify.com/track/6GpvHaqp0Yybx9P6YnodRD
4,Roses - Imanbek Remix,SAINt JHN,1505702,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
5,Bando,ANNA,1330825,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
6,Le Feste Di Pablo (con Fedez),CARA,1319408,https://open.spotify.com/track/73x0EIT2YyIxTs3Rpd3n5T
7,Blinding Lights,The Weeknd,1309238,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
8,Nena (feat. Geolier & Andry The Hitmaker),Boro Boro,1248792,https://open.spotify.com/track/6TEPwGCSq4XGWu3hnZkC5m
9,Boogieman (feat. Salmo),Ghali,1187370,https://open.spotify.com/track/10Q5VqDAAbwExYkNha3VKH
10,blun7 a swishland,tha Supreme,1184534,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
11,Rapide,Mahmood,1159850,https://open.spotify.com/track/2cf1g08CvDuhwXFqxjetQi
12,Per sentirmi vivo,Fasma,1152164,https://open.spotify.com/track/20v9X8TV0AgwNGFT71OX3w
13,death bed (coffee for your head),Powfu,1125410,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
14,Ringo Starr,Pinguini Tattici Nucleari,1009261,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
15,Toosie Slide,Drake,1000792,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
16,Tusa,KAROL G,996920,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
17,Dilemme (with tha Supreme & Mara Sattei),Lous and The Yakuza,993514,https://open.spotify.com/track/1Whf2ZaesM1gXlU0z3Fslt
18,Dance Monkey,Tones And I,937538,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
19,Musica (E Il Resto Scompare),Elettra Lamborghini,858692,https://open.spotify.com/track/3Nc7IorgrSffzaQrQWVw4L
20,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,838018,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
21,Chega,Gaia,808285,https://open.spotify.com/track/0XdjGLxXQhiPkOqXtAyEZ9
22,Fai rumore,Diodato,791607,https://open.spotify.com/track/2ZwcnFDvQueNemTt89qCom
23,Falling,Trevor Daniel,789512,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
24,Snitch E Impicci (con FSK SATELLITE),DrefGold,784952,https://open.spotify.com/track/6HDdOPc6FWpMfjC8ebzdRC
25,Viceversa,Francesco Gabbani,761496,https://open.spotify.com/track/04ldF8QeASSyJLMtZJJfqA
26,BRAVI A CADERE - I polmoni,Marracash,747507,https://open.spotify.com/track/3me7fQdjgO8NHscb3xPaBa
27,"KRIMINAL (feat. Guè Pequeno, Gemitaiz & Samurai Jay)",Shablo,736638,https://open.spotify.com/track/27aFwi2IT23cI7vckgG0s8
28,Don't Start Now,Dua Lipa,736261,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
29,Boss Bitch,Doja Cat,724425,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
30,fuck 3x,tha Supreme,701100,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7
31,Una volta ancora (feat. Ana Mena),Fred De Palma,696495,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
32,Before You Go,Lewis Capaldi,689337,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
33,ANSIA NO,FSK SATELLITE,689227,https://open.spotify.com/track/2yuYI5NFhevxa05se7Qht9
34,Ora che ti guardo bene,Gazzelle,630654,https://open.spotify.com/track/25rH6l9UjJaLu4Ckxku8XT
35,Marymango (feat. tha Supreme),Ghali,607482,https://open.spotify.com/track/7eHHKYb2cRRqqzl8bbiwA3
36,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,606446,https://open.spotify.com/track/5EpBEqf5bnKeJ3p4zA1Sod
37,Allora ciao,Shade,605855,https://open.spotify.com/track/5mtMuoCiBExgzH8SOdXyNB
38,Chiasso,Random,597869,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
39,Baila Conmigo (feat. Kelly Ruiz),Dayvi,590823,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
40,"SPORT + muscoli (RMX) (feat. Lazza, Paky, Luchè & Taxi B)",Marracash,586705,https://open.spotify.com/track/7srDOLMwjMC07Dzs7mqCnv
41,Tikibombom,Levante,584375,https://open.spotify.com/track/4JNT4VElmvNmJaQUhwPzg9
42,The Box,Roddy Ricch,578958,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
43,CRUDELIA - I nervi,Marracash,575124,https://open.spotify.com/track/5dsz7MTrNdN9aMTrnp7sOG
44,Me ne frego,Achille Lauro,569757,https://open.spotify.com/track/1MF3gav7PNaNkv7ohlBKBD
45,NEON - Le Ali (feat. Elisa),Marracash,559615,https://open.spotify.com/track/76cEI7LczlKZ1yLAHIoPBJ
46,Physical,Dua Lipa,558195,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
47,CHIC (feat. Shiva),Giaime,555677,https://open.spotify.com/track/17XyV1RsHVYDmN90ysATZ2
48,Tutto Questo Sei Tu,Ultimo,552276,https://open.spotify.com/track/2JbPEAf12Ju2CxSIoZC89d
49,Cin Cin,Alfa,547071,https://open.spotify.com/track/1jJMhPp0Rm6lAi077PXeEQ
50,Andromeda,Elodie,532645,https://open.spotify.com/track/4iceKk4reL0vg2yDwXxQNF
51,Dove e quando,Benji & Fede,524124,https://open.spotify.com/track/5XM7tx8ovQ9UrYqUowW1AK
52,ROXANNE,Arizona Zervas,519358,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
53,Il tuo profumo,Fred De Palma,498833,https://open.spotify.com/track/0sqbGUEecNagMilnntIsuZ
54,"PAROLA - feat. Lazza, Emis Killa",Giaime,492468,https://open.spotify.com/track/2tQ7vPjN88wkQl5hSNSbVF
55,Che Poi,Carl Brave,490865,https://open.spotify.com/track/55BfNKdOeu77gxPB0UGnAw
56,Calmo,Shiva,488600,https://open.spotify.com/track/6A5qLjVbEC2vNlu17tsExI
57,Stu core t'apparten,Rocco Hunt,484153,https://open.spotify.com/track/3nhAgjyrfUUCNDMZHx6LCa
58,"Sunday Best (Feeling Good, Like I Should)",Surfaces,479166,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
59,con me (feat. tha Supreme),Young Miles,479045,https://open.spotify.com/track/3Rak9PxrkDU2IGv4XThNQT
60,"Fuego (with Geolier & Lele Blade) - Prod. Poison Beatz, Tom Trigger",Neves17,475194,https://open.spotify.com/track/6XPYGFacwZAtmoSVi9m4eT
61,Someone You Loved,Lewis Capaldi,472755,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
62,16 Marzo (feat. Gow Tribe),Achille Lauro,470397,https://open.spotify.com/track/3nwH3HTFzpnRV5SqM9um3r
63,RITMO (Bad Boys For Life),Black Eyed Peas,464597,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
64,Lento,Boro Boro,463846,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
65,Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,443013,https://open.spotify.com/track/4KilYheWwxakB1L43ECTeP
66,Savage,Megan Thee Stallion,437843,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
67,Non Avere Paura,Tommaso Paradiso,435940,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3
68,Domani ci passa,Ludwig,432402,https://open.spotify.com/track/3elLXGwE5zaREuOzWdlRJ2
69,Soldi in Nero - feat. Sfera Ebbasta,Shiva,428222,https://open.spotify.com/track/1Xm2e1vDwOMeJJioWuG1s7
70,La Mia Hit (feat. Max Pezzali),J-AX,426807,https://open.spotify.com/track/4bMfWDvKPCFQ2df7Qf2UTs
71,Lose Control,MEDUZA,423870,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
72,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,422776,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
73,Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,419135,https://open.spotify.com/track/6h5nbfvIJHRNH3oGrNWJwn
74,Blueberry Faygo,Lil Mosey,412805,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
75,Magnifico difetto,Benji & Fede,409441,https://open.spotify.com/track/0IKfkRzt3d1FoNla2dKi1J
76,SCACCIACANI,Ketama126,407321,https://open.spotify.com/track/1T4Q9sLfxlFP4EMvedo8p3
77,Bossoli,Shiva,407019,https://open.spotify.com/track/5mn8bU8IjYqr8ZqTDmLtSO
78,Piccola Stella,Ultimo,406899,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
79,RAP SHIT (feat. tha Supreme & Gemitaiz) - prod. STABBER,Nitro,404402,https://open.spotify.com/track/2Fbj0y0HEUKCZkUsI71PUx
80,Polo nord - C+N Progressive Mix,Massimo Pericolo,401435,https://open.spotify.com/track/1Wbc0N0X1zkFqnKGcj8Quh
81,In peggio - prod. Strage,Dani Faiv,395165,https://open.spotify.com/track/1ebQQD5Ws1eog2GRD5Zkpg
82,Barrio,Mahmood,389691,https://open.spotify.com/track/1MCSc1ZxlwV5muFXKocAnW
83,È sempre bello,Coez,383858,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
84,Mon Fre - feat. Emis Killa,Shiva,380660,https://open.spotify.com/track/4dDMgEj5GpBTI1lvVlYPu7
85,Per Un Milione,Boomdabash,379503,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
86,Me Gusta,Shakira,376088,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
87,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,371751,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
88,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,371462,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx
89,MALA SANTA,Becky G,371420,https://open.spotify.com/track/5e50NiIlOc2YJIftHzoehd
