,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Fai rumore,Diodato,4268423,https://open.spotify.com/track/5OaBhC8NjdqDhHF9I6r9lS
2,Ringo Starr,Pinguini Tattici Nucleari,3840527,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
3,Me ne frego,Achille Lauro,3309741,https://open.spotify.com/track/1MF3gav7PNaNkv7ohlBKBD
4,Per sentirmi vivo,Fasma,3192031,https://open.spotify.com/track/5U3ln41nbhztweY70Mv5b3
5,Viceversa,Francesco Gabbani,3144858,https://open.spotify.com/track/15afXCbiE2sIi3i5Bh9KY7
6,Musica (E Il Resto Scompare),Elettra Lamborghini,3035842,https://open.spotify.com/track/3Nc7IorgrSffzaQrQWVw4L
7,Andromeda,Elodie,2380992,https://open.spotify.com/track/4iceKk4reL0vg2yDwXxQNF
8,Tikibombom,Levante,2215022,https://open.spotify.com/track/4JNT4VElmvNmJaQUhwPzg9
9,blun7 a swishland,tha Supreme,2010716,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
10,Boogieman (feat. Salmo),Ghali,2001335,https://open.spotify.com/track/7awUp2mRP7xjX9wBKhuwRu
11,Eden (feat. Dardust),Rancore,1892951,https://open.spotify.com/track/0uq5cbQmpGciCLEveRDEdX
12,Rapide,Mahmood,1606138,https://open.spotify.com/track/2cf1g08CvDuhwXFqxjetQi
13,Calmo,Shiva,1554386,https://open.spotify.com/track/6A5qLjVbEC2vNlu17tsExI
14,ANSIA NO,FSK SATELLITE,1553983,https://open.spotify.com/track/2yuYI5NFhevxa05se7Qht9
15,Rosso di rabbia,Anastasio,1446845,https://open.spotify.com/track/7aoec3X6UzeFOUXgMbUSui
16,Dov'è,Le Vibrazioni,1418915,https://open.spotify.com/track/0kyDrvGlKCTwnRQHJ30s31
17,Dance Monkey,Tones And I,1372288,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
18,Vai Bene Così,Leo Gassmann,1305747,https://open.spotify.com/track/4A9WiZ8ShlpOaoULibEwup
19,fuck 3x,tha Supreme,1292623,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7
20,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,1276149,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
21,Blinding Lights,The Weeknd,1270956,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
22,BRAVI A CADERE - I polmoni,Marracash,1246973,https://open.spotify.com/track/4SpV49wwekArulAVjEez3i
23,CRUDELIA - I nervi,Marracash,1189843,https://open.spotify.com/track/1OeIJITrlUR4qss2kywMEn
24,Chance (feat. Capo Plaza),Shiva,1188955,https://open.spotify.com/track/7CQwJNaHvxUPye0X7bTh7g
25,Falling,Trevor Daniel,1162603,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
26,NO GRAZIE,JUNIOR CALLY,1162085,https://open.spotify.com/track/22p4qZqzdy1BOtaxWC7NPX
27,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,1114320,https://open.spotify.com/track/020wG4EHTwBy5h2rbpxqvK
28,Don't Start Now,Dua Lipa,1100423,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
29,Sincero (feat. Morgan),Bugo,1082818,https://open.spotify.com/track/2KcbmqbOXoksxJHK6x6MFE
30,Gigante,Piero Pelù,1079494,https://open.spotify.com/track/6cYGvHEO8IQaNYXZQWxcCi
31,Stu core t'apparten,Rocco Hunt,1019133,https://open.spotify.com/track/3nhAgjyrfUUCNDMZHx6LCa
32,Before You Go,Lewis Capaldi,1007088,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
33,Milano Ovest - feat. Marracash,Shiva,980050,https://open.spotify.com/track/3cE4UNH9qcytquPyAhsm77
34,Baciami adesso,Enrico Nigiotti,979022,https://open.spotify.com/track/7KjnjJR7kAlYSkOabeb7F1
35,Tutto Questo Sei Tu,Ultimo,975788,https://open.spotify.com/track/2JbPEAf12Ju2CxSIoZC89d
36,Allora ciao,Shade,970155,https://open.spotify.com/track/5mtMuoCiBExgzH8SOdXyNB
37,Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,921498,https://open.spotify.com/track/6h5nbfvIJHRNH3oGrNWJwn
38,RITMO (Bad Boys For Life),Black Eyed Peas,917537,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
39,ROXANNE,Arizona Zervas,914549,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
40,Il confronto,Marco Masini,913158,https://open.spotify.com/track/7IYPXjymfvxKk1pcCgGiJE
41,Come Me,Jamil,900130,https://open.spotify.com/track/2dTnhghtpN0duPluAQMMUz
42,Godzilla (feat. Juice WRLD),Eminem,863172,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
43,Tsunami,Eugenio In Via Di Gioia,822165,https://open.spotify.com/track/2LtQzNGrrVgQkUpsQjIHDt
44,The Box,Roddy Ricch,820103,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
45,Tusa,KAROL G,811333,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
46,Soldi in Nero - feat. Sfera Ebbasta,Shiva,808120,https://open.spotify.com/track/1Xm2e1vDwOMeJJioWuG1s7
47,Chiasso,Random,801486,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
48,Carioca,Raphael Gualazzi,783990,https://open.spotify.com/track/5H41ZIHn8BxCMAHnTqh5kS
49,Una volta ancora (feat. Ana Mena),Fred De Palma,765958,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
50,Il tuo profumo,Fred De Palma,759589,https://open.spotify.com/track/0sqbGUEecNagMilnntIsuZ
