,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Auto Blu,Shiva,5689467,https://open.spotify.com/track/2chEq24EHjyw9Zjmwq0hlS
2,Fiori di Chernobyl,Mr.Rain,1821873,https://open.spotify.com/track/54PxYcGpSUCmlpGdFGTaYR
3,"SPORT + muscoli (RMX) (feat. Lazza, Paky, Luchè & Taxi B)",Marracash,1819580,https://open.spotify.com/track/7srDOLMwjMC07Dzs7mqCnv
4,Bando,ANNA,1626265,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
5,Good Times,Ghali,1570610,https://open.spotify.com/track/6GpvHaqp0Yybx9P6YnodRD
6,Blinding Lights,The Weeknd,1311693,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
7,Per sentirmi vivo,Fasma,1309415,https://open.spotify.com/track/20v9X8TV0AgwNGFT71OX3w
8,Boogieman (feat. Salmo),Ghali,1268725,https://open.spotify.com/track/10Q5VqDAAbwExYkNha3VKH
9,blun7 a swishland,tha Supreme,1244375,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
10,Roses - Imanbek Remix,SAINt JHN,1209454,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
11,Snitch E Impicci (con FSK SATELLITE),DrefGold,1171148,https://open.spotify.com/track/6HDdOPc6FWpMfjC8ebzdRC
12,Rapide,Mahmood,1142939,https://open.spotify.com/track/2cf1g08CvDuhwXFqxjetQi
13,Ringo Starr,Pinguini Tattici Nucleari,1053619,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
14,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,905130,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
15,ANSIA NO,FSK SATELLITE,904272,https://open.spotify.com/track/2yuYI5NFhevxa05se7Qht9
16,death bed (coffee for your head),Powfu,898919,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
17,Dance Monkey,Tones And I,884610,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
18,Tusa,KAROL G,874332,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
19,Musica (E Il Resto Scompare),Elettra Lamborghini,851291,https://open.spotify.com/track/3Nc7IorgrSffzaQrQWVw4L
20,Fai rumore,Diodato,819031,https://open.spotify.com/track/2ZwcnFDvQueNemTt89qCom
21,Don't Start Now,Dua Lipa,816672,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
22,Marymango (feat. tha Supreme),Ghali,774430,https://open.spotify.com/track/7eHHKYb2cRRqqzl8bbiwA3
23,BRAVI A CADERE - I polmoni,Marracash,771479,https://open.spotify.com/track/3me7fQdjgO8NHscb3xPaBa
24,Falling,Trevor Daniel,765654,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
25,In peggio - prod. Strage,Dani Faiv,760995,https://open.spotify.com/track/1ebQQD5Ws1eog2GRD5Zkpg
26,fuck 3x,tha Supreme,754525,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7
27,Viceversa,Francesco Gabbani,751061,https://open.spotify.com/track/04ldF8QeASSyJLMtZJJfqA
28,Calmo,Shiva,738917,https://open.spotify.com/track/6A5qLjVbEC2vNlu17tsExI
29,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,720312,https://open.spotify.com/track/5EpBEqf5bnKeJ3p4zA1Sod
30,Before You Go,Lewis Capaldi,692177,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
31,Ne Hai Fatti 100 (feat. Tedua),Gianni Bismark,681675,https://open.spotify.com/track/3XUYROEa5ie5RAQN5tiYIs
32,"Fuego (with Geolier & Lele Blade) - Prod. Poison Beatz, Tom Trigger",Neves17,662030,https://open.spotify.com/track/6XPYGFacwZAtmoSVi9m4eT
33,La Strada È Nostra (feat. Geolier),Gianni Bismark,642003,https://open.spotify.com/track/26Euhe1rtXA3UmRR75mcBw
34,NEON - Le Ali (feat. Elisa),Marracash,635116,https://open.spotify.com/track/76cEI7LczlKZ1yLAHIoPBJ
35,Soldi in Nero - feat. Sfera Ebbasta,Shiva,629484,https://open.spotify.com/track/1Xm2e1vDwOMeJJioWuG1s7
36,CRUDELIA - I nervi,Marracash,621338,https://open.spotify.com/track/5dsz7MTrNdN9aMTrnp7sOG
37,The Box,Roddy Ricch,620261,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
38,Courmayeur,DJ Matrix,615812,https://open.spotify.com/track/3ueGWDwh5tMsoKjxJnUFcB
39,Mi Sento Vivo (feat. Franco126),Gianni Bismark,614975,https://open.spotify.com/track/1c1OvbTdYjo1MJ3DhYn8P5
40,Physical,Dua Lipa,610846,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
41,Me ne frego,Achille Lauro,603762,https://open.spotify.com/track/1MF3gav7PNaNkv7ohlBKBD
42,Chiasso,Random,595550,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
43,"PAROLA - feat. Lazza, Emis Killa",Giaime,590237,https://open.spotify.com/track/2tQ7vPjN88wkQl5hSNSbVF
44,Tutto Questo Sei Tu,Ultimo,588181,https://open.spotify.com/track/2JbPEAf12Ju2CxSIoZC89d
45,Allora ciao,Shade,583075,https://open.spotify.com/track/5mtMuoCiBExgzH8SOdXyNB
46,ROXANNE,Arizona Zervas,571700,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
47,Una volta ancora (feat. Ana Mena),Fred De Palma,569730,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
48,RAP SHIT (feat. tha Supreme & Gemitaiz) - prod. STABBER,Nitro,550709,https://open.spotify.com/track/2Fbj0y0HEUKCZkUsI71PUx
49,Stu core t'apparten,Rocco Hunt,544995,https://open.spotify.com/track/3nhAgjyrfUUCNDMZHx6LCa
50,Break My Heart,Dua Lipa,543329,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
51,Bossoli,Shiva,530057,https://open.spotify.com/track/5mn8bU8IjYqr8ZqTDmLtSO
52,Tikibombom,Levante,525144,https://open.spotify.com/track/4JNT4VElmvNmJaQUhwPzg9
53,Boss Bitch,Doja Cat,506548,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
54,Chance (feat. Capo Plaza),Shiva,500472,https://open.spotify.com/track/7CQwJNaHvxUPye0X7bTh7g
55,Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,499792,https://open.spotify.com/track/4KilYheWwxakB1L43ECTeP
56,Baila Conmigo (feat. Kelly Ruiz),Dayvi,498835,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
57,Andromeda,Elodie,494817,https://open.spotify.com/track/4iceKk4reL0vg2yDwXxQNF
58,Cin Cin,Alfa,490895,https://open.spotify.com/track/1jJMhPp0Rm6lAi077PXeEQ
59,Gaia,Leon Faun,478158,https://open.spotify.com/track/5QBahtZ2TuUlFuppxJmcVO
60,Mon Fre - feat. Emis Killa,Shiva,449941,https://open.spotify.com/track/4dDMgEj5GpBTI1lvVlYPu7
61,Polo nord - C+N Progressive Mix,Massimo Pericolo,449363,https://open.spotify.com/track/1Wbc0N0X1zkFqnKGcj8Quh
62,Il tuo profumo,Fred De Palma,448186,https://open.spotify.com/track/0sqbGUEecNagMilnntIsuZ
63,Someone You Loved,Lewis Capaldi,446140,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
64,Che Poi,Carl Brave,444857,https://open.spotify.com/track/55BfNKdOeu77gxPB0UGnAw
65,Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,444474,https://open.spotify.com/track/6h5nbfvIJHRNH3oGrNWJwn
66,SCACCIACANI,Ketama126,430753,https://open.spotify.com/track/1T4Q9sLfxlFP4EMvedo8p3
67,Lento,Boro Boro,427335,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
68,Nse Vedemo Mai,Gianni Bismark,427078,https://open.spotify.com/track/3Az742h1PAJTxfFydIHj96
69,Piccola Stella,Ultimo,425833,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
70,RITMO (Bad Boys For Life),Black Eyed Peas,419800,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
71,Negativi (feat. Quentin40),Gianni Bismark,419571,https://open.spotify.com/track/2jHNvNQt3cb4gyMEdKt7Jt
72,GANG (feat. Geolier),Samurai Jay,418879,https://open.spotify.com/track/2Yd6hF9rBSibtF4hlcnBEw
73,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,417271,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
74,Magnifico difetto,Benji & Fede,415337,https://open.spotify.com/track/0IKfkRzt3d1FoNla2dKi1J
75,Nati Diversi,Gianni Bismark,415207,https://open.spotify.com/track/1gqh7Hg4NT86Ux99od87X4
76,La Mia Hit (feat. Max Pezzali),J-AX,412300,https://open.spotify.com/track/4bMfWDvKPCFQ2df7Qf2UTs
77,Dove e quando,Benji & Fede,410691,https://open.spotify.com/track/5XM7tx8ovQ9UrYqUowW1AK
78,Godzilla (feat. Juice WRLD),Eminem,403810,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
79,Chega,Gaia,400495,https://open.spotify.com/track/0XdjGLxXQhiPkOqXtAyEZ9
80,Barrio,Mahmood,399718,https://open.spotify.com/track/1MCSc1ZxlwV5muFXKocAnW
81,Non Avere Paura,Tommaso Paradiso,397615,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3
82,24 Ore,Valerio Mazzei,396049,https://open.spotify.com/track/0sSpDgxsOTAIPMoDshAanw
83,Dilemme (with tha Supreme & Mara Sattei),Lous and The Yakuza,395231,https://open.spotify.com/track/1Whf2ZaesM1gXlU0z3Fslt
84,Sei bella come Roma,DANDY TURNER,394494,https://open.spotify.com/track/51MYYyG3fjM3rttqRByqTl
85,Holly & Benji (feat. Capo Plaza & Shiva),AVA,391364,https://open.spotify.com/track/4tchNSV4eZQ9vG4GNA4iJa
86,Candy,VillaBanks,389887,https://open.spotify.com/track/3a3EzSxWvDno8RpTMv7Xch
87,Rozzi,Paky,382091,https://open.spotify.com/track/3Y00k9cPoW8BnJesUEFoWn
88,Lose Control,MEDUZA,380368,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
89,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,373247,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx
90,Marionette,Random,371849,https://open.spotify.com/track/4wkec1gwQgbPA1Pm1jQGAq
91,Milano Ovest - feat. Marracash,Shiva,370586,https://open.spotify.com/track/3cE4UNH9qcytquPyAhsm77
92,Rossetto,Random,368545,https://open.spotify.com/track/4nWtDExgGzlOQwxmp5JjUT
93,LOVE BANDANA,Ketama126,365988,https://open.spotify.com/track/15hXSWGLcvtUZLtzCY7E0Q
94,m12ano - feat. Mara Sattei,tha Supreme,364879,https://open.spotify.com/track/0LfMuWu6FKNSDHEoxHu9iK
95,Poche Persone,Gianni Bismark,358530,https://open.spotify.com/track/3zerSsLR6Odnv2TmmEqpO6
96,MADAME - L'anima (feat. Madame),Marracash,353182,https://open.spotify.com/track/3go5ZuMoFTKl5ugai8nAKi
97,Regina Coeli,Carl Brave,352437,https://open.spotify.com/track/5Ajd1Pr5GkoBbdC1D43ysH
98,Quello Vero,Gianni Bismark,350096,https://open.spotify.com/track/48FDpNknq4oGDdxTpq7AuM
99,On Gang,Thelonious B.,348892,https://open.spotify.com/track/4NR1cjgeRzp0KSTwqiJfWj
100,ENFASI,Sierra,339968,https://open.spotify.com/track/77VwA6u9JEb4WG5lWSkvU6
101,Carillon (with Achille Lauro),Nahaze,339748,https://open.spotify.com/track/4uRx3SdWG2cNVfRNVPwHDS
102,MALA SANTA,Becky G,338820,https://open.spotify.com/track/5e50NiIlOc2YJIftHzoehd
103,Cenere,Nashley,336380,https://open.spotify.com/track/45xyKCey4BM3fMeFEsF1Hp
104,Say So,Doja Cat,335720,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
105,14,Jayred,335663,https://open.spotify.com/track/1veUzOYyrblgIzylvPzkAZ
106,Intentions (feat. Quavo),Justin Bieber,335501,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
107,È sempre bello,Coez,334347,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
108,"Sunday Best (Feeling Good, Like I Should)",Surfaces,331890,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
109,Que Calor (with J Balvin & El Alfa),Major Lazer,330320,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
