,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,M' Manc (con Geolier & Sfera Ebbasta),Shablo,4969580,https://open.spotify.com/track/0MLu1cFYL4ikdRTdasCQT9
2,Mediterranea,Irama,3521416,https://open.spotify.com/track/47xPl1gvgdx4Z9dNUuloPg
3,Sono un bravo ragazzo un po' fuori di testa,Random,2308801,https://open.spotify.com/track/5EXLYWZGnmYC01H53WUAhi
4,MAMACITA,Black Eyed Peas,2114953,https://open.spotify.com/track/2g1ukx0VolwI31t8z5vprw
5,"Rari - feat. Paky, Shiva",Tedua,2065181,https://open.spotify.com/track/24UaUs34XY2PDek7j0OEgg
6,Il bacio di Klimt,Emanuele Aloia,2004415,https://open.spotify.com/track/3E1FgPTXX203rgBTD5nlKF
7,Good Times,Ghali,1935567,https://open.spotify.com/track/5165XjbVxwq9dQDxNk7hmf
8,Bimbi Per Strada (Children),Fedez,1927714,https://open.spotify.com/track/6KF78W66DcQ9m5YqR0r5Ig
9,Karaoke,Boomdabash,1836984,https://open.spotify.com/track/0D4GpOPInKiPxEfQMchu4p
10,Polvere (feat. Capo Plaza),Tedua,1737951,https://open.spotify.com/track/0ZzXPo0gS5h718w7WErG44
11,ELEGANTE (feat. Sfera Ebbasta),DrefGold,1665810,https://open.spotify.com/track/7qADAhkEs9vv3ll4hP8ybC
12,"TesTa TrA Le NuVoLE, pT. 2",Alfa,1565521,https://open.spotify.com/track/04UtYEP1Jc0GRxbvH1B6Nk
13,Spigoli,Carl Brave,1497721,https://open.spotify.com/track/1XQvMjA9IiIx1lAiTHSxQi
14,ROCKSTAR (feat. Roddy Ricch),DaBaby,1384871,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
15,Nena (feat. Geolier & Andry The Hitmaker),Boro Boro,1365043,https://open.spotify.com/track/6TEPwGCSq4XGWu3hnZkC5m
16,Roses - Imanbek Remix,SAINt JHN,1334846,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
17,Lo Sai,Tedua,1317809,https://open.spotify.com/track/2fQtrzMUMmnnJ5YxSb55MR
