,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Fai rumore,Diodato,2972390,https://open.spotify.com/track/2ZwcnFDvQueNemTt89qCom
2,Ringo Starr,Pinguini Tattici Nucleari,2856645,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
3,Per sentirmi vivo,Fasma,2560313,https://open.spotify.com/track/5U3ln41nbhztweY70Mv5b3
4,Viceversa,Francesco Gabbani,2514169,https://open.spotify.com/track/04ldF8QeASSyJLMtZJJfqA
5,Musica (E Il Resto Scompare),Elettra Lamborghini,2332669,https://open.spotify.com/track/3Nc7IorgrSffzaQrQWVw4L
6,Me ne frego,Achille Lauro,2284347,https://open.spotify.com/track/1MF3gav7PNaNkv7ohlBKBD
7,Boogieman (feat. Salmo),Ghali,2094824,https://open.spotify.com/track/7awUp2mRP7xjX9wBKhuwRu
8,blun7 a swishland,tha Supreme,1966883,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
9,Rapide,Mahmood,1879150,https://open.spotify.com/track/2cf1g08CvDuhwXFqxjetQi
10,Andromeda,Elodie,1746224,https://open.spotify.com/track/4iceKk4reL0vg2yDwXxQNF
11,Tikibombom,Levante,1493795,https://open.spotify.com/track/4JNT4VElmvNmJaQUhwPzg9
12,ANSIA NO,FSK SATELLITE,1433886,https://open.spotify.com/track/2yuYI5NFhevxa05se7Qht9
13,"PAROLA - feat. Lazza, Emis Killa",Giaime,1422013,https://open.spotify.com/track/2tQ7vPjN88wkQl5hSNSbVF
14,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,1355288,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
15,Dance Monkey,Tones And I,1353887,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
16,Blinding Lights,The Weeknd,1329243,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
17,Calmo,Shiva,1274277,https://open.spotify.com/track/6A5qLjVbEC2vNlu17tsExI
18,BRAVI A CADERE - I polmoni,Marracash,1266270,https://open.spotify.com/track/4SpV49wwekArulAVjEez3i
19,fuck 3x,tha Supreme,1222294,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7
20,CRUDELIA - I nervi,Marracash,1212669,https://open.spotify.com/track/1OeIJITrlUR4qss2kywMEn
21,Stu core t'apparten,Rocco Hunt,1128314,https://open.spotify.com/track/3nhAgjyrfUUCNDMZHx6LCa
