,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Good Times,Ghali,1681269,https://open.spotify.com/track/07VOfK2bIuOLxbzuNOsC2I
2,Auto Blu,Shiva,1499614,https://open.spotify.com/track/2chEq24EHjyw9Zjmwq0hlS
3,Fiori di Chernobyl,Mr.Rain,1499044,https://open.spotify.com/track/54PxYcGpSUCmlpGdFGTaYR
4,THE SCOTTS,THE SCOTTS,1423256,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
5,Roses - Imanbek Remix,SAINt JHN,1327459,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
6,death bed (coffee for your head),Powfu,1291406,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
7,Cacao (feat. Pyrex),Ghali,1269623,https://open.spotify.com/track/3quxQPUaIie9xjJYLqc4HE
8,SICKO MODE,Travis Scott,1124666,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
9,Blinding Lights,The Weeknd,1111051,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
10,goosebumps,Travis Scott,1091006,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
11,Nena (feat. Geolier & Andry The Hitmaker),Boro Boro,1089698,https://open.spotify.com/track/6TEPwGCSq4XGWu3hnZkC5m
12,blun7 a swishland,tha Supreme,1023279,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
13,Boogieman (feat. Salmo),Ghali,974553,https://open.spotify.com/track/5rqUDaXTkUwi0pMyrPXTeu
14,Per sentirmi vivo,Fasma,960371,https://open.spotify.com/track/20v9X8TV0AgwNGFT71OX3w
15,Toosie Slide,Drake,951732,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
16,Bando,ANNA,936945,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
17,Rapide,Mahmood,912349,https://open.spotify.com/track/2cf1g08CvDuhwXFqxjetQi
