,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,10704640,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",7895736,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
3,"Party Girl",StaySolidRocky,7132253,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
4,"Blueberry Faygo","Lil Mosey",6662483,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
5,"Blinding Lights","The Weeknd",6624121,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
6,"Watermelon Sugar","Harry Styles",6541264,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
7,"THE SCOTTS","THE SCOTTS",5589763,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
8,"The Box","Roddy Ricch",5317750,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
9,"We Paid (feat. 42 Dugg)","Lil Baby",5218080,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
10,"Savage Love (Laxed - Siren Beat)","Jawsh 685",5162659,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
11,"Toosie Slide",Drake,4987685,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
12,"The Bigger Picture","Lil Baby",4978321,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1
13,"Roses - Imanbek Remix","SAINt JHN",4948453,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
14,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",4691081,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
15,"How You Like That",BLACKPINK,4623176,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
16,"Rain On Me (with Ariana Grande)","Lady Gaga",4477536,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
17,"After Party","Don Toliver",4380935,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
18,"Sunday Best (Feeling Good, Like I Should)",Surfaces,4360682,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
19,"WHATS POPPIN","Jack Harlow",4355985,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
20,"death bed (coffee for your head)",Powfu,4269617,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
21,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",4105320,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
22,"Intentions (feat. Quavo)","Justin Bieber",3974830,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
