,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",8615865,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
2,"WAP (feat. Megan Thee Stallion)","Cardi B",8303314,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
3,"Mood (feat. iann dior)",24kGoldn,8274982,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
4,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",7634118,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
5,"Laugh Now Cry Later (feat. Lil Durk)",Drake,7220677,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
6,"Dreams - 2004 Remaster","Fleetwood Mac",6296848,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
7,"What You Know Bout Love","Pop Smoke",6250888,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
8,"Mr. Right Now (feat. Drake)","21 Savage",5536235,https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj
9,"Holy (feat. Chance The Rapper)","Justin Bieber",4937505,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
10,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,4813781,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
11,Runnin,"21 Savage",4780510,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk
12,"Come & Go (with Marshmello)","Juice WRLD",4666965,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
13,"Wishing Well","Juice WRLD",4655532,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
14,"Blinding Lights","The Weeknd",4547238,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
15,Dynamite,BTS,4371612,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
16,Heather,"Conan Gray",4338456,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
17,"POPSTAR (feat. Drake)","DJ Khaled",4241505,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
18,Wonder,"Shawn Mendes",4157879,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
19,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",4065931,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
20,"Put Your Records On","Ritt Momney",3992569,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
21,"my ex's best friend (with blackbear)","Machine Gun Kelly",3952739,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
22,"Watermelon Sugar","Harry Styles",3935561,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
23,"you broke me first","Tate McRae",3765848,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
24,"Blueberry Faygo","Lil Mosey",3712950,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
25,"Mood Swings (feat. Lil Tjay)","Pop Smoke",3488544,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
26,"Martin & Gina","Polo G",3437174,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
27,"24 (feat. Lil Baby)","Money Man",3375868,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5
28,Sofia,Clairo,3310357,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
29,"FRANCHISE (feat. Young Thug & M.I.A.)","Travis Scott",3108198,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ
30,"Lucid Dreams","Juice WRLD",3023733,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
31,"All Girls Are The Same","Juice WRLD",3012719,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
32,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,3006240,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
33,"Go Crazy","Chris Brown",2992031,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
34,"Be Like That - feat. Swae Lee & Khalid","Kane Brown",2980628,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
35,"Wolves (feat. Post Malone)","Big Sean",2945687,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ
36,"Glock In My Lap","21 Savage",2945273,https://open.spotify.com/track/6pcywuOeGGWeOQzdUyti6k
37,Robbery,"Juice WRLD",2944325,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
38,Circles,"Post Malone",2934372,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
39,"Savage Love (Laxed - Siren Beat)","Jawsh 685",2930691,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
40,"Smile (with The Weeknd)","Juice WRLD",2910350,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
41,"The Box","Roddy Ricch",2847179,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
42,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",2815786,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
43,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",2807752,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
44,"Roses - Imanbek Remix","SAINt JHN",2782264,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
45,"death bed (coffee for your head)",Powfu,2630193,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
46,"Someone You Loved","Lewis Capaldi",2606521,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
47,"Before You Go","Lewis Capaldi",2587846,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
48,Daisy,Ashnikko,2582405,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
49,"7 Summers","Morgan Wallen",2573861,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy
50,"Sleepy Hollow","Trippie Redd",2530243,https://open.spotify.com/track/3v84EI4rMdsqJ95MxwIjQa
51,"Got It On Me","Pop Smoke",2464172,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
52,"Rags2Riches 2 (feat. Lil Baby)","Rod Wave",2458453,https://open.spotify.com/track/0qJeyYAgv6UpvewUxRXAhb
53,"We Paid (feat. 42 Dugg)","Lil Baby",2456658,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
54,Hawái,Maluma,2436406,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
55,"After Party","Don Toliver",2421119,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
56,"Electric Love",BØRNS,2420601,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
57,"forget me too (feat. Halsey)","Machine Gun Kelly",2420542,https://open.spotify.com/track/1VSuFS7PahCN3SWbOcQ98m
58,"Midnight Sky","Miley Cyrus",2415930,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
59,"Whiskey Glasses","Morgan Wallen",2364312,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
60,"Party Girl",StaySolidRocky,2362553,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
61,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",2352554,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49
62,"GREECE (feat. Drake)","DJ Khaled",2334156,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
63,"Blastoff (feat. Juice Wrld & Trippie Redd)","Internet Money",2310064,https://open.spotify.com/track/7dH9TPjTWQ60wOJkmYay8a
64,"Rich Nigga Shit (feat. Young Thug)","21 Savage",2305525,https://open.spotify.com/track/3ruoIF2UnoXdzK8mR61ebq
65,goosebumps,"Travis Scott",2278976,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
66,"Adore You","Harry Styles",2272229,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
67,"Head & Heart (feat. MNEK)","Joel Corry",2255157,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
68,Conversations,"Juice WRLD",2254444,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob
69,Righteous,"Juice WRLD",2213783,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm
70,"Life Is Good (feat. Drake)",Future,2213301,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
71,"Are You Bored Yet? (feat. Clairo)",Wallows,2197489,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
72,"Ice Cream (with Selena Gomez)",BLACKPINK,2186809,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
73,"More Than My Hometown","Morgan Wallen",2173995,https://open.spotify.com/track/0eBXyY4SatzpE7opnzgXvz
74,"SLOW DANCING IN THE DARK",Joji,2143264,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
75,21,"Polo G",2129635,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H
76,"hot girl bummer",blackbear,2128037,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
77,"Intentions (feat. Quavo)","Justin Bieber",2106761,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
78,"Sweater Weather","The Neighbourhood",2101698,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
79,"One Of Them Girls","Lee Brice",2091437,https://open.spotify.com/track/14GwnOeC9qYEKEA6uOZepa
80,"GO (feat. Juice WRLD)","The Kid LAROI",2085224,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
81,"HIGHEST IN THE ROOM","Travis Scott",2076683,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
82,"Many Men","21 Savage",2067769,https://open.spotify.com/track/3CDVMejYHnB1SkEEx0T1N4
83,"Levitating (feat. DaBaby)","Dua Lipa",2060168,https://open.spotify.com/track/6OqrJqDMu15AGJHJazg9Nr
84,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",2055786,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
85,"Sunday Best (Feeling Good, Like I Should)",Surfaces,2053218,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
86,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",2036437,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
87,"Bet You Wanna (feat. Cardi B)",BLACKPINK,2032446,https://open.spotify.com/track/7iAgNZdotu40NwtoIWJHFe
88,"If the World Was Ending - feat. Julia Michaels","JP Saxe",2026479,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
89,"Chasin' You","Morgan Wallen",2010751,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A
90,"WHATS POPPIN","Jack Harlow",1994829,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
91,"Breaking Me",Topic,1988052,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
92,"Jocelyn Flores",XXXTENTACION,1987517,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
93,"SICKO MODE","Travis Scott",1979228,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
94,"E-GIRLS ARE RUINING MY LIFE!",CORPSE,1977488,https://open.spotify.com/track/7bCfHiRcfUjG0YVVNUL7Ve
95,Dior,"Pop Smoke",1967959,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
96,"Ballin' (with Roddy Ricch)",Mustard,1957235,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
97,ROXANNE,"Arizona Zervas",1956314,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
98,"Rain On Me (with Ariana Grande)","Lady Gaga",1934642,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
99,"Baby, I'm Jealous (feat. Doja Cat)","Bebe Rexha",1926265,https://open.spotify.com/track/2fTdRdN73RgIgcUZN33dvt
100,Falling,"Trevor Daniel",1916436,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
101,"Lovesick Girls",BLACKPINK,1912188,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
102,Slidin,"21 Savage",1911884,https://open.spotify.com/track/7fxSLnklnayJNBIKntXedZ
103,"Toosie Slide",Drake,1885216,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
104,"Heart Of Glass (Live from the iHeart Festival)","Miley Cyrus",1865520,https://open.spotify.com/track/5i7ThJfYLAzp2DyZuFpF6j
105,"The Chain - 2004 Remaster","Fleetwood Mac",1864351,https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU
106,"Beautiful Crazy","Luke Combs",1854507,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
107,"Mad at Disney","salem ilese",1844706,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
108,"THE SCOTTS","THE SCOTTS",1843529,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
109,"You Got It",Vedo,1837040,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
110,"Still Don't Know My Name",Labrinth,1824513,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV
111,"No Guidance (feat. Drake)","Chris Brown",1821723,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
112,"Girls in the Hood","Megan Thee Stallion",1811912,https://open.spotify.com/track/6WbTTAGKrQtCQvmc5BuYfh
113,"bloody valentine","Machine Gun Kelly",1791887,https://open.spotify.com/track/6mADjHs6FXdroPzEGW6KVJ
114,Falling,"Harry Styles",1790512,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
115,"Star Shopping","Lil Peep",1786885,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp
116,"High Fashion (feat. Mustard)","Roddy Ricch",1784286,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
117,"Take You Dancing","Jason Derulo",1764130,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
118,BOP,DaBaby,1755783,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
119,"Tongue Tied",Grouplove,1741089,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N
120,"20 Min","Lil Uzi Vert",1739788,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
121,"Daddy Issues","The Neighbourhood",1736721,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
122,"Flex (feat. Juice WRLD)","Polo G",1724718,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz
123,SAD!,XXXTENTACION,1718114,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
124,"No Role Modelz","J. Cole",1702198,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
125,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",1701556,https://open.spotify.com/track/1Z0cZI0UzNbP9L8MzzGxqf
126,"The Less I Know The Better","Tame Impala",1696649,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
127,"lovely (with Khalid)","Billie Eilish",1694190,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
128,"Don't Start Now","Dua Lipa",1692119,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
129,July,"Noah Cyrus",1680655,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
130,"Heartless (feat. Morgan Wallen)",Diplo,1674228,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk
131,"MIDDLE CHILD","J. Cole",1671718,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
132,"Money Trees","Kendrick Lamar",1658347,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
133,"Godzilla (feat. Juice WRLD)",Eminem,1650964,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
134,"Don’t Stop (feat. Young Thug)","Megan Thee Stallion",1649562,https://open.spotify.com/track/3yv7994DWTEk3ihwy75YBQ
135,Epidemic,"Polo G",1648496,https://open.spotify.com/track/170DNUSnQRp1tGpppF26pA
136,Bang!,AJR,1644959,https://open.spotify.com/track/53BHUFdQphHiZUUG3nx9zn
137,"Lets Link",WhoHeem,1640184,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5
138,"I Hope","Gabby Barrett",1638450,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo
139,"Dance Monkey","Tones And I",1634147,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
140,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",1633800,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
141,"my future","Billie Eilish",1632548,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
142,"Stuck with U (with Justin Bieber)","Ariana Grande",1631727,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
143,"Tap In",Saweetie,1629233,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD
144,PTSD,"G Herbo",1624712,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
145,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",1612896,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
146,"Narrow Road (feat. Lil Baby)","NLE Choppa",1611716,https://open.spotify.com/track/0mCiEhtdRn5YYhefLXcxI7
147,"I Fall Apart","Post Malone",1610823,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
148,"Chicago Freestyle (feat. Giveon)",Drake,1602239,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
149,"3 Headed Goat (feat. Lil Baby & Polo G)","Lil Durk",1602116,https://open.spotify.com/track/2h4cmbyb6S7e8igDZIITJU
150,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",1596774,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
151,"Stunnin' (feat. Harm Franklin)","Curtis Waters",1595020,https://open.spotify.com/track/2JSmxLqt8h7ZpJJkfuLJvK
152,Wow.,"Post Malone",1592825,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
153,"Cover Me Up","Morgan Wallen",1586159,https://open.spotify.com/track/7Jd0VVrzeTTWipxSzJ81aC
154,cardigan,"Taylor Swift",1583100,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
155,"rockstar (feat. 21 Savage)","Post Malone",1571722,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
156,"Said Sum","Moneybagg Yo",1570765,https://open.spotify.com/track/3sKz6Sd72K0ofPWcJPPk6H
157,"10,000 Hours (with Justin Bieber)","Dan + Shay",1566832,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
158,"Moonwalking in Calabasas (feat. Blueface) - Remix",DDG,1564983,https://open.spotify.com/track/7o4gBbTM6UBLkOYPw9xMCz
159,"bad guy","Billie Eilish",1555187,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
160,Landslide,"Fleetwood Mac",1553970,https://open.spotify.com/track/5ihS6UUlyQAfmp48eSkxuQ
161,"everything i wanted","Billie Eilish",1553864,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
162,"XO Tour Llif3","Lil Uzi Vert",1553285,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
163,"Kacey Talk","YoungBoy Never Broke Again",1545023,https://open.spotify.com/track/1SF8piqsZWn86DajVKih8F
164,"Armed And Dangerous","Juice WRLD",1536683,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
165,"Hit Different",SZA,1534910,https://open.spotify.com/track/7Bar1kLTmsRmH6FCKKMEyU
166,"Relación - Remix",Sech,1533899,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
167,"Your Man",Joji,1527031,https://open.spotify.com/track/6Vgtvd7I5yopJdBuxqjBd2
168,"Say You Won't Let Go","James Arthur",1524453,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
169,Excitement,"Trippie Redd",1515464,https://open.spotify.com/track/3WnTQDd9A3bpBfzCziElU9
170,"Life's A Mess (feat. Halsey)","Juice WRLD",1515156,https://open.spotify.com/track/5wWAwzGp2OaaoIkwcz6wZs
171,"exile (feat. Bon Iver)","Taylor Swift",1514402,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
172,"the 1","Taylor Swift",1511211,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8
173,"Mr. Brightside","The Killers",1511103,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
174,"Better Together","Luke Combs",1510459,https://open.spotify.com/track/6gdLyYNuhWBzqwlOFSsXC7
175,"The Bigger Picture","Lil Baby",1496771,https://open.spotify.com/track/3HNWVQHXpW70ubsDhvnegu
176,Maniac,"Conan Gray",1494616,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
177,"Be Kind (with Halsey)",Marshmello,1491984,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
178,"Gimme Love",Joji,1488694,https://open.spotify.com/track/5jSBnH9NyaNP5zdSB3pwgu
179,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1484156,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
180,"BLIND (feat. Young Thug)",DaBaby,1477018,https://open.spotify.com/track/2T5NBwKRySiCR78vVk08vr
181,"Outta Time (feat. Drake)","Bryson Tiller",1465582,https://open.spotify.com/track/4SCnCPOUOUXUmCX2uHb3r7
182,"when the party's over","Billie Eilish",1462133,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
183,"Pussy Talk","City Girls",1448017,https://open.spotify.com/track/5EzL7hGT9g2Tvqsy158Lu9
184,"Pretty Heart","Parker McCollum",1434404,https://open.spotify.com/track/6vC90OOjZR165Hw8CpsqEm
185,"we fell in love in october","girl in red",1433180,https://open.spotify.com/track/1BYZxKSf0aTxp8ZFoeyM3d
186,"Murder On My Mind","YNW Melly",1430463,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
187,"Tennessee Whiskey","Chris Stapleton",1429875,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx
