,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"WAP (feat. Megan Thee Stallion)","Cardi B",15398897,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
2,"Mood (feat. iann dior)",24kGoldn,10323110,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
3,"Laugh Now Cry Later (feat. Lil Durk)",Drake,9934418,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
4,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",7522385,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
5,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",6743659,https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI
6,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,6587105,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
7,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",6047672,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
8,"Wishing Well","Juice WRLD",5791822,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
9,Heather,"Conan Gray",5760007,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
10,"Come & Go (with Marshmello)","Juice WRLD",5603140,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
11,"Watermelon Sugar","Harry Styles",5239672,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
12,Dynamite,BTS,5194330,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
13,"Mood Swings (feat. Lil Tjay)","Pop Smoke",5171081,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
14,"Blinding Lights","The Weeknd",5169706,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
15,"POPSTAR (feat. Drake)","DJ Khaled",4860485,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
