,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"The Box","Roddy Ricch",15264900,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,"Blinding Lights","The Weeknd",8663011,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
3,"Say So","Doja Cat",8494545,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
4,"Blueberry Faygo","Lil Mosey",8366456,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
5,"Intentions (feat. Quavo)","Justin Bieber",8139379,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
6,"Life Is Good (feat. Drake)",Future,7815588,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
7,"That Way","Lil Uzi Vert",7756870,https://open.spotify.com/track/5raTDhlbxFDnpn89bxArdH
8,"Stupid Love","Lady Gaga",7497882,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
9,ROXANNE,"Arizona Zervas",7035145,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
10,"High Fashion (feat. Mustard)","Roddy Ricch",6813218,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
11,"Heatin Up (feat. Gunna)","Lil Baby",6682754,https://open.spotify.com/track/7KSSdFCBHCfq4KPzz78ghk
12,"Don't Start Now","Dua Lipa",6659492,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
13,"La Difícil","Bad Bunny",6416438,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
14,"WHATS POPPIN","Jack Harlow",6320293,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg
15,Ignorantes,"Bad Bunny",6300993,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
16,"Si Veo a Tu Mamá","Bad Bunny",6277199,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
17,Circles,"Post Malone",6198842,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
