,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"THE SCOTTS","THE SCOTTS",18915488,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
2,Righteous,"Juice WRLD",11865922,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
3,"Toosie Slide",Drake,8951031,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
4,"Blueberry Faygo","Lil Mosey",8847895,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
5,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,8650518,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
6,"Blinding Lights","The Weeknd",8613330,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
7,"The Box","Roddy Ricch",8078179,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
8,goosebumps,"Travis Scott",6351723,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
9,"Roses - Imanbek Remix","SAINt JHN",6306455,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
10,"WHATS POPPIN","Jack Harlow",6042451,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
11,"Say So","Doja Cat",5977707,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
12,"SICKO MODE","Travis Scott",5772980,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
13,"HIGHEST IN THE ROOM","Travis Scott",5599305,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
14,Savage,"Megan Thee Stallion",5059147,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
15,"Don't Start Now","Dua Lipa",4911547,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
16,"death bed (coffee for your head)",Powfu,4902544,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
17,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",4787737,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
18,Circles,"Post Malone",4761020,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
19,"Sunday Best (Feeling Good, Like I Should)",Surfaces,4577860,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
20,"Intentions (feat. Quavo)","Justin Bieber",4499814,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
21,"Life Is Good (feat. Drake)",Future,4443223,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
22,ROXANNE,"Arizona Zervas",4110437,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
23,Falling,"Trevor Daniel",4077201,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
