,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"The Box","Roddy Ricch",18952305,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,ROXANNE,"Arizona Zervas",9671478,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,Yummy,"Justin Bieber",9648561,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
4,Circles,"Post Malone",8244725,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
5,BOP,DaBaby,7985170,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
6,Falling,"Trevor Daniel",7503297,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
7,"Dance Monkey","Tones And I",6986158,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
8,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",6938158,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
9,"Futsal Shuffle 2020","Lil Uzi Vert",6802710,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
10,"everything i wanted","Billie Eilish",6181388,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
11,"Ballin' (with Roddy Ricch)",Mustard,6166618,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
12,"Blinding Lights","The Weeknd",6093807,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
13,"Adore You","Harry Styles",5918797,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
14,Suicidal,"YNW Melly",5880355,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
15,"My Oh My (feat. DaBaby)","Camila Cabello",5680153,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
16,"Don't Start Now","Dua Lipa",5216621,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
17,"No Idea","Don Toliver",4922350,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
18,"hot girl bummer",blackbear,4897726,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
19,VIBEZ,DaBaby,4809631,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
20,"Watermelon Sugar","Harry Styles",4793358,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
21,Heartless,"The Weeknd",4784585,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
22,"OUT WEST (feat. Young Thug)",JACKBOYS,4750318,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
23,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",4700611,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
24,"HIGHEST IN THE ROOM","Travis Scott",4640947,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
25,"Someone You Loved","Lewis Capaldi",4604720,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
26,Woah,"Lil Baby",4528520,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
27,Memories,"Maroon 5",4510361,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
28,"Lose You To Love Me","Selena Gomez",4291918,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
29,SUGAR,BROCKHAMPTON,4290774,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
30,"Lucid Dreams","Juice WRLD",4068069,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
31,Suge,DaBaby,4012729,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
32,"Say So","Doja Cat",3895584,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
33,Robbery,"Juice WRLD",3857669,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
34,"bad guy","Billie Eilish",3830917,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
35,"HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX","Travis Scott",3735347,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
36,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)","French Montana",3695717,https://open.spotify.com/track/7ntUbTIwmwOD6ygCMRZT6e
37,Ransom,"Lil Tecca",3657828,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
