,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,DÁKITI,Bad Bunny,8657149,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
2,All I Want for Christmas Is You,Mariah Carey,7676768,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
3,Rockin' Around The Christmas Tree,Brenda Lee,7182389,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
4,Jingle Bell Rock,Bobby Helms,6682329,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
5,positions,Ariana Grande,6561383,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
6,It's the Most Wonderful Time of the Year,Andy Williams,6391262,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A
7,34+35,Ariana Grande,6141932,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
8,Last Christmas,Wham!,6084803,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
9,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,6084627,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
10,Santa Tell Me,Ariana Grande,6066025,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
11,Mood (feat. iann dior),24kGoldn,5908125,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
12,It's Beginning to Look a Lot like Christmas,Michael Bublé,5774145,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
13,Body,Megan Thee Stallion,5631945,https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa
14,Therefore I Am,Billie Eilish,5549931,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
15,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,5176666,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
16,Blinding Lights,The Weeknd,4951220,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
