,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,11547908,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Rain On Me (with Ariana Grande)","Lady Gaga",7990998,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
3,"THE SCOTTS","THE SCOTTS",7371910,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
4,"Party Girl",StaySolidRocky,7152600,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
5,"Blueberry Faygo","Lil Mosey",6997297,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
6,"Blinding Lights","The Weeknd",6933510,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
7,"Toosie Slide",Drake,6587408,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
8,"Sour Candy (with BLACKPINK)","Lady Gaga",6161071,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
9,"The Box","Roddy Ricch",6072349,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
10,"Tell Me U Luv Me (with Trippie Redd)","Juice WRLD",5649011,https://open.spotify.com/track/4CNcRgjGw1v9VQaTaytdnD
11,"WHATS POPPIN","Jack Harlow",5539629,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
12,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",5412239,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
13,"Roses - Imanbek Remix","SAINt JHN",5170706,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
14,"After Party","Don Toliver",5057221,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
15,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",4847583,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
16,"Watermelon Sugar","Harry Styles",4459225,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
17,"death bed (coffee for your head)",Powfu,4446173,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
18,"Life Is Good (feat. Drake)",Future,4416115,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
19,Circles,"Post Malone",4322966,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
20,"Sunday Best (Feeling Good, Like I Should)",Surfaces,4285559,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
21,GOOBA,6ix9ine,4274471,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
22,"Intentions (feat. Quavo)","Justin Bieber",4080550,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
23,"Flex (feat. Juice WRLD)","Polo G",4073146,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz
24,"Chicago Freestyle (feat. Giveon)",Drake,3856878,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
25,"Stuck with U (with Justin Bieber)","Ariana Grande",3841950,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
26,Righteous,"Juice WRLD",3823206,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
