,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"The Box","Roddy Ricch",21416881,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,"Life Is Good (feat. Drake)",Future,13526634,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
3,"Godzilla (feat. Juice WRLD)",Eminem,11978444,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
4,ROXANNE,"Arizona Zervas",8667807,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
5,BOP,DaBaby,7424415,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
6,Suicidal,"YNW Melly",7417942,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
7,Falling,"Trevor Daniel",7229627,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
8,"Blinding Lights","The Weeknd",7196949,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
9,"everything i wanted","Billie Eilish",7152812,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
10,Circles,"Post Malone",7051252,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
11,"High Fashion (feat. Mustard)","Roddy Ricch",6542903,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
12,"Dance Monkey","Tones And I",6471735,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
13,"Good News","Mac Miller",6379904,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
14,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",6196109,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
15,"Ballin' (with Roddy Ricch)",Mustard,6151942,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
16,"You should be sad",Halsey,5868636,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
17,Yummy,"Justin Bieber",5654519,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
18,"bad guy","Billie Eilish",5643838,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
19,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,5479595,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
20,"Don't Start Now","Dua Lipa",5468234,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
21,"Futsal Shuffle 2020","Lil Uzi Vert",5365662,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
22,SUGAR,BROCKHAMPTON,5003029,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
23,"Say So","Doja Cat",4877850,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
24,"Adore You","Harry Styles",4644662,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
25,"Someone You Loved","Lewis Capaldi",4598246,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
26,"OUT WEST (feat. Young Thug)",JACKBOYS,4582591,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
27,VIBEZ,DaBaby,4556617,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
28,Woah,"Lil Baby",4473033,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
29,"What A Man Gotta Do","Jonas Brothers",4426185,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
30,"No Idea","Don Toliver",4410317,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
31,"My Oh My (feat. DaBaby)","Camila Cabello",4377307,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
32,"Blue World","Mac Miller",4280532,https://open.spotify.com/track/2hwOoMtWPtTSSn6WHV7Vp5
33,"Sum 2 Prove","Lil Baby",4256280,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz
34,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",4251668,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
35,"HIGHEST IN THE ROOM","Travis Scott",4047303,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
36,"hot girl bummer",blackbear,4018527,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
37,Tusa,"KAROL G",3984851,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
