,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,positions,"Ariana Grande",8890496,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
2,DÁKITI,"Bad Bunny",7709625,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
3,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",7528691,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
4,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",6146007,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
5,34+35,"Ariana Grande",6059066,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
6,"Mood (feat. iann dior)",24kGoldn,5984515,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
7,"WAP (feat. Megan Thee Stallion)","Cardi B",5910738,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
8,"What You Know Bout Love","Pop Smoke",5509689,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
9,"Laugh Now Cry Later (feat. Lil Durk)",Drake,5296245,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
10,pov,"Ariana Grande",4876988,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
11,"Lonely (with benny blanco)","Justin Bieber",4756736,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
12,"Tyler Herro","Jack Harlow",4600153,https://open.spotify.com/track/4DuUwzP4ALMqpquHU0ltAB
13,"SO DONE","The Kid LAROI",4407050,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE
14,"Holy (feat. Chance The Rapper)","Justin Bieber",4163321,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
15,"Come & Go (with Marshmello)","Juice WRLD",4147774,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
16,"Hawái - Remix",Maluma,4112422,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
17,"Forever After All","Luke Combs",4071076,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew
18,"motive (with Doja Cat)","Ariana Grande",4055562,https://open.spotify.com/track/5GkQIP5mWPi4KZLLXeuFTT
19,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,3978187,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
20,"Put Your Records On","Ritt Momney",3931072,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
21,"Wishing Well","Juice WRLD",3813703,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
22,"Blinding Lights","The Weeknd",3775168,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
23,Heather,"Conan Gray",3661035,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
24,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,3614470,https://open.spotify.com/track/6FuGJB290AQMAHTfjOYVaK
25,"you broke me first","Tate McRae",3547433,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
26,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",3323901,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
27,Sofia,Clairo,3287608,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
28,"Watermelon Sugar","Harry Styles",3283614,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
29,"Dreams - 2004 Remaster","Fleetwood Mac",3276158,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
30,"Martin & Gina","Polo G",3261490,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
31,"Levitating (feat. DaBaby)","Dua Lipa",3261355,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
32,"Blueberry Faygo","Lil Mosey",3192896,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
33,Runnin,"21 Savage",3126454,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk
34,"my ex's best friend (with blackbear)","Machine Gun Kelly",3097021,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
35,Dynamite,BTS,3086573,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
36,"All Girls Are The Same","Juice WRLD",3085628,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
37,"Took Her To The O","King Von",3050937,https://open.spotify.com/track/7fEoXCZTZFosUFvFQg1BmW
38,"just like magic","Ariana Grande",2970464,https://open.spotify.com/track/7Dx9Z6Aon1qPS2N0rHSWTe
39,Wonder,"Shawn Mendes",2959759,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
40,"Mr. Right Now (feat. Drake)","21 Savage",2958953,https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj
41,"off the table (with The Weeknd)","Ariana Grande",2940753,https://open.spotify.com/track/7E1jVNoWuemqUryI4FxsVD
42,"Lucid Dreams","Juice WRLD",2932908,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
43,"POPSTAR (feat. Drake)","DJ Khaled",2918649,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
44,"ALWAYS DO","The Kid LAROI",2853262,https://open.spotify.com/track/3QCU8BT0zDS9LPVfEhRFEE
45,"Be Like That - feat. Swae Lee & Khalid","Kane Brown",2845897,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
46,PRACTICE,DaBaby,2845276,https://open.spotify.com/track/4Z5FyQlevoHoa5FsIVKZju
47,"Moonwalking in Calabasas (feat. Blueface) - Remix",DDG,2817115,https://open.spotify.com/track/7o4gBbTM6UBLkOYPw9xMCz
48,Robbery,"Juice WRLD",2787257,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
49,"GO (feat. Juice WRLD)","The Kid LAROI",2754600,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
50,"TRAGIC (feat. Youngboy Never Broke Again & Internet Money)","The Kid LAROI",2747678,https://open.spotify.com/track/13EW51DKru044OJDJ9Bm8o
51,"Young Wheezy (with Gunna)",NAV,2695790,https://open.spotify.com/track/0bMyxvtbPa7HFemLjzw0xX
52,Daisy,Ashnikko,2673250,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
53,"Mood Swings (feat. Lil Tjay)","Pop Smoke",2643328,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
54,Circles,"Post Malone",2619072,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
55,"All I Want for Christmas Is You","Mariah Carey",2615579,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
56,"The Code (feat. Polo G)","King Von",2571075,https://open.spotify.com/track/5NOUjBikzECEJyZMTxtErD
57,"The Box","Roddy Ricch",2560356,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
58,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",2552381,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
59,"safety net (feat. Ty Dolla $ign)","Ariana Grande",2544551,https://open.spotify.com/track/14gkWVFMwdxBMyqBw1wmIg
60,"Someone You Loved","Lewis Capaldi",2494592,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
61,nasty,"Ariana Grande",2466464,https://open.spotify.com/track/0sci7ppTZFm4mjcH3nu8yO
62,"What That Speed Bout!?","Mike WiLL Made-It",2465191,https://open.spotify.com/track/5iZ5wjTTxSIv8Cfrhj6Jla
63,"Sweater Weather","The Neighbourhood",2430285,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
64,"WITHOUT YOU","The Kid LAROI",2428233,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
65,"Before You Go","Lewis Capaldi",2396546,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
66,"shut up","Ariana Grande",2369874,https://open.spotify.com/track/3ko9jEHNt4O5fjKN65ULJp
67,"Go Crazy","Chris Brown",2349731,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
68,"Spicy (feat. Post Malone)","Ty Dolla $ign",2331407,https://open.spotify.com/track/5IUtvfNvOyVYZUa6AJFrnP
69,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)","The Kid LAROI",2326726,https://open.spotify.com/track/0DYNL4xbYWgNzppUamtyR4
70,"Smile (with The Weeknd)","Juice WRLD",2302276,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
71,"E-GIRLS ARE RUINING MY LIFE!",CORPSE,2294520,https://open.spotify.com/track/7bCfHiRcfUjG0YVVNUL7Ve
72,"24 (feat. Lil Baby)","Money Man",2285983,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5
73,Golden,"Harry Styles",2258244,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
74,"Better Together","Luke Combs",2253869,https://open.spotify.com/track/6gdLyYNuhWBzqwlOFSsXC7
75,"Midnight Sky","Miley Cyrus",2252557,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
76,"Train Wreck","James Arthur",2242294,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
77,"Savage Love (Laxed - Siren Beat)","Jawsh 685",2232263,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
78,"six thirty","Ariana Grande",2212591,https://open.spotify.com/track/2IKJtXeR5UsaUjZB46fTOK
79,"Electric Love",BØRNS,2195645,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
80,obvious,"Ariana Grande",2177550,https://open.spotify.com/track/0q85C1JiECyYIQthz1posA
81,"my hair","Ariana Grande",2162729,https://open.spotify.com/track/6u7gmPOz7pzzaeR9xSBpsR
82,"7 Summers","Morgan Wallen",2161532,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy
83,"SLOW DANCING IN THE DARK",Joji,2141789,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
84,"Are You Bored Yet? (feat. Clairo)",Wallows,2129426,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
85,Whoopty,CJ,2094746,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
86,"Adore You","Harry Styles",2090529,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
87,"death bed (coffee for your head)",Powfu,2079696,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
88,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",2064203,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
89,goosebumps,"Travis Scott",2058193,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
90,"Rockin' Around The Christmas Tree","Brenda Lee",2057999,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
91,"hot girl bummer",blackbear,2055408,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
92,"After Party","Don Toliver",2052776,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
93,"Whiskey Glasses","Morgan Wallen",2052178,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
94,"Got It On Me","Pop Smoke",2047158,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
95,Weeeeee,"Trippie Redd",2041405,https://open.spotify.com/track/2PI3qpTqYowwMzOSQRuj73
96,"Life Is Good (feat. Drake)",Future,2030325,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
97,"If the World Was Ending - feat. Julia Michaels","JP Saxe",2013999,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
98,"Roses - Imanbek Remix","SAINt JHN",2004388,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
99,"Daddy Issues","The Neighbourhood",1994826,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
100,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",1984281,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49
101,"Blastoff (feat. Juice Wrld & Trippie Redd)","Internet Money",1979869,https://open.spotify.com/track/7dH9TPjTWQ60wOJkmYay8a
102,Righteous,"Juice WRLD",1978149,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm
103,"Jocelyn Flores",XXXTENTACION,1961420,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
104,"Don't Need Friends (feat. Lil Baby)",NAV,1956172,https://open.spotify.com/track/4x3mum2YGHtIBrgUKiNt4F
105,"Jingle Bell Rock","Bobby Helms",1954159,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj
106,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",1952778,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
107,"Head & Heart (feat. MNEK)","Joel Corry",1948723,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
108,21,"Polo G",1946823,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H
109,Dior,"Pop Smoke",1932959,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
110,"west side","Ariana Grande",1921873,https://open.spotify.com/track/1whfVLMKWqAX3uk97VXsNN
111,"Party Girl",StaySolidRocky,1919242,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
112,"Wolves (feat. Post Malone)","Big Sean",1907610,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ
113,FDT,YG,1904820,https://open.spotify.com/track/6k0DJqW2v2e4809Z1zN0YU
114,BOP,DaBaby,1896190,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
115,"love language","Ariana Grande",1880429,https://open.spotify.com/track/6NYtLvyThMT0oALFdJFdzq
116,"More Than My Hometown","Morgan Wallen",1877746,https://open.spotify.com/track/0eBXyY4SatzpE7opnzgXvz
117,"Crazy Story","Only The Family",1862062,https://open.spotify.com/track/5i0eJv1DzuyhaYnro4wTKg
118,"lovely (with Khalid)","Billie Eilish",1861102,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
119,"Beautiful Crazy","Luke Combs",1855172,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
120,"Santa Tell Me","Ariana Grande",1846511,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
121,"HIGHEST IN THE ROOM","Travis Scott",1841052,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
122,"It's the Most Wonderful Time of the Year","Andy Williams",1841037,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A
123,"Last Christmas",Wham!,1840312,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
124,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,1840165,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
125,"FEEL SOMETHING (feat. Marshmello)","The Kid LAROI",1837415,https://open.spotify.com/track/1yP6g2Ka4CisR3i2cuIcjK
126,ROXANNE,"Arizona Zervas",1835788,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
127,"Ballin' (with Roddy Ricch)",Mustard,1835177,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
128,"Sunday Best (Feeling Good, Like I Should)",Surfaces,1830188,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
129,"One Of Them Girls","Lee Brice",1818716,https://open.spotify.com/track/14GwnOeC9qYEKEA6uOZepa
130,"Rags2Riches 2 (feat. Lil Baby)","Rod Wave",1816663,https://open.spotify.com/track/0qJeyYAgv6UpvewUxRXAhb
131,"WHATS POPPIN","Jack Harlow",1815563,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
132,"Deep End",Fousheé,1802048,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA
133,Falling,"Harry Styles",1793026,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
134,Hawái,Maluma,1784474,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
135,"Take You Dancing","Jason Derulo",1780126,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
136,"Chasin' You","Morgan Wallen",1766403,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A
137,"Kacey Talk","YoungBoy Never Broke Again",1761155,https://open.spotify.com/track/1SF8piqsZWn86DajVKih8F
138,"Rain On Me (with Ariana Grande)","Lady Gaga",1758448,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
139,"WRONG (feat. Lil Mosey)","The Kid LAROI",1757439,https://open.spotify.com/track/1EWkw4Fa6IlnsAihLUlFFM
140,"It's Beginning to Look a Lot like Christmas","Michael Bublé",1753766,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
141,"Star Shopping","Lil Peep",1749644,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp
142,"Intentions (feat. Quavo)","Justin Bieber",1749314,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
143,"SICKO MODE","Travis Scott",1735151,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
144,"We Paid (feat. 42 Dugg)","Lil Baby",1733142,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
145,Falling,"Trevor Daniel",1731049,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
146,"20 Min","Lil Uzi Vert",1725187,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
147,Bang!,AJR,1718896,https://open.spotify.com/track/53BHUFdQphHiZUUG3nx9zn
148,"No Role Modelz","J. Cole",1703237,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
149,PIKACHU,"The Kid LAROI",1701008,https://open.spotify.com/track/33QXHN1SzNgHIRPr7qYknV
150,SAD!,XXXTENTACION,1695670,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
151,"forget me too (feat. Halsey)","Machine Gun Kelly",1694310,https://open.spotify.com/track/1VSuFS7PahCN3SWbOcQ98m
152,July,"Noah Cyrus",1692956,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
153,"Said Sum (feat. City Girls & DaBaby) - Remix","Moneybagg Yo",1679610,https://open.spotify.com/track/13VXVxePp4NUiXwtmQ0viz
154,"Excitement (feat. PARTYNEXTDOOR)","Trippie Redd",1679117,https://open.spotify.com/track/7FullO2NDkyvxLuxYVKINa
155,"Girls in the Hood","Megan Thee Stallion",1668369,https://open.spotify.com/track/6WbTTAGKrQtCQvmc5BuYfh
156,"Onna Come Up","Lil Eazzyy",1629361,https://open.spotify.com/track/3NxFTRr0692mbC5hD0nEZD
157,"Tongue Tied",Grouplove,1627203,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N
158,"The Less I Know The Better","Tame Impala",1617455,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
159,"MIDDLE CHILD","J. Cole",1603800,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
160,"Godzilla (feat. Juice WRLD)",Eminem,1602739,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
161,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1598067,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
162,"FRANCHISE (feat. Young Thug & M.I.A.)","Travis Scott",1597009,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ
163,Diamonds,"Sam Smith",1593313,https://open.spotify.com/track/1hJIbOjWpid6LtnozHmzRS
164,"Got What I Got","Jason Aldean",1590958,https://open.spotify.com/track/4TCc369aRPRubv1m8R1TBG
165,Conversations,"Juice WRLD",1574831,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob
166,"Armed And Dangerous","Juice WRLD",1572286,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
167,"High Fashion (feat. Mustard)","Roddy Ricch",1560081,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
168,"No Guidance (feat. Drake)","Chris Brown",1554621,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
169,"Stuck with U (with Justin Bieber)","Ariana Grande",1543899,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
170,"TELL ME WHY","The Kid LAROI",1543606,https://open.spotify.com/track/3jlxX3VXPiY3lvBBbppQD3
171,"Pretty Heart","Parker McCollum",1540848,https://open.spotify.com/track/6vC90OOjZR165Hw8CpsqEm
172,PTSD,"G Herbo",1537603,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
173,"Flex (feat. Juice WRLD)","Polo G",1536526,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz
174,Promiscuous,"Nelly Furtado",1534506,https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN
175,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",1531594,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
176,"THE SCOTTS","THE SCOTTS",1528137,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
177,"I Fall Apart","Post Malone",1527889,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
178,"Space Cadet (feat. Gunna)","Metro Boomin",1525260,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz
179,"Toosie Slide",Drake,1524891,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
180,"XO Tour Llif3","Lil Uzi Vert",1524561,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
181,"Breaking Me",Topic,1524057,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
182,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",1517259,https://open.spotify.com/track/1Z0cZI0UzNbP9L8MzzGxqf
183,"Heartless (feat. Morgan Wallen)",Diplo,1515634,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk
184,"Say You Won't Let Go","James Arthur",1510253,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
185,"I Hope","Gabby Barrett",1497067,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo
186,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1490560,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
187,"everything i wanted","Billie Eilish",1489544,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
188,"Money Trees","Kendrick Lamar",1489334,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
189,"10,000 Hours (with Justin Bieber)","Dan + Shay",1488185,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
190,"GREECE (feat. Drake)","DJ Khaled",1486700,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
