,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,11199622,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"THE SCOTTS","THE SCOTTS",10453442,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
3,"Stuck with U (with Justin Bieber)","Ariana Grande",9873515,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
4,GOOBA,6ix9ine,9557313,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
5,"Toosie Slide",Drake,8252387,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
6,"Blueberry Faygo","Lil Mosey",8119694,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
7,"Blinding Lights","The Weeknd",7927766,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
8,"The Box","Roddy Ricch",6950524,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
9,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",6219413,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
10,Righteous,"Juice WRLD",6150958,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
11,"Roses - Imanbek Remix","SAINt JHN",6015351,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
12,"WHATS POPPIN","Jack Harlow",5925754,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
13,"Say So","Doja Cat",5089108,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
14,"After Party","Don Toliver",4907545,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
15,"Party Girl",StaySolidRocky,4881858,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
16,"death bed (coffee for your head)",Powfu,4735287,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
17,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",4639021,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
18,"Sunday Best (Feeling Good, Like I Should)",Surfaces,4543480,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
19,"Say So (feat. Nicki Minaj)","Doja Cat",4526397,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa
20,Circles,"Post Malone",4519179,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
21,"Intentions (feat. Quavo)","Justin Bieber",4467016,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
22,"Don't Start Now","Dua Lipa",4435123,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
23,"Be Kind (with Halsey)",Marshmello,4337547,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
24,Supalonely,BENEE,4300893,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
25,"Life Is Good (feat. Drake)",Future,4280518,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
26,"Turks (with Gunna & ft. Travis Scott)",NAV,4146527,https://open.spotify.com/track/7IMwEtpAiJanqF6vQteZN2
27,"Pain 1993 (with Playboi Carti)",Drake,4060499,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo
28,ROXANNE,"Arizona Zervas",3938004,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
29,Falling,"Trevor Daniel",3935138,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
30,"Adore You","Harry Styles",3826865,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
31,"High Fashion (feat. Mustard)","Roddy Ricch",3763263,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
32,goosebumps,"Travis Scott",3707046,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
