,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,cardigan,"Taylor Swift",15463280,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
2,"the 1","Taylor Swift",15047184,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8
3,"exile (feat. Bon Iver)","Taylor Swift",14859480,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
4,"the last great american dynasty","Taylor Swift",11999399,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt
5,"my tears ricochet","Taylor Swift",11710372,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC
6,august,"Taylor Swift",10788321,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K
7,mirrorball,"Taylor Swift",10150822,https://open.spotify.com/track/0ZNU020wNYvgW84iljPkPP
8,seven,"Taylor Swift",9865481,https://open.spotify.com/track/6KJqZcs9XDgVck7Lg9QOTC
9,"invisible string","Taylor Swift",9622168,https://open.spotify.com/track/6VsvKPJ4xjVNKpI8VVZ3SV
10,"this is me trying","Taylor Swift",9327485,https://open.spotify.com/track/7kt9e9LFSpN1zQtYEl19o1
11,"illicit affairs","Taylor Swift",9031244,https://open.spotify.com/track/2NmsngXHeC1GQ9wWrzhOMf
12,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,8843096,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
13,"Wishing Well","Juice WRLD",8615572,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb
14,betty,"Taylor Swift",8603776,https://open.spotify.com/track/5kI4eCXXzyuIUXjQra0Cxi
15,"mad woman","Taylor Swift",8269043,https://open.spotify.com/track/2QDyYdZyhlP2fp79KZX8Bi
16,"Come & Go (with Marshmello)","Juice WRLD",8139357,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr
17,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",7644619,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
18,epiphany,"Taylor Swift",7588567,https://open.spotify.com/track/08fa9LFcFBTcilB3iq2e2A
19,peace,"Taylor Swift",7394448,https://open.spotify.com/track/7MbT4I8qGntX4fMdqMQgke
20,hoax,"Taylor Swift",6549141,https://open.spotify.com/track/6MWoRt97mnSTXZhu3ggi9C
21,"POPSTAR (feat. Drake)","DJ Khaled",6310455,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
22,"Blueberry Faygo","Lil Mosey",5858228,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
23,"Watermelon Sugar","Harry Styles",5765082,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
24,"Blinding Lights","The Weeknd",5673850,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
25,Conversations,"Juice WRLD",5643398,https://open.spotify.com/track/2fZTS0VboxRpF0FdfY7E5P
26,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",5144672,https://open.spotify.com/track/66FgjA5ZQJJuypFG1bc8se
27,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",4948900,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
28,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",4948004,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
29,"Rags2Riches (feat. ATR Son Son)","Rod Wave",4881456,https://open.spotify.com/track/1ENdcyhqdylaLsPVgB83qq
30,Perfect,Logic,4855425,https://open.spotify.com/track/5jbDih9bLGmI8ycUKkN5XA
31,"Savage Love (Laxed - Siren Beat)","Jawsh 685",4824043,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
32,"Lion King On Ice","J. Cole",4636961,https://open.spotify.com/track/1ZvBVbsaNqHEP6ymXaPGlj
33,"The Climb Back","J. Cole",4597186,https://open.spotify.com/track/0FlfN5cbUUpIHCRH8X1M44
34,Righteous,"Juice WRLD",4434616,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J
35,"GO (feat. Juice WRLD)","The Kid LAROI",4399810,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
36,"Party Girl",StaySolidRocky,4372921,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
37,"Life's A Mess (feat. Halsey)","Juice WRLD",4348472,https://open.spotify.com/track/4h5N4KyWZMtpeH9vhXSXjd
