,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blinding Lights","The Weeknd",13245312,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
2,"The Box","Roddy Ricch",11358240,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
3,"In Your Eyes","The Weeknd",9191899,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
4,"After Hours","The Weeknd",7937050,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
5,"Blueberry Faygo","Lil Mosey",7896554,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
6,Heartless,"The Weeknd",7524984,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
7,"Alone Again","The Weeknd",7175842,https://open.spotify.com/track/6b5P51m8xx2XA6U7sdNZ5E
8,"Scared To Live","The Weeknd",7158441,https://open.spotify.com/track/4BGZF4oLbTL0pWm7C18pbv
9,"Hardest To Love","The Weeknd",7076826,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX
10,"Too Late","The Weeknd",6854135,https://open.spotify.com/track/2K9Ovn1o2bTGqbsABGC6m3
11,"Save Your Tears","The Weeknd",6503568,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
12,"Say So","Doja Cat",6343184,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
13,Snowchild,"The Weeknd",6250567,https://open.spotify.com/track/3WlbeuhfRSqU7ylK2Ui5U7
14,"Escape From LA","The Weeknd",6108945,https://open.spotify.com/track/1sOW4PuG5X3Ie3EXUhAopJ
15,Faith,"The Weeknd",6071750,https://open.spotify.com/track/3orEOtd8CPL8GFlpRpKuoE
16,"WHATS POPPIN","Jack Harlow",5956805,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
17,"Intentions (feat. Quavo)","Justin Bieber",5606761,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
18,"Don't Start Now","Dua Lipa",5441361,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
19,"High Fashion (feat. Mustard)","Roddy Ricch",5302340,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
20,ROXANNE,"Arizona Zervas",5261711,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
21,"That Way - Bonus Track","Lil Uzi Vert",5222590,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
22,P2,"Lil Uzi Vert",5195434,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
23,"death bed (coffee for your head)",Powfu,5167046,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
24,"Roses - Imanbek Remix","SAINt JHN",5130742,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
25,"Life Is Good (feat. Drake)",Future,5039743,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
26,Circles,"Post Malone",5037726,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
27,"Sunday Best (Feeling Good, Like I Should)",Surfaces,5013189,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
28,Falling,"Trevor Daniel",4940148,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
29,Myron,"Lil Uzi Vert",4882693,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
30,"Godzilla (feat. Juice WRLD)",Eminem,4876918,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
31,Savage,"Megan Thee Stallion",4635373,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
32,Supalonely,BENEE,4598194,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
33,"Adore You","Harry Styles",4514955,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
34,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",4439717,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
35,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",4429398,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
36,"Dance Monkey","Tones And I",4405854,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
37,"Repeat After Me (Interlude)","The Weeknd",4382691,https://open.spotify.com/track/40U8d12pC5UHqmHwXjHjjl
38,"Until I Bleed Out","The Weeknd",3942749,https://open.spotify.com/track/2BcnxwxBuar5wjCaLqm5N3
39,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",3881063,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
40,"Ballin' (with Roddy Ricch)",Mustard,3719258,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
41,"Lo Mein","Lil Uzi Vert",3703276,https://open.spotify.com/track/6CUP2khYzdphXebxVTfPE3
42,"Baby Pluto","Lil Uzi Vert",3655623,https://open.spotify.com/track/7hav1MHURQf5SAoPk0egqh
43,"Go Stupid (feat. NLE Choppa & Mike WiLL Made-It)","Polo G",3532368,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
44,"Someone You Loved","Lewis Capaldi",3445115,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
45,"hot girl bummer",blackbear,3398099,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
46,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",3373729,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
47,"everything i wanted","Billie Eilish",3335802,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
48,BOP,DaBaby,3330889,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
49,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",3279298,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
50,"CITY OF ANGELS",24kGoldn,3202684,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
51,Suicidal,"YNW Melly",3134247,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
52,Woah,"Lil Baby",3075816,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
53,"Futsal Shuffle 2020 - Bonus Track","Lil Uzi Vert",3068115,https://open.spotify.com/track/2fOlBMkWR7lXJfqp5VTbDG
54,"Lucid Dreams","Juice WRLD",3067417,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
55,"La Difícil","Bad Bunny",2941222,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
56,"My Oh My (feat. DaBaby)","Camila Cabello",2824883,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
57,Robbery,"Juice WRLD",2812185,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
58,Safaera,"Bad Bunny",2776949,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
59,"OUT WEST (feat. Young Thug)",JACKBOYS,2772322,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
60,"Bean (Kobe) [feat. Chief Keef]","Lil Uzi Vert",2753504,https://open.spotify.com/track/0IpnZchq8ek2A6pGEP2Qb1
61,PTSD,"G Herbo",2746531,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
62,"Silly Watch","Lil Uzi Vert",2738199,https://open.spotify.com/track/5egD7A5x9AHdVO2fMo3Wbo
63,"10,000 Hours (with Justin Bieber)","Dan + Shay",2723554,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
64,"Si Veo a Tu Mamá","Bad Bunny",2717044,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
65,"If the World Was Ending - feat. Julia Michaels","JP Saxe",2710255,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
66,"Moral of the Story",Ashe,2708172,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
67,Rojo,"J Balvin",2658251,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
68,"No Idea","Don Toliver",2656324,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
69,"You should be sad",Halsey,2639238,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
70,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,2619219,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
71,Yessirskiii,"Lil Uzi Vert",2605364,https://open.spotify.com/track/59JWp4PjZ9TRM8cmtaDYB1
72,"Sum 2 Prove","Lil Baby",2579529,https://open.spotify.com/track/5f4Hy5mw5SRaUgXX9c6P5S
73,Maniac,"Conan Gray",2511182,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
74,"B.S. (feat. H.E.R.)","Jhené Aiko",2509565,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ
75,"bad guy","Billie Eilish",2506543,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
76,"Forever (feat. Post Malone & Clever)","Justin Bieber",2433599,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
77,"All Girls Are The Same","Juice WRLD",2427912,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
78,"HIGHEST IN THE ROOM","Travis Scott",2425170,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
