,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"The Box","Roddy Ricch",24966901,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,"Life Is Good (feat. Drake)",Future,19857892,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
3,"Good News","Mac Miller",10602587,https://open.spotify.com/track/3ClBKQkKoaUQ6UOhe2xlJK
4,ROXANNE,"Arizona Zervas",9694099,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
5,BOP,DaBaby,8702093,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
6,Yummy,"Justin Bieber",8000710,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
7,Circles,"Post Malone",7859515,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
8,Falling,"Trevor Daniel",7278775,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
9,"Futsal Shuffle 2020","Lil Uzi Vert",7237819,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
10,Suicidal,"YNW Melly",7153726,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
11,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",7129959,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
12,Rare,"Selena Gomez",7051232,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
13,"Dance Monkey","Tones And I",6946479,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
14,"Ballin' (with Roddy Ricch)",Mustard,6769542,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
15,"You should be sad",Halsey,6348620,https://open.spotify.com/track/2usxQITOSDqvkYiI0oIwao
16,"Blinding Lights","The Weeknd",6219918,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
17,"everything i wanted","Billie Eilish",5944121,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
18,"Sum 2 Prove","Lil Baby",5770137,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz
19,"Lose You To Love Me","Selena Gomez",5601540,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
20,"Adore You","Harry Styles",5585825,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
21,"Don't Start Now","Dua Lipa",5459978,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
22,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,5342847,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
